"The 2008 PSSA Writing District Level Proficiency Results by Grade and District Total (Full Academic Year)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Groups that have less than 10 students assessed are noted by an asterisk (*). Performance level totals may not add up to 100 due to rounding. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"District total may include data from those grades that are represented by an asterisk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AUN","County","IU Number","District Name","Grade","Number Scored Writing","% Advanced","% Proficient","% Basic","% Below Basic","Number Scored Writing                IEP","% Advanced IEP","% Proficient IEP","% Basic              IEP","% Below Basic             IEP","Number Scored Writing                ELL","% Advanced ELL","% Proficient ELL","% Basic             ELL","% Below Basic              ELL","Number Scored Writing Title I","% Advanced Title I","% Proficient Title I","% Basic             Title I","% Below Basic            Title I","Number Scored Writing Migrant","% Advanced Migrant","% Proficient Migrant","% Basic Migrant","% Below Basic Migrant","Number Scored Writing Econ. Disadv.","% Advanced Econ. Disadv.","% Proficient Econ. Disadv.","% Basic Econ. Disadv.","% Below Basic Econ. Disadv.","Number Scored Writing Male","% Advanced Male","% Proficient Male","% Basic              Male","% Below Basic             Male","Number Scored Writing Female","% Advanced Female","% Proficient Female","% Basic Female","% Below Basic Female","Number Scored Writing Title III","% Advanced Title III","% Proficient Title III","% Basic                 Title III","% Below Basic             Title III","Number Scored Writing  White","% Advanced  White","% Proficient  White","% Basic  White","% Below Basic  White","Number Scored Writing  Black","% Advanced  Black","% Proficient  Black","% Basic  Black","% Below Basic  Black","Number Scored Writing  Hispanic","% Advanced  Hispanic","% Proficient  Hispanic","% Basic  Hispanic","% Below Basic  Hispanic","Number Scored Writing  Asian","% Advanced  Asian","% Proficient  Asian","% Basic Asian","% Below Basic  Asian","Number Scored Writing  Native American","% Advanced  Native American","% Proficient  Native American","% Basic  Native American","% Below Basic  Native American","Number Scored Writing  Multi-ethnic","% Advanced  Multi-ethnic","% Proficient  Multi-ethnic","% Basic  Multi-ethnic","% Below Basic      Multi-ethnic"
123466103,"Montgomery                      ",23,"PERKIOMEN VALLEY SD",11,364,18.4,73.4,7.4,0.8,28,3.6,46.4,42.9,7.1,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",36,5.6,77.8,11.1,5.6,184,15.8,72.3,10.3,1.6,180,21.1,74.4,4.4,0.0,0,"*","*","*","*",320,19.4,72.2,7.8,0.6,24,8.3,87.5,0.0,4.2,8,"*","*","*","*",12,25.0,58.3,16.7,0.0,0,"*","*","*","*",0,"*","*","*","*"
123466103,"Montgomery                      ",23,"PERKIOMEN VALLEY SD","Distict total",1283,9.0,72.6,17.9,0.5,138,2.2,38.4,55.8,3.6,5,"*","*","*","*",53,1.9,62.3,34.0,1.9,0,"*","*","*","*",115,2.6,59.1,36.5,1.7,626,6.5,68.7,24.0,0.8,657,11.4,76.3,12.2,0.2,0,"*","*","*","*",1128,9.2,73.4,16.9,0.4,75,4.0,68.0,26.7,1.3,22,0.0,68.2,31.8,0.0,57,15.8,63.2,21.1,0.0,1,"*","*","*","*",0,"*","*","*","*"
123466303,"Montgomery                      ",23,"POTTSGROVE SD",5,222,0.9,51.4,46.8,0.9,47,0.0,27.7,68.1,4.3,4,"*","*","*","*",57,0.0,29.8,70.2,0.0,0,"*","*","*","*",52,0.0,40.4,59.6,0.0,110,0.0,40.0,58.2,1.8,111,1.8,63.1,35.1,0.0,1,"*","*","*","*",179,0.6,54.7,43.6,1.1,26,0.0,34.6,65.4,0.0,9,"*","*","*","*",6,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*"
123466303,"Montgomery                      ",23,"POTTSGROVE SD",8,300,0.7,80.3,18.0,1.0,45,0.0,35.6,57.8,6.7,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",66,0.0,65.2,33.3,1.5,155,0.0,75.5,22.6,1.9,145,1.4,85.5,13.1,0.0,0,"*","*","*","*",239,0.8,83.7,15.1,0.4,53,0.0,64.2,32.1,3.8,5,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
123466303,"Montgomery                      ",23,"POTTSGROVE SD",11,196,5.6,85.2,8.2,1.0,25,0.0,68.0,24.0,8.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",23,4.3,60.9,30.4,4.3,93,4.3,83.9,9.7,2.2,103,6.8,86.4,6.8,0.0,0,"*","*","*","*",161,6.2,87.6,5.6,0.6,25,4.0,76.0,16.0,4.0,7,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
123466303,"Montgomery                      ",23,"POTTSGROVE SD","Distict total",718,2.1,72.7,24.2,1.0,117,0.0,39.3,54.7,6.0,6,"*","*","*","*",57,0.0,29.8,70.2,0.0,0,"*","*","*","*",141,0.7,55.3,42.6,1.4,358,1.1,66.8,30.2,2.0,359,3.1,78.8,18.1,0.0,1,"*","*","*","*",579,2.2,75.8,21.2,0.7,104,1.0,59.6,36.5,2.9,21,0.0,57.1,42.9,0.0,12,0.0,75.0,25.0,0.0,0,"*","*","*","*",1,"*","*","*","*"
123466403,"Montgomery                      ",23,"POTTSTOWN SD",5,208,3.8,60.1,35.1,1.0,39,0.0,23.1,74.4,2.6,2,"*","*","*","*",36,0.0,55.6,44.4,0.0,0,"*","*","*","*",120,3.3,56.7,39.2,0.8,100,3.0,55.0,40.0,2.0,108,4.6,64.8,30.6,0.0,2,"*","*","*","*",102,4.9,60.8,33.3,1.0,79,1.3,63.3,34.2,1.3,24,8.3,45.8,45.8,0.0,2,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
123466403,"Montgomery                      ",23,"POTTSTOWN SD",8,212,0.0,58.5,37.7,3.8,39,0.0,17.9,66.7,15.4,3,"*","*","*","*",46,0.0,50.0,50.0,0.0,0,"*","*","*","*",112,0.0,51.8,43.8,4.5,99,0.0,52.5,43.4,4.0,111,0.0,64.9,33.3,1.8,3,"*","*","*","*",102,0.0,68.6,31.4,0.0,91,0.0,50.5,42.9,6.6,15,0.0,40.0,60.0,0.0,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
123466403,"Montgomery                      ",23,"POTTSTOWN SD",11,164,5.5,73.2,18.3,3.0,39,0.0,43.6,43.6,12.8,3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",62,1.6,72.6,21.0,4.8,98,2.0,73.5,21.4,3.1,66,10.6,72.7,13.6,3.0,3,"*","*","*","*",93,7.5,74.2,16.1,2.2,55,0.0,70.9,23.6,5.5,14,0.0,85.7,14.3,0.0,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
123466403,"Montgomery                      ",23,"POTTSTOWN SD","Distict total",584,2.9,63.2,31.3,2.6,117,0.0,28.2,61.5,10.3,8,"*","*","*","*",82,0.0,52.4,47.6,0.0,0,"*","*","*","*",294,1.7,58.2,37.1,3.1,297,1.7,60.3,35.0,3.0,285,4.2,66.7,27.7,1.4,8,"*","*","*","*",297,4.0,67.7,27.3,1.0,225,0.4,60.0,35.1,4.4,53,3.8,54.7,41.5,0.0,6,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
123467103,"Montgomery                      ",23,"SOUDERTON AREA SD",5,516,9.3,71.3,19.2,0.2,84,0.0,42.9,57.1,0.0,13,0.0,46.2,46.2,7.7,55,0.0,69.1,30.9,0.0,0,"*","*","*","*",52,1.9,65.4,30.8,1.9,264,5.7,67.4,26.5,0.4,251,13.1,75.3,11.6,0.0,12,0.0,50.0,41.7,8.3,454,10.4,71.4,18.3,0.0,22,0.0,86.4,13.6,0.0,16,0.0,50.0,50.0,0.0,17,5.9,70.6,17.6,5.9,2,"*","*","*","*",3,"*","*","*","*"
123467103,"Montgomery                      ",23,"SOUDERTON AREA SD",8,587,4.8,83.6,11.4,0.2,86,0.0,59.3,40.7,0.0,9,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*",63,3.2,79.4,17.5,0.0,289,2.4,81.7,15.6,0.3,298,7.0,85.6,7.4,0.0,9,"*","*","*","*",523,4.0,84.5,11.5,0.0,22,13.6,68.2,18.2,0.0,16,6.3,87.5,6.3,0.0,23,13.0,82.6,4.3,0.0,1,"*","*","*","*",2,"*","*","*","*"
123467103,"Montgomery                      ",23,"SOUDERTON AREA SD",11,490,19.4,76.1,4.5,0.0,56,0.0,80.4,19.6,0.0,5,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",37,8.1,83.8,8.1,0.0,247,13.0,81.4,5.7,0.0,243,25.9,70.8,3.3,0.0,5,"*","*","*","*",436,20.2,76.1,3.7,0.0,18,22.2,72.2,5.6,0.0,15,0.0,73.3,26.7,0.0,19,15.8,84.2,0.0,0.0,1,"*","*","*","*",1,"*","*","*","*"
123467103,"Montgomery                      ",23,"SOUDERTON AREA SD","Distict total",1593,10.7,77.3,11.8,0.1,226,0.0,58.4,41.6,0.0,27,0.0,48.1,48.1,3.7,55,0.0,69.1,30.9,0.0,1,"*","*","*","*",152,3.9,75.7,19.7,0.7,800,6.8,76.9,16.1,0.3,792,14.8,77.8,7.4,0.0,26,0.0,50.0,46.2,3.8,1413,11.0,77.7,11.3,0.0,62,11.3,75.8,12.9,0.0,47,2.1,70.2,27.7,0.0,59,11.9,79.7,6.8,1.7,4,"*","*","*","*",6,"*","*","*","*"
123467203,"Montgomery                      ",23,"SPRINGFIELD TOWNSHIP SD",5,149,6.0,69.8,24.2,0.0,34,0.0,41.2,58.8,0.0,4,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",14,0.0,57.1,42.9,0.0,66,0.0,62.1,37.9,0.0,83,10.8,75.9,13.3,0.0,4,"*","*","*","*",119,6.7,72.3,21.0,0.0,21,0.0,71.4,28.6,0.0,3,"*","*","*","*",5,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*"
123467203,"Montgomery                      ",23,"SPRINGFIELD TOWNSHIP SD",8,160,10.0,85.0,5.0,0.0,32,0.0,84.4,15.6,0.0,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",9,"*","*","*","*",76,7.9,85.5,6.6,0.0,84,11.9,84.5,3.6,0.0,2,"*","*","*","*",133,11.3,83.5,5.3,0.0,24,4.2,91.7,4.2,0.0,1,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
123467203,"Montgomery                      ",23,"SPRINGFIELD TOWNSHIP SD",11,156,27.6,67.3,5.1,0.0,27,0.0,74.1,25.9,0.0,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",6,"*","*","*","*",81,16.0,75.3,8.6,0.0,75,40.0,58.7,1.3,0.0,2,"*","*","*","*",123,32.5,65.9,1.6,0.0,28,7.1,71.4,21.4,0.0,3,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",1,"*","*","*","*"
123467203,"Montgomery                      ",23,"SPRINGFIELD TOWNSHIP SD","Distict total",465,14.6,74.2,11.2,0.0,93,0.0,65.6,34.4,0.0,8,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",29,0.0,72.4,27.6,0.0,223,8.5,74.9,16.6,0.0,242,20.2,73.6,6.2,0.0,8,"*","*","*","*",375,16.8,74.1,9.1,0.0,73,4.1,78.1,17.8,0.0,7,"*","*","*","*",8,"*","*","*","*",0,"*","*","*","*",2,"*","*","*","*"
123467303,"Montgomery                      ",23,"SPRING-FORD AREA SD",5,585,5.5,69.2,24.8,0.5,85,2.4,23.5,70.6,3.5,1,"*","*","*","*",49,0.0,61.2,38.8,0.0,0,"*","*","*","*",44,0.0,50.0,47.7,2.3,303,4.0,64.7,30.4,1.0,282,7.1,74.1,18.8,0.0,1,"*","*","*","*",515,5.0,69.1,25.4,0.4,30,6.7,63.3,26.7,3.3,11,0.0,63.6,36.4,0.0,28,14.3,78.6,7.1,0.0,1,"*","*","*","*",0,"*","*","*","*"
123467303,"Montgomery                      ",23,"SPRING-FORD AREA SD",8,576,2.3,84.5,12.8,0.3,100,0.0,53.0,45.0,2.0,2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",47,4.3,66.0,29.8,0.0,283,1.4,79.9,18.0,0.7,293,3.1,89.1,7.8,0.0,2,"*","*","*","*",512,1.8,86.3,11.5,0.4,30,10.0,66.7,23.3,0.0,7,"*","*","*","*",24,4.2,75.0,20.8,0.0,2,"*","*","*","*",1,"*","*","*","*"
123467303,"Montgomery                      ",23,"SPRING-FORD AREA SD",11,461,8.0,81.8,10.2,0.0,40,0.0,62.5,37.5,0.0,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",40,2.5,77.5,20.0,0.0,205,6.8,78.0,15.1,0.0,255,9.0,85.1,5.9,0.0,1,"*","*","*","*",409,8.6,82.2,9.3,0.0,27,0.0,74.1,25.9,0.0,8,"*","*","*","*",15,6.7,86.7,6.7,0.0,1,"*","*","*","*",0,"*","*","*","*"
123467303,"Montgomery                      ",23,"SPRING-FORD AREA SD","Distict total",1622,5.1,78.2,16.4,0.3,225,0.9,43.6,53.3,2.2,4,"*","*","*","*",49,0.0,61.2,38.8,0.0,0,"*","*","*","*",131,2.3,64.1,32.8,0.8,791,3.8,73.6,22.0,0.6,830,6.3,82.8,11.0,0.0,4,"*","*","*","*",1436,4.9,79.0,15.9,0.3,87,5.7,67.8,25.3,1.1,26,3.8,76.9,19.2,0.0,67,9.0,79.1,11.9,0.0,4,"*","*","*","*",1,"*","*","*","*"
123468303,"Montgomery                      ",23,"UPPER DUBLIN SD",5,308,13.0,70.8,16.2,0.0,53,3.8,49.1,47.2,0.0,0,"*","*","*","*",31,0.0,48.4,51.6,0.0,0,"*","*","*","*",20,0.0,50.0,50.0,0.0,155,6.5,72.3,21.3,0.0,153,19.6,69.3,11.1,0.0,0,"*","*","*","*",245,13.9,72.2,13.9,0.0,21,0.0,52.4,47.6,0.0,4,"*","*","*","*",35,17.1,71.4,11.4,0.0,0,"*","*","*","*",3,"*","*","*","*"
123468303,"Montgomery                      ",23,"UPPER DUBLIN SD",8,356,21.3,74.4,3.7,0.6,41,4.9,68.3,22.0,4.9,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",21,4.8,61.9,33.3,0.0,177,15.3,78.5,5.1,1.1,179,27.4,70.4,2.2,0.0,1,"*","*","*","*",273,22.0,75.8,1.8,0.4,33,12.1,69.7,18.2,0.0,6,"*","*","*","*",43,25.6,72.1,2.3,0.0,0,"*","*","*","*",1,"*","*","*","*"
123468303,"Montgomery                      ",23,"UPPER DUBLIN SD",11,412,39.6,57.0,2.9,0.5,24,4.2,70.8,20.8,4.2,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",13,0.0,92.3,7.7,0.0,195,29.7,64.6,4.6,1.0,217,48.4,50.2,1.4,0.0,0,"*","*","*","*",329,40.1,56.8,2.7,0.3,20,0.0,85.0,10.0,5.0,5,"*","*","*","*",58,51.7,46.6,1.7,0.0,0,"*","*","*","*",0,"*","*","*","*"
123468303,"Montgomery                      ",23,"UPPER DUBLIN SD","Distict total",1076,25.9,66.7,7.0,0.4,118,4.2,60.2,33.1,2.5,1,"*","*","*","*",31,0.0,48.4,51.6,0.0,0,"*","*","*","*",54,1.9,64.8,33.3,0.0,527,18.0,71.5,9.7,0.8,549,33.5,62.1,4.4,0.0,1,"*","*","*","*",847,26.7,67.4,5.7,0.2,74,5.4,68.9,24.3,1.4,15,13.3,73.3,13.3,0.0,136,34.6,61.0,4.4,0.0,0,"*","*","*","*",4,"*","*","*","*"
123468402,"Montgomery                      ",23,"UPPER MERION AREA SD",5,247,4.0,64.0,32.0,0.0,40,2.5,40.0,57.5,0.0,3,"*","*","*","*",29,0.0,37.9,62.1,0.0,0,"*","*","*","*",39,2.6,48.7,48.7,0.0,116,1.7,56.0,42.2,0.0,131,6.1,71.0,22.9,0.0,3,"*","*","*","*",178,4.5,67.4,28.1,0.0,25,0.0,48.0,52.0,0.0,12,0.0,33.3,66.7,0.0,32,6.3,68.8,25.0,0.0,0,"*","*","*","*",0,"*","*","*","*"
123468402,"Montgomery                      ",23,"UPPER MERION AREA SD",8,276,2.2,81.2,15.6,1.1,29,0.0,48.3,44.8,6.9,3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",43,2.3,65.1,27.9,4.7,133,0.0,75.9,22.6,1.5,143,4.2,86.0,9.1,0.7,3,"*","*","*","*",210,2.4,82.4,14.3,1.0,23,0.0,73.9,26.1,0.0,15,0.0,73.3,20.0,6.7,27,3.7,85.2,11.1,0.0,1,"*","*","*","*",0,"*","*","*","*"
123468402,"Montgomery                      ",23,"UPPER MERION AREA SD",11,276,18.5,75.0,5.8,0.7,24,4.2,62.5,29.2,4.2,7,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",35,8.6,85.7,2.9,2.9,136,18.4,75.7,4.4,1.5,139,18.7,74.1,7.2,0.0,7,"*","*","*","*",210,17.6,77.1,4.8,0.5,17,23.5,76.5,0.0,0.0,6,"*","*","*","*",42,23.8,66.7,7.1,2.4,0,"*","*","*","*",0,"*","*","*","*"
123468402,"Montgomery                      ",23,"UPPER MERION AREA SD","Distict total",799,8.4,73.7,17.3,0.6,93,2.2,48.4,46.2,3.2,13,0.0,46.2,46.2,7.7,29,0.0,37.9,62.1,0.0,0,"*","*","*","*",117,4.3,65.8,27.4,2.6,385,7.0,69.9,22.1,1.0,413,9.7,77.2,12.8,0.2,13,0.0,46.2,46.2,7.7,598,8.4,76.1,15.1,0.5,65,6.2,64.6,29.2,0.0,33,0.0,54.5,42.4,3.0,101,12.9,72.3,13.9,1.0,1,"*","*","*","*",0,"*","*","*","*"
123468503,"Montgomery                      ",23,"UPPER MORELAND TOWNSHIP SD",5,200,21.0,70.5,8.5,0.0,23,0.0,73.9,26.1,0.0,4,"*","*","*","*",14,0.0,71.4,28.6,0.0,0,"*","*","*","*",28,17.9,67.9,14.3,0.0,98,10.2,78.6,11.2,0.0,102,31.4,62.7,5.9,0.0,0,"*","*","*","*",157,23.6,67.5,8.9,0.0,24,12.5,79.2,8.3,0.0,8,"*","*","*","*",11,9.1,90.9,0.0,0.0,0,"*","*","*","*",0,"*","*","*","*"
123468503,"Montgomery                      ",23,"UPPER MORELAND TOWNSHIP SD",8,229,2.6,69.0,27.9,0.4,35,2.9,20.0,74.3,2.9,3,"*","*","*","*",10,0.0,20.0,80.0,0.0,0,"*","*","*","*",34,0.0,58.8,41.2,0.0,116,0.9,62.9,35.3,0.9,113,4.4,75.2,20.4,0.0,3,"*","*","*","*",193,2.6,72.5,24.4,0.5,21,4.8,47.6,47.6,0.0,8,"*","*","*","*",7,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
123468503,"Montgomery                      ",23,"UPPER MORELAND TOWNSHIP SD",11,270,2.6,80.4,16.3,0.7,29,0.0,51.7,48.3,0.0,4,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",28,3.6,85.7,10.7,0.0,135,1.5,77.0,21.5,0.0,135,3.7,83.7,11.1,1.5,4,"*","*","*","*",238,2.5,82.4,14.7,0.4,19,5.3,63.2,31.6,0.0,3,"*","*","*","*",10,0.0,60.0,30.0,10.0,0,"*","*","*","*",0,"*","*","*","*"
123468503,"Montgomery                      ",23,"UPPER MORELAND TOWNSHIP SD","Distict total",699,7.9,73.8,17.9,0.4,87,1.1,44.8,52.9,1.1,11,0.0,54.5,36.4,9.1,24,0.0,50.0,50.0,0.0,0,"*","*","*","*",90,6.7,70.0,23.3,0.0,349,3.7,72.8,23.2,0.3,350,12.0,74.9,12.6,0.6,7,"*","*","*","*",588,8.2,75.2,16.3,0.3,64,7.8,64.1,28.1,0.0,19,5.3,57.9,36.8,0.0,28,3.6,78.6,14.3,3.6,0,"*","*","*","*",0,"*","*","*","*"
123468603,"Montgomery                      ",23,"UPPER PERKIOMEN SD",5,217,2.8,62.7,33.6,0.9,43,0.0,27.9,67.4,4.7,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",51,2.0,35.3,62.7,0.0,105,0.0,56.2,42.9,1.0,112,5.4,68.8,25.0,0.9,0,"*","*","*","*",199,2.0,65.8,31.2,1.0,7,"*","*","*","*",6,"*","*","*","*",4,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
123468603,"Montgomery                      ",23,"UPPER PERKIOMEN SD",8,258,3.5,76.7,18.6,1.2,55,0.0,30.9,65.5,3.6,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",52,1.9,71.2,26.9,0.0,136,2.2,71.3,25.0,1.5,119,5.0,84.9,10.1,0.0,1,"*","*","*","*",239,3.8,77.8,17.6,0.8,7,"*","*","*","*",7,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
123468603,"Montgomery                      ",23,"UPPER PERKIOMEN SD",11,193,14.5,76.7,7.8,1.0,16,6.3,43.8,50.0,0.0,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",30,6.7,83.3,10.0,0.0,86,14.0,77.9,8.1,0.0,103,15.5,77.7,6.8,0.0,0,"*","*","*","*",171,16.4,77.2,6.4,0.0,8,"*","*","*","*",5,"*","*","*","*",4,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
123468603,"Montgomery                      ",23,"UPPER PERKIOMEN SD","Distict total",668,6.4,72.2,20.4,1.0,114,0.9,31.6,64.0,3.5,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",133,3.0,60.2,36.8,0.0,327,4.6,68.2,26.3,0.9,334,8.4,77.2,14.1,0.3,1,"*","*","*","*",609,6.7,73.7,18.9,0.7,22,0.0,59.1,40.9,0.0,18,5.6,55.6,38.9,0.0,10,10.0,80.0,10.0,0.0,2,"*","*","*","*",0,"*","*","*","*"
123469303,"Montgomery                      ",23,"WISSAHICKON SD",5,334,10.2,70.4,19.5,0.0,47,0.0,46.8,53.2,0.0,11,0.0,36.4,63.6,0.0,19,0.0,10.5,89.5,0.0,0,"*","*","*","*",38,0.0,57.9,42.1,0.0,165,6.1,67.9,26.1,0.0,169,14.2,72.8,13.0,0.0,11,0.0,36.4,63.6,0.0,231,13.4,71.9,14.7,0.0,46,2.2,56.5,41.3,0.0,12,0.0,50.0,50.0,0.0,45,4.4,82.2,13.3,0.0,0,"*","*","*","*",0,"*","*","*","*"
123469303,"Montgomery                      ",23,"WISSAHICKON SD",8,362,5.2,81.8,11.6,1.4,54,1.9,61.1,31.5,5.6,6,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",36,2.8,63.9,30.6,2.8,193,2.6,77.2,18.1,2.1,169,8.3,87.0,4.1,0.6,6,"*","*","*","*",243,6.6,82.7,10.3,0.4,58,1.7,75.9,17.2,5.2,5,"*","*","*","*",56,3.6,87.5,8.9,0.0,0,"*","*","*","*",0,"*","*","*","*"
123469303,"Montgomery                      ",23,"WISSAHICKON SD",11,381,13.9,76.1,9.4,0.5,65,3.1,63.1,32.3,1.5,6,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",38,5.3,76.3,15.8,2.6,201,9.5,78.6,10.9,1.0,180,18.9,73.3,7.8,0.0,5,"*","*","*","*",259,15.1,77.2,7.7,0.0,55,7.3,70.9,18.2,3.6,10,0.0,70.0,30.0,0.0,57,17.5,77.2,5.3,0.0,0,"*","*","*","*",0,"*","*","*","*"
123469303,"Montgomery                      ",23,"WISSAHICKON SD","Distict total",1077,9.8,76.2,13.3,0.6,166,1.8,57.8,38.0,2.4,23,0.0,47.8,47.8,4.3,19,0.0,10.5,89.5,0.0,0,"*","*","*","*",112,2.7,66.1,29.5,1.8,559,6.1,75.0,17.9,1.1,518,13.9,77.6,8.3,0.2,22,0.0,45.5,50.0,4.5,733,11.7,77.4,10.8,0.1,159,3.8,68.6,24.5,3.1,27,0.0,55.6,40.7,3.7,158,8.9,82.3,8.9,0.0,0,"*","*","*","*",0,"*","*","*","*"
116471803,"Montour                         ",16,"DANVILLE AREA SD",5,156,9.0,54.5,35.3,1.3,32,3.1,25.0,65.6,6.3,2,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",18,0.0,27.8,66.7,5.6,80,6.3,47.5,43.8,2.5,76,11.8,61.8,26.3,0.0,0,"*","*","*","*",147,8.8,55.8,34.0,1.4,4,"*","*","*","*",2,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
116471803,"Montour                         ",16,"DANVILLE AREA SD",8,211,3.8,73.0,20.4,2.8,31,6.5,12.9,67.7,12.9,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",2,"*","*","*","*",98,2.0,65.3,26.5,6.1,113,5.3,79.6,15.0,0.0,0,"*","*","*","*",200,3.0,75.0,19.5,2.5,2,"*","*","*","*",2,"*","*","*","*",6,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*"
116471803,"Montour                         ",16,"DANVILLE AREA SD",11,208,24.0,72.1,2.9,1.0,21,42.9,38.1,14.3,4.8,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",3,"*","*","*","*",98,22.4,72.4,4.1,1.0,110,25.5,71.8,1.8,0.9,0,"*","*","*","*",200,25.0,71.0,3.0,1.0,2,"*","*","*","*",1,"*","*","*","*",5,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
116471803,"Montour                         ",16,"DANVILLE AREA SD","Distict total",575,12.5,67.7,18.1,1.7,84,14.3,23.8,53.6,8.3,2,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",23,0.0,30.4,60.9,8.7,276,10.5,62.7,23.6,3.3,299,14.4,72.2,13.0,0.3,0,"*","*","*","*",547,12.6,68.4,17.4,1.6,8,"*","*","*","*",5,"*","*","*","*",14,7.1,64.3,21.4,7.1,1,"*","*","*","*",0,"*","*","*","*"
120480803,"Northampton                     ",20,"BANGOR AREA SD",5,250,1.6,42.8,53.6,2.0,28,0.0,0.0,85.7,14.3,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",73,0.0,32.9,64.4,2.7,123,1.6,30.1,65.0,3.3,126,1.6,55.6,42.1,0.8,0,"*","*","*","*",239,1.7,43.5,52.7,2.1,3,"*","*","*","*",6,"*","*","*","*",1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*"
120480803,"Northampton                     ",20,"BANGOR AREA SD",8,271,1.1,80.4,18.1,0.4,34,0.0,35.3,61.8,2.9,0,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",67,1.5,70.1,28.4,0.0,139,0.7,75.5,23.7,0.0,132,1.5,85.6,12.1,0.8,0,"*","*","*","*",257,1.2,80.5,17.9,0.4,5,"*","*","*","*",4,"*","*","*","*",3,"*","*","*","*",2,"*","*","*","*",0,"*","*","*","*"
120480803,"Northampton                     ",20,"BANGOR AREA SD",11,265,1.9,63.8,31.7,2.6,51,2.0,27.5,60.8,9.8,1,"*","*","*","*",0,"*","*","*","*",0,"*","*","*","*",44,0.0,45.5,47.7,6.8,140,1.4,55.7,40.7,2.1,124,2.4,73.4,21.8,2.4,0,"*","*","*","*",247,2.0,65.2,30.4,2.4,6,"*","*","*","*",8,"*","*","*","*",0,"*","*","*","*",3,"*","*","*","*",0,"*","*","*","*"
