"The 2006 District PSSA Writing Scores: % Students at Each Performance Level (Full Academic Year)",,,,,,,,,
"Performance level totals may not add up to 100 due to rounding.",,,,,,,,,
,,,,,,,,,
"AUN","County","IU","District Name","Grade","Number of students","%Advanced Writing","%Proficient Writing","%Basic Writing","%Below Basic Writing"
115210503,"CUMBERLAND",15,"BIG SPRING SD",8,256,1.6,67.2,29.7,1.6
115210503,"CUMBERLAND",15,"BIG SPRING SD",11,222,10.4,73.4,14.9,1.4
115211003,"CUMBERLAND",15,"CAMP HILL SD",5,68,7.4,45.6,45.6,1.5
115211003,"CUMBERLAND",15,"CAMP HILL SD",8,88,8.0,69.3,20.5,2.3
115211003,"CUMBERLAND",15,"CAMP HILL SD",11,89,38.2,56.2,4.5,1.1
115211103,"CUMBERLAND",15,"CARLISLE AREA SD",5,324,5.2,46.3,48.1,0.3
115211103,"CUMBERLAND",15,"CARLISLE AREA SD",8,335,4.8,63.6,30.7,0.9
115211103,"CUMBERLAND",15,"CARLISLE AREA SD",11,385,14.8,66.8,16.6,1.8
115211603,"CUMBERLAND",15,"CUMBERLAND VALLEY SD",5,521,1.5,57.6,40.3,0.6
115211603,"CUMBERLAND",15,"CUMBERLAND VALLEY SD",8,654,9.8,76.0,13.5,0.8
115211603,"CUMBERLAND",15,"CUMBERLAND VALLEY SD",11,589,24.6,70.6,4.6,0.2
115212503,"CUMBERLAND",15,"EAST PENNSBORO AREA SD",5,205,1.5,65.4,32.7,0.5
115212503,"CUMBERLAND",15,"EAST PENNSBORO AREA SD",8,229,3.5,75.1,17.9,3.5
115212503,"CUMBERLAND",15,"EAST PENNSBORO AREA SD",11,198,4.5,72.7,19.7,3.0
115216503,"CUMBERLAND",15,"MECHANICSBURG AREA SD",5,252,1.6,49.2,48.8,0.4
115216503,"CUMBERLAND",15,"MECHANICSBURG AREA SD",8,279,8.6,78.5,12.5,0.4
115216503,"CUMBERLAND",15,"MECHANICSBURG AREA SD",11,286,10.5,76.2,11.5,1.7
115218003,"CUMBERLAND",15,"SHIPPENSBURG AREA SD",5,265,5.3,60.4,33.2,1.1
115218003,"CUMBERLAND",15,"SHIPPENSBURG AREA SD",8,256,0.8,30.1,63.3,5.9
115218003,"CUMBERLAND",15,"SHIPPENSBURG AREA SD",11,240,10.0,74.6,15.0,0.4
115218303,"CUMBERLAND",15,"SOUTH MIDDLETON SD",5,179,0.6,44.1,54.7,0.6
115218303,"CUMBERLAND",15,"SOUTH MIDDLETON SD",8,181,2.2,58.6,37.0,2.2
115218303,"CUMBERLAND",15,"SOUTH MIDDLETON SD",11,168,8.9,64.9,23.8,2.4
115221402,"DAUPHIN",15,"CENTRAL DAUPHIN SD",5,836,2.6,57.3,40.0,0.1
115221402,"DAUPHIN",15,"CENTRAL DAUPHIN SD",8,864,4.3,59.0,34.8,1.9
115221402,"DAUPHIN",15,"CENTRAL DAUPHIN SD",11,789,16.5,64.0,18.5,1.0
115221753,"DAUPHIN",15,"DERRY TOWNSHIP SD",5,250,3.2,60.8,36.0,0.0
115221753,"DAUPHIN",15,"DERRY TOWNSHIP SD",8,279,12.5,69.9,17.6,0.0
115221753,"DAUPHIN",15,"DERRY TOWNSHIP SD",11,249,31.3,67.5,1.2,0.0
115222504,"DAUPHIN",15,"HALIFAX AREA SD",5,92,2.2,43.5,54.3,0.0
115222504,"DAUPHIN",15,"HALIFAX AREA SD",8,103,11.7,66.0,22.3,0.0
115222504,"DAUPHIN",15,"HALIFAX AREA SD",11,79,7.6,78.5,13.9,0.0
115222752,"DAUPHIN",15,"HARRISBURG CITY SD",5,532,0.0,21.2,75.4,3.4
115222752,"DAUPHIN",15,"HARRISBURG CITY SD",8,531,0.2,27.1,61.0,11.7
115222752,"DAUPHIN",15,"HARRISBURG CITY SD",11,463,3.2,59.2,34.6,3.0
115224003,"DAUPHIN",15,"LOWER DAUPHIN SD",5,273,1.1,51.3,45.8,1.8
115224003,"DAUPHIN",15,"LOWER DAUPHIN SD",8,313,8.3,60.7,30.4,0.6
115224003,"DAUPHIN",15,"LOWER DAUPHIN SD",11,295,21.4,64.4,12.2,2.0
115226003,"DAUPHIN",15,"MIDDLETOWN AREA SD",5,187,0.5,41.2,57.2,1.1
115226003,"DAUPHIN",15,"MIDDLETOWN AREA SD",8,206,1.0,34.5,55.8,8.7
115226003,"DAUPHIN",15,"MIDDLETOWN AREA SD",11,176,2.8,77.3,19.3,0.6
115226103,"DAUPHIN",15,"MILLERSBURG AREA SD",5,61,3.3,41.0,55.7,0.0
115226103,"DAUPHIN",15,"MILLERSBURG AREA SD",8,76,2.6,67.1,27.6,2.6
115226103,"DAUPHIN",15,"MILLERSBURG AREA SD",11,77,5.2,83.1,10.4,1.3
115228003,"DAUPHIN",15,"STEELTON-HIGHSPIRE SD",5,90,0.0,33.3,62.2,4.4
115228003,"DAUPHIN",15,"STEELTON-HIGHSPIRE SD",8,92,2.2,21.7,62.0,14.1
115228003,"DAUPHIN",15,"STEELTON-HIGHSPIRE SD",11,73,4.1,56.2,37.0,2.7
115228303,"DAUPHIN",15,"SUSQUEHANNA TOWNSHIP SD",5,209,3.3,52.2,44.0,0.5
115228303,"DAUPHIN",15,"SUSQUEHANNA TOWNSHIP SD",8,262,4.6,59.5,32.4,3.4
115228303,"DAUPHIN",15,"SUSQUEHANNA TOWNSHIP SD",11,247,6.9,64.4,28.3,0.4
115229003,"DAUPHIN",15,"UPPER DAUPHIN AREA SD",5,90,0.0,51.1,47.8,1.1
115229003,"DAUPHIN",15,"UPPER DAUPHIN AREA SD",8,117,0.9,61.5,35.9,1.7
115229003,"DAUPHIN",15,"UPPER DAUPHIN AREA SD",11,89,3.4,73.0,22.5,1.1
125231232,"DELAWARE",25,"CHESTER-UPLAND SD",5,288,0.0,36.5,61.5,2.1
125231232,"DELAWARE",25,"CHESTER-UPLAND SD",8,357,0.3,44.0,47.3,8.4
125231232,"DELAWARE",25,"CHESTER-UPLAND SD",11,263,1.5,65.0,31.2,2.3
125231303,"DELAWARE",25,"CHICHESTER SD",5,258,0.4,44.6,54.7,0.4
125231303,"DELAWARE",25,"CHICHESTER SD",8,269,2.2,68.0,29.4,0.4
125231303,"DELAWARE",25,"CHICHESTER SD",11,281,13.2,75.1,11.0,0.7
125234103,"DELAWARE",25,"GARNET VALLEY SD",5,341,3.8,72.1,23.5,0.6
125234103,"DELAWARE",25,"GARNET VALLEY SD",8,346,5.2,78.3,16.5,0.0
125234103,"DELAWARE",25,"GARNET VALLEY SD",11,290,29.7,64.1,5.9,0.3
125234502,"DELAWARE",25,"HAVERFORD TOWNSHIP SD",5,416,2.9,61.5,35.3,0.2
125234502,"DELAWARE",25,"HAVERFORD TOWNSHIP SD",8,445,13.9,66.1,17.3,2.7
125234502,"DELAWARE",25,"HAVERFORD TOWNSHIP SD",11,471,21.0,68.8,9.6,0.6
125235103,"DELAWARE",25,"INTERBORO SD",5,283,1.4,47.3,51.2,0.0
125235103,"DELAWARE",25,"INTERBORO SD",8,295,4.7,59.0,34.6,1.7
125235103,"DELAWARE",25,"INTERBORO SD",11,284,28.5,63.0,7.7,0.7
125235502,"DELAWARE",25,"MARPLE NEWTOWN SD",5,256,1.6,70.3,28.1,0.0
125235502,"DELAWARE",25,"MARPLE NEWTOWN SD",8,275,6.5,71.6,21.8,0.0
125235502,"DELAWARE",25,"MARPLE NEWTOWN SD",11,305,11.5,73.8,13.8,1.0
125236903,"DELAWARE",25,"PENN-DELCO SD",5,219,0.9,58.0,41.1,0.0
125236903,"DELAWARE",25,"PENN-DELCO SD",8,242,3.3,69.8,26.4,0.4
125236903,"DELAWARE",25,"PENN-DELCO SD",11,272,12.5,68.8,18.8,0.0
125237603,"DELAWARE",25,"RADNOR TOWNSHIP SD",5,278,9.0,77.3,13.7,0.0
125237603,"DELAWARE",25,"RADNOR TOWNSHIP SD",8,309,23.3,69.3,6.1,1.3
125237603,"DELAWARE",25,"RADNOR TOWNSHIP SD",11,274,38.0,58.8,2.6,0.7
125237702,"DELAWARE",25,"RIDLEY SD",5,405,1.0,45.2,52.3,1.5
125237702,"DELAWARE",25,"RIDLEY SD",8,430,5.3,65.3,28.4,0.9
125237702,"DELAWARE",25,"RIDLEY SD",11,457,24.5,67.0,6.3,2.2
125237903,"DELAWARE",25,"ROSE TREE MEDIA SD",5,317,2.8,60.3,36.6,0.3
125237903,"DELAWARE",25,"ROSE TREE MEDIA SD",8,340,14.1,65.9,19.4,0.6
125237903,"DELAWARE",25,"ROSE TREE MEDIA SD",11,307,41.7,51.8,6.2,0.3
125238402,"DELAWARE",25,"SOUTHEAST DELCO SD",5,281,0.0,33.5,64.8,1.8
125238402,"DELAWARE",25,"SOUTHEAST DELCO SD",8,295,1.7,45.8,45.8,6.8
125238402,"DELAWARE",25,"SOUTHEAST DELCO SD",11,179,3.9,81.0,14.5,0.6
125238502,"DELAWARE",25,"SPRINGFIELD SD",5,233,0.4,70.4,29.2,0.0
125238502,"DELAWARE",25,"SPRINGFIELD SD",8,260,9.2,78.5,11.9,0.4
125238502,"DELAWARE",25,"SPRINGFIELD SD",11,315,24.8,67.6,7.0,0.6
125239452,"DELAWARE",25,"UPPER DARBY SD",5,880,0.6,41.5,57.0,0.9
125239452,"DELAWARE",25,"UPPER DARBY SD",8,914,1.2,38.1,52.6,8.1
125239452,"DELAWARE",25,"UPPER DARBY SD",11,822,12.4,61.2,24.5,1.9
125239603,"DELAWARE",25,"WALLINGFORD-SWARTHMORE SD",5,261,5.4,62.5,31.8,0.4
125239603,"DELAWARE",25,"WALLINGFORD-SWARTHMORE SD",8,277,25.6,59.9,11.9,2.5
125239603,"DELAWARE",25,"WALLINGFORD-SWARTHMORE SD",11,335,27.2,65.7,7.2,0.0
125239652,"DELAWARE",25,"WILLIAM PENN SD",5,396,0.0,24.7,73.2,2.0
125239652,"DELAWARE",25,"WILLIAM PENN SD",8,386,1.6,48.4,41.7,8.3
125239652,"DELAWARE",25,"WILLIAM PENN SD",11,256,17.6,54.7,25.0,2.7
109243503,"ELK",9,"JOHNSONBURG AREA SD",5,60,0.0,56.7,43.3,0.0
109243503,"ELK",9,"JOHNSONBURG AREA SD",8,60,0.0,60.0,36.7,3.3
109243503,"ELK",9,"JOHNSONBURG AREA SD",11,58,1.7,79.3,19.0,0.0
109246003,"ELK",9,"RIDGWAY AREA SD",5,74,0.0,28.4,70.3,1.4
109246003,"ELK",9,"RIDGWAY AREA SD",8,67,0.0,40.3,59.7,0.0
109246003,"ELK",9,"RIDGWAY AREA SD",11,92,8.7,77.2,13.0,1.1
109248003,"ELK",9,"SAINT MARYS AREA SD",5,174,1.1,32.8,65.5,0.6
109248003,"ELK",9,"SAINT MARYS AREA SD",8,178,5.6,64.0,28.1,2.2
109248003,"ELK",9,"SAINT MARYS AREA SD",11,217,3.7,71.9,22.6,1.8
105251453,"ERIE",5,"CORRY AREA SD",5,154,3.2,63.6,32.5,0.6
105251453,"ERIE",5,"CORRY AREA SD",8,220,3.2,59.5,33.6,3.6
105251453,"ERIE",5,"CORRY AREA SD",11,186,9.1,75.3,15.6,0.0
105252602,"ERIE",5,"ERIE CITY SD",5,876,1.4,40.2,56.4,2.1
105252602,"ERIE",5,"ERIE CITY SD",8,788,3.0,48.0,42.1,6.9
105252602,"ERIE",5,"ERIE CITY SD",11,693,13.1,72.7,13.7,0.4
105253303,"ERIE",5,"FAIRVIEW SD",5,137,5.1,77.4,17.5,0.0
105253303,"ERIE",5,"FAIRVIEW SD",8,155,8.4,82.6,9.0,0.0
105253303,"ERIE",5,"FAIRVIEW SD",11,115,13.9,79.1,6.1,0.9
105253553,"ERIE",5,"FORT LEBOEUF SD",5,177,1.7,52.0,45.2,1.1
105253553,"ERIE",5,"FORT LEBOEUF SD",8,173,1.2,59.0,36.4,3.5
105253553,"ERIE",5,"FORT LEBOEUF SD",11,159,5.7,84.9,8.8,0.6
105253903,"ERIE",5,"GENERAL MCLANE SD",5,169,0.0,29.0,70.4,0.6
105253903,"ERIE",5,"GENERAL MCLANE SD",8,196,8.7,67.3,22.4,1.5
105253903,"ERIE",5,"GENERAL MCLANE SD",11,208,28.8,64.9,5.8,0.5
105254053,"ERIE",5,"GIRARD SD",5,158,0.0,70.9,28.5,0.6
105254053,"ERIE",5,"GIRARD SD",8,157,1.3,59.9,36.9,1.9
105254053,"ERIE",5,"GIRARD SD",11,140,2.1,70.7,26.4,0.7
105254353,"ERIE",5,"HARBOR CREEK SD",5,141,5.7,69.5,24.1,0.7
105254353,"ERIE",5,"HARBOR CREEK SD",8,163,4.9,56.4,36.8,1.8
105254353,"ERIE",5,"HARBOR CREEK SD",11,190,8.9,78.9,12.1,0.0
105256553,"ERIE",5,"IROQUOIS SD",5,74,0.0,32.4,64.9,2.7
105256553,"ERIE",5,"IROQUOIS SD",8,106,3.8,46.2,44.3,5.7
105256553,"ERIE",5,"IROQUOIS SD",11,93,20.4,72.0,7.5,0.0
105257602,"ERIE",5,"MILLCREEK TOWNSHIP SD",5,536,2.8,61.2,35.4,0.6
105257602,"ERIE",5,"MILLCREEK TOWNSHIP SD",8,591,11.8,74.5,12.9,0.8
105257602,"ERIE",5,"MILLCREEK TOWNSHIP SD",11,595,15.8,78.8,5.2,0.2
105258303,"ERIE",5,"NORTH EAST SD",5,136,2.2,65.4,30.9,1.5
105258303,"ERIE",5,"NORTH EAST SD",8,148,4.1,53.4,39.2,3.4
105258303,"ERIE",5,"NORTH EAST SD",11,142,23.2,70.4,3.5,2.8
105258503,"ERIE",5,"NORTHWESTERN SD",5,132,0.8,40.2,59.1,0.0
105258503,"ERIE",5,"NORTHWESTERN SD",8,124,0.8,57.3,41.9,0.0
105258503,"ERIE",5,"NORTHWESTERN SD",11,143,9.1,83.2,7.0,0.7
105259103,"ERIE",5,"UNION CITY AREA SD",5,96,0.0,29.2,67.7,3.1
105259103,"ERIE",5,"UNION CITY AREA SD",8,97,8.2,63.9,24.7,3.1
105259103,"ERIE",5,"UNION CITY AREA SD",11,93,7.5,79.6,11.8,1.1
105259703,"ERIE",5,"WATTSBURG AREA SD",5,111,0.9,58.6,40.5,0.0
105259703,"ERIE",5,"WATTSBURG AREA SD",8,113,7.1,74.3,15.9,2.7
105259703,"ERIE",5,"WATTSBURG AREA SD",11,136,6.6,66.9,25.0,1.5
101260303,"FAYETTE",1,"ALBERT GALLATIN AREA SD",5,261,0.0,39.5,59.4,1.1
101260303,"FAYETTE",1,"ALBERT GALLATIN AREA SD",8,299,2.0,59.9,35.8,2.3
101260303,"FAYETTE",1,"ALBERT GALLATIN AREA SD",11,266,4.9,80.8,14.3,0.0
101260803,"FAYETTE",1,"BROWNSVILLE AREA SD",5,152,0.0,36.2,63.8,0.0
101260803,"FAYETTE",1,"BROWNSVILLE AREA SD",8,130,0.0,26.2,65.4,8.5
101260803,"FAYETTE",1,"BROWNSVILLE AREA SD",11,144,5.6,84.0,10.4,0.0
101261302,"FAYETTE",1,"CONNELLSVILLE AREA SD",5,390,0.3,42.1,56.9,0.8
101261302,"FAYETTE",1,"CONNELLSVILLE AREA SD",8,421,2.4,49.6,45.1,2.9
101261302,"FAYETTE",1,"CONNELLSVILLE AREA SD",11,382,8.4,82.5,8.4,0.8
101262903,"FAYETTE",1,"FRAZIER SD",5,95,2.1,86.3,11.6,0.0
101262903,"FAYETTE",1,"FRAZIER SD",8,104,3.8,71.2,24.0,1.0
101262903,"FAYETTE",1,"FRAZIER SD",11,86,22.1,69.8,8.1,0.0
101264003,"FAYETTE",1,"LAUREL HIGHLANDS SD",5,260,0.8,48.8,48.8,1.5
101264003,"FAYETTE",1,"LAUREL HIGHLANDS SD",8,287,3.5,53.0,38.7,4.9
101264003,"FAYETTE",1,"LAUREL HIGHLANDS SD",11,240,5.4,80.4,13.3,0.8
101268003,"FAYETTE",1,"UNIONTOWN AREA SD",5,250,0.8,44.0,54.0,1.2
101268003,"FAYETTE",1,"UNIONTOWN AREA SD",8,250,2.4,66.0,27.2,4.4
101268003,"FAYETTE",1,"UNIONTOWN AREA SD",11,233,12.9,75.5,11.6,0.0
106272003,"FOREST",6,"FOREST AREA SD",5,40,0.0,65.0,35.0,0.0
106272003,"FOREST",6,"FOREST AREA SD",8,53,0.0,43.4,56.6,0.0
106272003,"FOREST",6,"FOREST AREA SD",11,66,3.0,81.8,15.2,0.0
112281302,"FRANKLIN",12,"CHAMBERSBURG AREA SD",5,600,1.3,38.2,58.2,2.3
112281302,"FRANKLIN",12,"CHAMBERSBURG AREA SD",8,676,9.0,68.5,20.3,2.2
112281302,"FRANKLIN",12,"CHAMBERSBURG AREA SD",11,554,24.9,58.5,14.3,2.3
112282004,"FRANKLIN",12,"FANNETT-METAL SD",5,46,4.3,65.2,30.4,0.0
112282004,"FRANKLIN",12,"FANNETT-METAL SD",8,43,2.3,69.8,27.9,0.0
112282004,"FRANKLIN",12,"FANNETT-METAL SD",11,46,0.0,84.8,8.7,6.5
112283003,"FRANKLIN",12,"GREENCASTLE-ANTRIM SD",5,223,0.4,46.2,51.1,2.2
112283003,"FRANKLIN",12,"GREENCASTLE-ANTRIM SD",8,226,2.2,46.0,47.8,4.0
112283003,"FRANKLIN",12,"GREENCASTLE-ANTRIM SD",11,215,11.2,74.0,13.5,1.4
112286003,"FRANKLIN",12,"TUSCARORA SD",5,179,2.2,45.3,52.5,0.0
112286003,"FRANKLIN",12,"TUSCARORA SD",8,216,1.9,72.7,22.2,3.2
112286003,"FRANKLIN",12,"TUSCARORA SD",11,212,5.7,74.1,18.9,1.4
112289003,"FRANKLIN",12,"WAYNESBORO AREA SD",5,299,1.3,56.9,41.8,0.0
112289003,"FRANKLIN",12,"WAYNESBORO AREA SD",8,336,3.3,65.8,25.0,6.0
112289003,"FRANKLIN",12,"WAYNESBORO AREA SD",11,271,4.4,66.8,25.8,3.0
111291304,"FULTON",11,"CENTRAL FULTON SD",5,60,0.0,51.7,46.7,1.7
111291304,"FULTON",11,"CENTRAL FULTON SD",8,83,0.0,44.6,49.4,6.0
111291304,"FULTON",11,"CENTRAL FULTON SD",11,65,7.7,73.8,16.9,1.5
111292304,"FULTON",11,"FORBES ROAD SD",5,29,0.0,69.0,31.0,0.0
111292304,"FULTON",11,"FORBES ROAD SD",8,39,0.0,35.9,59.0,5.1
111292304,"FULTON",11,"FORBES ROAD SD",11,37,8.1,67.6,24.3,0.0
111297504,"FULTON",11,"SOUTHERN FULTON SD",5,78,1.3,60.3,38.5,0.0
111297504,"FULTON",11,"SOUTHERN FULTON SD",8,58,17.2,56.9,24.1,1.7
111297504,"FULTON",11,"SOUTHERN FULTON SD",11,75,5.3,74.7,16.0,4.0
101301303,"GREENE",1,"CARMICHAELS AREA SD",5,93,0.0,16.1,78.5,5.4
101301303,"GREENE",1,"CARMICHAELS AREA SD",8,87,0.0,54.0,40.2,5.7
101301303,"GREENE",1,"CARMICHAELS AREA SD",11,87,4.6,73.6,20.7,1.1
101301403,"GREENE",1,"CENTRAL GREENE SD",5,160,0.0,30.0,66.9,3.1
101301403,"GREENE",1,"CENTRAL GREENE SD",8,201,2.0,43.3,50.7,4.0
101301403,"GREENE",1,"CENTRAL GREENE SD",11,173,7.5,73.4,17.9,1.2
101303503,"GREENE",1,"JEFFERSON-MORGAN SD",5,72,0.0,50.0,48.6,1.4
101303503,"GREENE",1,"JEFFERSON-MORGAN SD",8,77,1.3,42.9,54.5,1.3
101303503,"GREENE",1,"JEFFERSON-MORGAN SD",11,91,8.8,68.1,19.8,3.3
101306503,"GREENE",1,"SOUTHEASTERN GREENE SD",5,44,0.0,36.4,63.6,0.0
101306503,"GREENE",1,"SOUTHEASTERN GREENE SD",8,61,1.6,34.4,57.4,6.6
101306503,"GREENE",1,"SOUTHEASTERN GREENE SD",11,42,14.3,66.7,16.7,2.4
101308503,"GREENE",1,"WEST GREENE SD",5,64,0.0,46.9,51.6,1.6
101308503,"GREENE",1,"WEST GREENE SD",8,65,1.5,35.4,46.2,16.9
101308503,"GREENE",1,"WEST GREENE SD",11,52,0.0,80.8,17.3,1.9
111312503,"HUNTINGDON",11,"HUNTINGDON AREA SD",5,165,0.6,64.8,34.5,0.0
111312503,"HUNTINGDON",11,"HUNTINGDON AREA SD",8,178,4.5,75.8,17.4,2.2
111312503,"HUNTINGDON",11,"HUNTINGDON AREA SD",11,189,6.9,82.0,10.1,1.1
111312804,"HUNTINGDON",11,"JUNIATA VALLEY SD",5,64,0.0,53.1,45.3,1.6
111312804,"HUNTINGDON",11,"JUNIATA VALLEY SD",8,61,8.2,68.9,21.3,1.6
111312804,"HUNTINGDON",11,"JUNIATA VALLEY SD",11,53,13.2,79.2,7.5,0.0
111316003,"HUNTINGDON",11,"MOUNT UNION AREA SD",5,111,0.9,33.3,65.8,0.0
111316003,"HUNTINGDON",11,"MOUNT UNION AREA SD",8,120,0.8,66.7,30.0,2.5
111316003,"HUNTINGDON",11,"MOUNT UNION AREA SD",11,105,0.0,63.8,31.4,4.8
111317503,"HUNTINGDON",11,"SOUTHERN HUNTINGDON COUNTY SD",5,112,0.0,33.9,66.1,0.0
111317503,"HUNTINGDON",11,"SOUTHERN HUNTINGDON COUNTY SD",8,110,3.6,66.4,28.2,1.8
111317503,"HUNTINGDON",11,"SOUTHERN HUNTINGDON COUNTY SD",11,90,5.6,63.3,26.7,4.4
128321103,"INDIANA",28,"BLAIRSVILLE-SALTSBURG SD",5,164,0.6,61.6,37.2,0.6
128321103,"INDIANA",28,"BLAIRSVILLE-SALTSBURG SD",8,190,3.2,68.4,25.3,3.2
128321103,"INDIANA",28,"BLAIRSVILLE-SALTSBURG SD",11,166,15.7,73.5,9.6,1.2
128323303,"INDIANA",28,"HOMER-CENTER SD",5,55,0.0,70.9,29.1,0.0
128323303,"INDIANA",28,"HOMER-CENTER SD",8,75,6.7,66.7,26.7,0.0
128323303,"INDIANA",28,"HOMER-CENTER SD",11,76,9.2,81.6,6.6,2.6
128323703,"INDIANA",28,"INDIANA AREA SD",5,207,2.4,59.4,36.7,1.4
128323703,"INDIANA",28,"INDIANA AREA SD",8,293,9.9,56.7,31.7,1.7
128323703,"INDIANA",28,"INDIANA AREA SD",11,264,22.3,65.9,11.0,0.8
128325203,"INDIANA",28,"MARION CENTER AREA SD",5,98,4.1,40.8,53.1,2.0
128325203,"INDIANA",28,"MARION CENTER AREA SD",8,134,6.0,73.9,18.7,1.5
128325203,"INDIANA",28,"MARION CENTER AREA SD",11,129,15.5,79.8,4.7,0.0
128326303,"INDIANA",28,"PENNS MANOR AREA SD",5,63,0.0,52.4,41.3,6.3
128326303,"INDIANA",28,"PENNS MANOR AREA SD",8,78,11.5,43.6,42.3,2.6
128326303,"INDIANA",28,"PENNS MANOR AREA SD",11,73,2.7,80.8,16.4,0.0
128327303,"INDIANA",28,"PURCHASE LINE SD",5,96,2.1,59.4,35.4,3.1
128327303,"INDIANA",28,"PURCHASE LINE SD",8,93,3.2,63.4,32.3,1.1
128327303,"INDIANA",28,"PURCHASE LINE SD",11,99,28.3,63.6,7.1,1.0
128328003,"INDIANA",28,"UNITED SD",5,79,3.8,72.2,24.1,0.0
128328003,"INDIANA",28,"UNITED SD",8,99,12.1,65.7,19.2,3.0
128328003,"INDIANA",28,"UNITED SD",11,101,13.9,75.2,9.9,1.0
106330703,"JEFFERSON",6,"BROCKWAY AREA SD",5,82,0.0,73.2,25.6,1.2
106330703,"JEFFERSON",6,"BROCKWAY AREA SD",8,88,2.3,76.1,19.3,2.3
106330703,"JEFFERSON",6,"BROCKWAY AREA SD",11,85,11.8,78.8,7.1,2.4
106330803,"JEFFERSON",6,"BROOKVILLE AREA SD",5,127,1.6,34.6,61.4,2.4
106330803,"JEFFERSON",6,"BROOKVILLE AREA SD",8,145,4.8,55.2,35.9,4.1
106330803,"JEFFERSON",6,"BROOKVILLE AREA SD",11,141,9.9,76.6,10.6,2.8
106338003,"JEFFERSON",6,"PUNXSUTAWNEY AREA SD",5,195,0.5,45.6,53.8,0.0
106338003,"JEFFERSON",6,"PUNXSUTAWNEY AREA SD",8,222,0.9,29.7,59.5,9.9
106338003,"JEFFERSON",6,"PUNXSUTAWNEY AREA SD",11,220,8.6,86.4,5.0,0.0
111343603,"JUNIATA",11,"JUNIATA COUNTY SD",5,231,0.9,41.6,56.3,1.3
111343603,"JUNIATA",11,"JUNIATA COUNTY SD",8,250,3.6,54.0,37.6,4.8
111343603,"JUNIATA",11,"JUNIATA COUNTY SD",11,210,10.0,73.8,15.7,0.5
119350303,"LACKAWANNA",19,"ABINGTON HEIGHTS SD",5,273,6.2,70.7,22.3,0.7
119350303,"LACKAWANNA",19,"ABINGTON HEIGHTS SD",8,271,19.9,72.7,7.4,0.0
119350303,"LACKAWANNA",19,"ABINGTON HEIGHTS SD",11,334,24.9,69.8,4.5,0.9
119351303,"LACKAWANNA",19,"CARBONDALE AREA SD",5,88,1.1,40.9,56.8,1.1
119351303,"LACKAWANNA",19,"CARBONDALE AREA SD",8,117,6.0,55.6,30.8,7.7
119351303,"LACKAWANNA",19,"CARBONDALE AREA SD",11,137,2.9,79.6,16.8,0.7
119352203,"LACKAWANNA",19,"DUNMORE SD",5,102,1.0,63.7,35.3,0.0
119352203,"LACKAWANNA",19,"DUNMORE SD",8,123,13.8,81.3,4.9,0.0
119352203,"LACKAWANNA",19,"DUNMORE SD",11,148,13.5,79.7,6.1,0.7
119354603,"LACKAWANNA",19,"LAKELAND SD",5,103,1.0,65.0,34.0,0.0
119354603,"LACKAWANNA",19,"LAKELAND SD",8,121,32.2,62.8,4.1,0.8
119354603,"LACKAWANNA",19,"LAKELAND SD",11,125,28.8,68.0,3.2,0.0
119355503,"LACKAWANNA",19,"MID VALLEY SD",5,118,0.0,34.7,65.3,0.0
119355503,"LACKAWANNA",19,"MID VALLEY SD",8,133,1.5,67.7,30.1,0.8
119355503,"LACKAWANNA",19,"MID VALLEY SD",11,121,12.4,81.0,6.6,0.0
119356503,"LACKAWANNA",19,"NORTH POCONO SD",5,243,0.4,57.2,42.4,0.0
119356503,"LACKAWANNA",19,"NORTH POCONO SD",8,242,5.8,76.0,16.5,1.7
119356503,"LACKAWANNA",19,"NORTH POCONO SD",11,253,19.4,77.1,3.6,0.0
119356603,"LACKAWANNA",19,"OLD FORGE SD",5,59,1.7,57.6,40.7,0.0
119356603,"LACKAWANNA",19,"OLD FORGE SD",8,55,1.8,78.2,14.5,5.5
119356603,"LACKAWANNA",19,"OLD FORGE SD",11,75,10.7,81.3,8.0,0.0
119357003,"LACKAWANNA",19,"RIVERSIDE  SD",5,94,4.3,79.8,16.0,0.0
119357003,"LACKAWANNA",19,"RIVERSIDE  SD",8,112,1.8,64.3,25.9,8.0
119357003,"LACKAWANNA",19,"RIVERSIDE  SD",11,119,21.0,75.6,2.5,0.8
119357402,"LACKAWANNA",19,"SCRANTON SD",5,654,0.6,42.8,56.0,0.6
119357402,"LACKAWANNA",19,"SCRANTON SD",8,659,4.9,71.2,21.7,2.3
119357402,"LACKAWANNA",19,"SCRANTON SD",11,619,17.3,76.4,5.7,0.6
119358403,"LACKAWANNA",19,"VALLEY VIEW SD",5,198,1.0,51.5,46.5,1.0
119358403,"LACKAWANNA",19,"VALLEY VIEW SD",8,203,3.9,63.5,31.0,1.5
119358403,"LACKAWANNA",19,"VALLEY VIEW SD",11,200,12.5,79.0,8.5,0.0
113361303,"LANCASTER",13,"COCALICO SD",5,252,3.6,47.6,47.6,1.2
113361303,"LANCASTER",13,"COCALICO SD",8,264,4.2,79.2,15.9,0.8
113361303,"LANCASTER",13,"COCALICO SD",11,291,17.2,74.9,6.9,1.0
113361503,"LANCASTER",13,"COLUMBIA BOROUGH SD",5,92,0.0,50.0,48.9,1.1
113361503,"LANCASTER",13,"COLUMBIA BOROUGH SD",8,106,0.0,47.2,49.1,3.8
