"The 2006 District PSSA Writing Scores: % Students at Each Performance Level (Full Academic Year)",,,,,,,,,
"Performance level totals may not add up to 100 due to rounding.",,,,,,,,,
,,,,,,,,,
"AUN","County","IU","District Name","Grade","Number of students","%Advanced Writing","%Proficient Writing","%Basic Writing","%Below Basic Writing"
107652603,"WESTMORELAND",7,"FRANKLIN REGIONAL SD",8,298,8.7,73.8,16.8,0.7
107652603,"WESTMORELAND",7,"FRANKLIN REGIONAL SD",11,312,34.6,61.5,3.5,0.3
107653102,"WESTMORELAND",7,"GREATER LATROBE SD",5,293,4.4,68.3,27.3,0.0
107653102,"WESTMORELAND",7,"GREATER LATROBE SD",8,388,11.3,75.5,12.9,0.3
107653102,"WESTMORELAND",7,"GREATER LATROBE SD",11,341,15.8,81.5,2.6,0.0
107653203,"WESTMORELAND",7,"GREENSBURG SALEM SD",5,204,0.5,44.6,54.4,0.5
107653203,"WESTMORELAND",7,"GREENSBURG SALEM SD",8,290,8.6,82.1,9.0,0.3
107653203,"WESTMORELAND",7,"GREENSBURG SALEM SD",11,259,19.3,70.3,10.0,0.4
107653802,"WESTMORELAND",7,"HEMPFIELD AREA SD",5,535,2.6,66.5,30.5,0.4
107653802,"WESTMORELAND",7,"HEMPFIELD AREA SD",8,489,8.0,74.6,16.6,0.8
107653802,"WESTMORELAND",7,"HEMPFIELD AREA SD",11,482,16.2,74.5,8.9,0.4
107654103,"WESTMORELAND",7,"JEANNETTE CITY SD",5,105,0.0,43.8,55.2,1.0
107654103,"WESTMORELAND",7,"JEANNETTE CITY SD",8,108,3.7,70.4,25.0,0.9
107654103,"WESTMORELAND",7,"JEANNETTE CITY SD",11,101,29.7,68.3,2.0,0.0
107654403,"WESTMORELAND",7,"KISKI AREA SD",5,333,1.2,81.1,17.7,0.0
107654403,"WESTMORELAND",7,"KISKI AREA SD",8,358,6.1,78.2,13.7,2.0
107654403,"WESTMORELAND",7,"KISKI AREA SD",11,329,25.5,69.3,5.2,0.0
107654903,"WESTMORELAND",7,"LIGONIER VALLEY SD",5,143,2.1,58.7,39.2,0.0
107654903,"WESTMORELAND",7,"LIGONIER VALLEY SD",8,172,9.3,57.0,33.1,0.6
107654903,"WESTMORELAND",7,"LIGONIER VALLEY SD",11,176,4.0,79.0,15.9,1.1
107655803,"WESTMORELAND",7,"MONESSEN CITY SD",5,67,0.0,67.2,32.8,0.0
107655803,"WESTMORELAND",7,"MONESSEN CITY SD",8,74,4.1,64.9,21.6,9.5
107655803,"WESTMORELAND",7,"MONESSEN CITY SD",11,79,7.6,81.0,11.4,0.0
107655903,"WESTMORELAND",7,"MOUNT PLEASANT AREA SD",5,185,1.6,73.5,24.9,0.0
107655903,"WESTMORELAND",7,"MOUNT PLEASANT AREA SD",8,204,12.3,67.2,17.6,2.9
107655903,"WESTMORELAND",7,"MOUNT PLEASANT AREA SD",11,192,40.6,54.7,4.7,0.0
107656303,"WESTMORELAND",7,"NEW KENSINGTON-ARNOLD SD",5,177,0.6,44.6,54.2,0.6
107656303,"WESTMORELAND",7,"NEW KENSINGTON-ARNOLD SD",8,191,2.1,47.1,47.6,3.1
107656303,"WESTMORELAND",7,"NEW KENSINGTON-ARNOLD SD",11,156,25.0,68.6,5.8,0.6
107656502,"WESTMORELAND",7,"NORWIN SD",5,371,0.5,58.5,40.4,0.5
107656502,"WESTMORELAND",7,"NORWIN SD",8,426,10.3,85.4,4.0,0.2
107656502,"WESTMORELAND",7,"NORWIN SD",11,400,14.8,75.3,9.8,0.3
107657103,"WESTMORELAND",7,"PENN-TRAFFORD SD",5,359,2.5,71.3,25.6,0.6
107657103,"WESTMORELAND",7,"PENN-TRAFFORD SD",8,367,5.2,51.0,42.8,1.1
107657103,"WESTMORELAND",7,"PENN-TRAFFORD SD",11,377,24.1,72.1,3.7,0.0
107657503,"WESTMORELAND",7,"SOUTHMORELAND SD",5,154,1.3,58.4,40.3,0.0
107657503,"WESTMORELAND",7,"SOUTHMORELAND SD",8,200,6.0,72.0,21.0,1.0
107657503,"WESTMORELAND",7,"SOUTHMORELAND SD",11,169,17.8,68.6,13.0,0.6
107658903,"WESTMORELAND",7,"YOUGH SD",5,181,0.6,54.1,44.8,0.6
107658903,"WESTMORELAND",7,"YOUGH SD",8,207,8.2,81.2,10.1,0.5
107658903,"WESTMORELAND",7,"YOUGH SD",11,195,12.8,82.1,4.6,0.5
119665003,"WYOMING",19,"LACKAWANNA TRAIL SD",5,102,0.0,57.8,42.2,0.0
119665003,"WYOMING",19,"LACKAWANNA TRAIL SD",8,102,3.9,69.6,25.5,1.0
119665003,"WYOMING",19,"LACKAWANNA TRAIL SD",11,109,7.3,81.7,11.0,0.0
118667503,"WYOMING",18,"TUNKHANNOCK AREA SD",5,217,1.4,65.9,31.8,0.9
118667503,"WYOMING",18,"TUNKHANNOCK AREA SD",8,277,9.7,75.5,13.7,1.1
118667503,"WYOMING",18,"TUNKHANNOCK AREA SD",11,210,7.1,77.1,14.8,1.0
112671303,"YORK",12,"CENTRAL YORK SD",5,388,2.1,60.8,36.9,0.3
112671303,"YORK",12,"CENTRAL YORK SD",8,394,5.8,70.1,21.8,2.3
112671303,"YORK",12,"CENTRAL YORK SD",11,359,14.8,73.5,10.3,1.4
112671603,"YORK",12,"DALLASTOWN AREA SD",5,451,2.4,61.0,35.9,0.7
112671603,"YORK",12,"DALLASTOWN AREA SD",8,509,5.5,68.6,23.4,2.6
112671603,"YORK",12,"DALLASTOWN AREA SD",11,427,11.0,77.0,11.5,0.5
112671803,"YORK",12,"DOVER AREA SD",5,271,0.7,59.4,39.5,0.4
112671803,"YORK",12,"DOVER AREA SD",8,295,4.1,65.8,27.5,2.7
112671803,"YORK",12,"DOVER AREA SD",11,230,17.4,73.9,7.4,1.3
112672203,"YORK",12,"EASTERN YORK SD",5,193,0.0,38.3,60.1,1.6
112672203,"YORK",12,"EASTERN YORK SD",8,229,0.4,41.0,55.9,2.6
112672203,"YORK",12,"EASTERN YORK SD",11,174,6.3,79.9,13.2,0.6
112672803,"YORK",12,"HANOVER PUBLIC SD",5,115,3.5,55.7,37.4,3.5
112672803,"YORK",12,"HANOVER PUBLIC SD",8,135,3.0,66.7,29.6,0.7
112672803,"YORK",12,"HANOVER PUBLIC SD",11,94,10.6,60.6,24.5,4.3
112674403,"YORK",12,"NORTHEASTERN YORK SD",5,244,0.8,46.3,52.9,0.0
112674403,"YORK",12,"NORTHEASTERN YORK SD",8,276,1.8,63.0,31.9,3.3
112674403,"YORK",12,"NORTHEASTERN YORK SD",11,194,12.4,72.7,12.9,2.1
115674603,"YORK",15,"NORTHERN YORK CO SD",5,237,2.1,56.1,41.4,0.4
115674603,"YORK",15,"NORTHERN YORK CO SD",8,249,4.4,49.4,44.2,2.0
115674603,"YORK",15,"NORTHERN YORK CO SD",11,241,5.0,74.7,19.1,1.2
112675503,"YORK",12,"RED LION AREA SD",5,429,0.0,45.5,54.3,0.2
112675503,"YORK",12,"RED LION AREA SD",8,482,4.1,59.1,33.6,3.1
112675503,"YORK",12,"RED LION AREA SD",11,396,13.6,77.8,8.1,0.5
112676203,"YORK",12,"SOUTH EASTERN SD",5,270,0.4,34.8,63.3,1.5
112676203,"YORK",12,"SOUTH EASTERN SD",8,293,4.1,80.9,14.3,0.7
112676203,"YORK",12,"SOUTH EASTERN SD",11,230,10.9,78.3,10.4,0.4
112676403,"YORK",12,"SOUTH WESTERN SD",5,292,1.7,65.8,31.5,1.0
112676403,"YORK",12,"SOUTH WESTERN SD",8,355,2.5,77.5,17.5,2.5
112676403,"YORK",12,"SOUTH WESTERN SD",11,286,12.9,79.7,7.0,0.3
112676503,"YORK",12,"SOUTHERN YORK CO SD",5,223,0.9,52.5,46.6,0.0
112676503,"YORK",12,"SOUTHERN YORK CO SD",8,294,9.9,71.4,17.7,1.0
112676503,"YORK",12,"SOUTHERN YORK CO SD",11,261,29.5,62.8,7.3,0.4
112676703,"YORK",12,"SPRING GROVE AREA SD",5,294,1.7,53.7,43.9,0.7
112676703,"YORK",12,"SPRING GROVE AREA SD",8,334,1.2,56.9,40.4,1.5
112676703,"YORK",12,"SPRING GROVE AREA SD",11,291,12.0,71.1,15.5,1.4
115219002,"YORK",15,"WEST SHORE SD",5,567,2.8,69.7,26.5,1.1
115219002,"YORK",15,"WEST SHORE SD",8,681,3.5,63.1,30.8,2.5
115219002,"YORK",15,"WEST SHORE SD",11,538,17.8,70.1,11.2,0.9
112678503,"YORK",12,"WEST YORK AREA SD",5,273,4.8,57.1,37.7,0.4
112678503,"YORK",12,"WEST YORK AREA SD",8,241,3.7,63.1,30.3,2.9
112678503,"YORK",12,"WEST YORK AREA SD",11,201,10.0,73.1,15.4,1.5
112679002,"YORK",12,"YORK CITY SD",5,402,0.2,22.9,74.9,2.0
112679002,"YORK",12,"YORK CITY SD",8,506,0.2,26.3,60.9,12.6
112679002,"YORK",12,"YORK CITY SD",11,255,2.0,47.8,42.7,7.5
112679403,"YORK",12,"YORK SUBURBAN SD",5,195,5.1,64.1,29.7,1.0
112679403,"YORK",12,"YORK SUBURBAN SD",8,226,5.3,57.5,35.0,2.2
112679403,"YORK",12,"YORK SUBURBAN SD",11,199,30.7,60.8,8.5,0.0
