,The 2012 PSSA Mathematics and Reading - District Proficiency Results by Grade Level*,,,,,,,,,,,,,,
,*Full Academic Year Students; No PASA/PSSA-M Scores. Data for groups with 10 or fewer students were replaced by blanks. Percentages were rounded to the nearest one-tenth. Proficiency percentages may not add up to 100 due to rounding.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AUN,County,IU Number,District,Grade,Group,Number Scored Math,% Advanced Math,% Proficient Math,% Basic Math,% Below Basic Math,Number Scored Reading,% Advanced Reading,% Proficient Reading,% Basic Reading,% Below Basic Reading
103024603,Allegheny,3,HAMPTON TOWNSHIP SD,3,All Students,228,77.6,18.9,2.6,0.9,228,60.1,35.1,1.8,3.1
103024603,Allegheny,3,HAMPTON TOWNSHIP SD,4,All Students,206,78.2,17.5,2.4,1.9,202,57.4,36.6,4.5,1.5
103024603,Allegheny,3,HAMPTON TOWNSHIP SD,5,All Students,224,73.7,17.9,5.4,3.1,220,59.5,30.0,8.6,1.8
103024603,Allegheny,3,HAMPTON TOWNSHIP SD,6,All Students,245,66.5,24.5,6.1,2.9,246,61.8,29.7,6.9,1.6
103024603,Allegheny,3,HAMPTON TOWNSHIP SD,7,All Students,243,78.6,13.2,5.8,2.5,243,70.0,21.4,6.6,2.1
103024603,Allegheny,3,HAMPTON TOWNSHIP SD,8,All Students,234,71.4,20.9,4.7,3.0,232,84.9,12.1,2.2,0.9
103024603,Allegheny,3,HAMPTON TOWNSHIP SD,11,All Students,272,52.2,32.0,10.7,5.1,274,66.4,26.3,6.9,0.4
103024753,Allegheny,3,HIGHLANDS SD,3,All Students,201,48.3,35.8,10.0,6.0,201,28.4,54.2,4.5,12.9
103024753,Allegheny,3,HIGHLANDS SD,4,All Students,175,52.6,28.0,8.0,11.4,174,27.0,44.8,16.1,12.1
103024753,Allegheny,3,HIGHLANDS SD,5,All Students,184,37.5,36.4,19.0,7.1,182,19.2,39.6,26.9,14.3
103024753,Allegheny,3,HIGHLANDS SD,6,All Students,169,49.1,32.5,13.0,5.3,167,31.7,44.9,17.4,6.0
103024753,Allegheny,3,HIGHLANDS SD,7,All Students,174,56.9,25.3,8.0,9.8,173,26.6,43.4,20.2,9.8
103024753,Allegheny,3,HIGHLANDS SD,8,All Students,191,49.2,26.2,12.6,12.0,192,42.2,33.9,13.5,10.4
103024753,Allegheny,3,HIGHLANDS SD,11,All Students,161,23.6,29.2,21.7,25.5,161,28.6,32.9,26.1,12.4
103025002,Allegheny,3,KEYSTONE OAKS SD,3,All Students,128,64.1,29.7,6.3,0.0,128,39.1,50.8,7.8,2.3
103025002,Allegheny,3,KEYSTONE OAKS SD,4,All Students,136,74.3,22.8,1.5,1.5,135,43.0,45.2,7.4,4.4
103025002,Allegheny,3,KEYSTONE OAKS SD,5,All Students,137,66.4,22.6,8.8,2.2,137,49.6,32.8,10.2,7.3
103025002,Allegheny,3,KEYSTONE OAKS SD,6,All Students,148,58.1,27.0,8.1,6.8,145,48.3,33.1,14.5,4.1
103025002,Allegheny,3,KEYSTONE OAKS SD,7,All Students,144,63.9,27.1,4.9,4.2,145,34.5,49.7,8.3,7.6
103025002,Allegheny,3,KEYSTONE OAKS SD,8,All Students,164,53.0,28.7,10.4,7.9,159,59.7,24.5,9.4,6.3
103025002,Allegheny,3,KEYSTONE OAKS SD,11,All Students,180,32.8,34.4,21.7,11.1,178,33.7,39.3,13.5,13.5
103026002,Allegheny,3,MCKEESPORT AREA SD,3,All Students,251,23.1,43.0,25.1,8.8,251,19.1,40.2,15.9,24.7
103026002,Allegheny,3,MCKEESPORT AREA SD,4,All Students,226,32.3,37.2,14.6,15.9,226,13.3,35.8,24.8,26.1
103026002,Allegheny,3,MCKEESPORT AREA SD,5,All Students,242,22.7,26.0,21.5,29.8,242,9.1,25.6,22.7,42.6
103026002,Allegheny,3,MCKEESPORT AREA SD,6,All Students,268,34.3,24.3,23.5,17.9,268,21.6,23.9,24.3,30.2
103026002,Allegheny,3,MCKEESPORT AREA SD,7,All Students,269,33.8,27.9,14.9,23.4,269,17.5,29.7,22.3,30.5
103026002,Allegheny,3,MCKEESPORT AREA SD,8,All Students,270,23.3,32.6,23.0,21.1,270,32.2,32.2,21.5,14.1
103026002,Allegheny,3,MCKEESPORT AREA SD,11,All Students,234,10.3,24.4,23.5,41.9,234,22.6,41.0,18.4,17.9
103026303,Allegheny,3,MONTOUR SD,3,All Students,183,55.2,38.3,6.0,0.5,183,27.9,59.6,7.7,4.9
103026303,Allegheny,3,MONTOUR SD,4,All Students,220,61.4,25.5,7.7,5.5,218,38.1,43.6,10.6,7.8
103026303,Allegheny,3,MONTOUR SD,5,All Students,191,68.6,20.9,8.9,1.6,188,28.7,47.9,16.0,7.4
103026303,Allegheny,3,MONTOUR SD,6,All Students,236,77.1,19.9,2.1,0.8,236,46.6,39.0,10.6,3.8
103026303,Allegheny,3,MONTOUR SD,7,All Students,215,78.6,17.7,2.8,0.9,211,52.6,39.8,5.7,1.9
103026303,Allegheny,3,MONTOUR SD,8,All Students,196,77.6,17.3,2.6,2.6,197,70.6,19.8,7.6,2.0
103026303,Allegheny,3,MONTOUR SD,11,All Students,244,38.9,38.5,9.4,13.1,248,40.7,39.1,12.5,7.7
103026343,Allegheny,3,MOON AREA SD,3,All Students,269,56.9,37.2,4.8,1.1,269,37.9,48.0,7.4,6.7
103026343,Allegheny,3,MOON AREA SD,4,All Students,259,75.3,21.2,1.5,1.9,255,47.8,40.0,10.6,1.6
103026343,Allegheny,3,MOON AREA SD,5,All Students,281,52.3,30.6,13.2,3.9,278,35.3,41.7,17.3,5.8
103026343,Allegheny,3,MOON AREA SD,6,All Students,286,51.7,29.0,15.0,4.2,283,49.8,31.1,14.1,4.9
103026343,Allegheny,3,MOON AREA SD,7,All Students,289,66.8,22.8,6.6,3.8,295,50.2,38.0,9.2,2.7
103026343,Allegheny,3,MOON AREA SD,8,All Students,302,66.9,23.2,7.9,2.0,309,76.1,16.2,6.1,1.6
103026343,Allegheny,3,MOON AREA SD,11,All Students,284,48.9,27.1,10.9,13.0,286,46.2,34.3,12.9,6.6
103026402,Allegheny,3,MT LEBANON SD,3,All Students,351,63.8,31.3,3.4,1.4,351,47.0,46.4,4.0,2.6
103026402,Allegheny,3,MT LEBANON SD,4,All Students,381,80.8,17.1,1.6,0.5,377,65.5,29.4,4.0,1.1
103026402,Allegheny,3,MT LEBANON SD,5,All Students,394,70.6,21.6,6.9,1.0,389,58.4,31.1,9.8,0.8
103026402,Allegheny,3,MT LEBANON SD,6,All Students,380,75.5,17.9,3.7,2.9,381,60.9,27.8,9.7,1.6
