"AUN","County","IU","District Name","Grade","% Advanced/Proficient Math","% Advanced/Proficient Reading","Number Scored Math","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","Number Scored Reading","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
116191004,"COLUMBIA",16,"BENTON AREA SD",11,53.7,61.1,54,16.7,37.0,18.5,27.8,54,18.5,42.6,20.4,18.5
116191103,"COLUMBIA",16,"BERWICK AREA SD",3,89.0,75.0,235,50.0,39.0,9.0,2.0,235,33.0,42.0,13.0,12.0
116191103,"COLUMBIA",16,"BERWICK AREA SD",5,82.2,64.1,265,46.4,35.8,13.6,4.2,265,23.0,41.1,24.2,11.7
116191103,"COLUMBIA",16,"BERWICK AREA SD",8,69.1,57.9,288,38.9,30.2,12.5,18.4,287,22.0,35.9,20.6,21.6
116191103,"COLUMBIA",16,"BERWICK AREA SD",11,50.3,70.2,229,21.0,29.3,22.7,27.1,228,34.2,36.0,12.3,17.5
116191203,"COLUMBIA",16,"BLOOMSBURG AREA SD",3,90.0,77.0,146,62.0,28.0,10.0,1.0,146,38.0,39.0,11.0,12.0
116191203,"COLUMBIA",16,"BLOOMSBURG AREA SD",5,74.4,68.2,113,36.3,38.1,13.3,12.4,113,19.5,48.7,16.8,15.0
116191203,"COLUMBIA",16,"BLOOMSBURG AREA SD",8,72.4,68.8,141,34.8,37.6,8.5,19.1,141,44.7,24.1,14.2,17.0
116191203,"COLUMBIA",16,"BLOOMSBURG AREA SD",11,48.0,69.3,100,28.0,20.0,14.0,38.0,101,31.7,37.6,11.9,18.8
116191503,"COLUMBIA",16,"CENTRAL COLUMBIA SD",3,88.0,80.0,149,56.0,32.0,11.0,1.0,149,38.0,42.0,9.0,11.0
116191503,"COLUMBIA",16,"CENTRAL COLUMBIA SD",5,77.1,70.5,166,34.9,42.2,15.1,7.8,166,19.3,51.2,15.7,13.9
116191503,"COLUMBIA",16,"CENTRAL COLUMBIA SD",8,57.4,63.8,204,30.4,27.0,22.5,20.1,204,31.4,32.4,19.6,16.7
116191503,"COLUMBIA",16,"CENTRAL COLUMBIA SD",11,70.0,83.7,153,45.8,24.2,16.3,13.7,153,53.6,30.1,6.5,9.8
116195004,"COLUMBIA",16,"MILLVILLE AREA SD",3,76.0,77.0,55,47.0,29.0,13.0,11.0,55,42.0,35.0,4.0,20.0
116195004,"COLUMBIA",16,"MILLVILLE AREA SD",5,73.6,69.5,72,34.7,38.9,12.5,13.9,72,16.7,52.8,15.3,15.3
116195004,"COLUMBIA",16,"MILLVILLE AREA SD",8,62.8,68.6,51,31.4,31.4,23.5,13.7,51,35.3,33.3,9.8,21.6
116195004,"COLUMBIA",16,"MILLVILLE AREA SD",11,59.6,66.6,57,22.8,36.8,15.8,24.6,57,36.8,29.8,12.3,21.1
116197503,"COLUMBIA",16,"SOUTHERN COLUMBIA AREA",3,86.0,73.0,104,49.0,37.0,8.0,7.0,103,30.0,43.0,12.0,16.0
116197503,"COLUMBIA",16,"SOUTHERN COLUMBIA AREA",5,67.0,65.0,100,29.0,38.0,23.0,10.0,100,29.0,36.0,22.0,13.0
116197503,"COLUMBIA",16,"SOUTHERN COLUMBIA AREA",8,68.9,67.0,103,45.6,23.3,21.4,9.7,103,31.1,35.9,22.3,10.7
116197503,"COLUMBIA",16,"SOUTHERN COLUMBIA AREA",11,56.4,78.9,133,27.1,29.3,23.3,20.3,133,45.1,33.8,10.5,10.5
105201033,"CRAWFORD",5,"CONNEAUT SD",3,79.0,73.0,173,43.0,36.0,14.0,6.0,174,36.0,37.0,17.0,10.0
105201033,"CRAWFORD",5,"CONNEAUT SD",5,55.8,65.0,206,22.3,33.5,26.7,17.5,206,15.0,50.0,18.9,16.0
105201033,"CRAWFORD",5,"CONNEAUT SD",8,65.4,54.2,234,37.2,28.2,20.5,14.1,234,17.9,36.3,22.2,23.5
105201033,"CRAWFORD",5,"CONNEAUT SD",11,54.3,67.4,219,23.7,30.6,17.4,28.3,218,30.7,36.7,13.8,18.8
105201352,"CRAWFORD",5,"CRAWFORD CENTRAL SD",3,78.0,69.0,296,40.0,38.0,14.0,9.0,296,30.0,39.0,17.0,15.0
105201352,"CRAWFORD",5,"CRAWFORD CENTRAL SD",5,65.2,64.6,293,31.1,34.1,25.6,9.2,294,21.1,43.5,17.7,17.7
105201352,"CRAWFORD",5,"CRAWFORD CENTRAL SD",8,60.9,64.1,322,32.6,28.3,18.0,21.1,323,31.0,33.1,14.9,21.1
105201352,"CRAWFORD",5,"CRAWFORD CENTRAL SD",11,48.1,75.4,316,28.5,19.6,20.6,31.3,317,41.6,33.8,9.5,15.1
105204703,"CRAWFORD",5,"PENNCREST SD",3,85.0,73.0,250,48.0,37.0,10.0,5.0,250,27.0,46.0,12.0,14.0
105204703,"CRAWFORD",5,"PENNCREST SD",5,75.4,71.8,272,43.4,32.0,18.4,6.3,273,23.8,48.0,12.8,15.4
105204703,"CRAWFORD",5,"PENNCREST SD",8,68.7,73.2,362,41.4,27.3,18.8,12.4,362,37.3,35.9,14.1,12.7
105204703,"CRAWFORD",5,"PENNCREST SD",11,63.0,73.8,305,36.4,26.6,15.7,21.3,305,38.4,35.4,13.8,12.5
115210503,"CUMBERLAND",15,"BIG SPRING SD",3,91.0,74.0,232,53.0,38.0,9.0,1.0,232,34.0,40.0,15.0,11.0
115210503,"CUMBERLAND",15,"BIG SPRING SD",5,70.7,57.3,225,38.7,32.0,18.7,10.7,225,17.3,40.0,19.6,23.1
115210503,"CUMBERLAND",15,"BIG SPRING SD",8,64.5,70.8,273,32.6,31.9,18.3,17.2,274,34.3,36.5,14.6,14.6
115210503,"CUMBERLAND",15,"BIG SPRING SD",11,40.0,54.9,195,16.9,23.1,21.0,39.0,195,22.6,32.3,22.1,23.1
115211003,"CUMBERLAND",15,"CAMP HILL SD",3,84.0,72.0,94,43.0,41.0,11.0,5.0,94,39.0,33.0,16.0,12.0
115211003,"CUMBERLAND",15,"CAMP HILL SD",5,73.9,83.3,96,38.5,35.4,15.6,10.4,96,33.3,50.0,8.3,8.3
115211003,"CUMBERLAND",15,"CAMP HILL SD",8,87.4,83.5,103,56.3,31.1,5.8,6.8,103,56.3,27.2,7.8,8.7
115211003,"CUMBERLAND",15,"CAMP HILL SD",11,75.6,82.3,90,60.0,15.6,12.2,12.2,90,66.7,15.6,7.8,10.0
115211103,"CUMBERLAND",15,"CARLISLE AREA SD",3,88.0,77.0,315,60.0,28.0,9.0,4.0,315,41.0,36.0,15.0,9.0
115211103,"CUMBERLAND",15,"CARLISLE AREA SD",5,74.0,69.5,343,44.3,29.7,17.8,8.2,344,25.3,44.2,16.6,14.0
115211103,"CUMBERLAND",15,"CARLISLE AREA SD",8,63.7,57.6,367,40.3,23.4,17.7,18.5,366,26.2,31.4,20.5,21.9
115211103,"CUMBERLAND",15,"CARLISLE AREA SD",11,56.8,69.1,347,29.1,27.7,17.9,25.4,347,40.9,28.2,13.0,17.9
115211603,"CUMBERLAND",15,"CUMBERLAND VALLEY SD",3,89.0,85.0,589,63.0,26.0,8.0,3.0,589,50.0,35.0,9.0,6.0
115211603,"CUMBERLAND",15,"CUMBERLAND VALLEY SD",5,84.4,78.4,578,55.7,28.7,11.8,3.8,576,34.0,44.4,14.4,7.1
115211603,"CUMBERLAND",15,"CUMBERLAND VALLEY SD",8,77.0,84.0,651,45.0,32.0,14.4,8.6,649,53.6,30.4,8.9,7.1
115211603,"CUMBERLAND",15,"CUMBERLAND VALLEY SD",11,76.4,85.0,606,47.4,29.0,11.6,12.0,607,51.9,33.1,7.7,7.2
115212503,"CUMBERLAND",15,"EAST PENNSBORO AREA SD",3,86.0,70.0,186,52.0,34.0,12.0,3.0,186,26.0,44.0,18.0,12.0
115212503,"CUMBERLAND",15,"EAST PENNSBORO AREA SD",5,66.8,62.5,205,30.7,36.1,19.0,14.1,205,17.1,45.4,19.0,18.5
115212503,"CUMBERLAND",15,"EAST PENNSBORO AREA SD",8,63.2,60.2,239,38.5,24.7,20.5,16.3,239,25.9,34.3,17.6,22.2
115212503,"CUMBERLAND",15,"EAST PENNSBORO AREA SD",11,57.3,71.7,206,27.7,29.6,19.9,22.8,205,31.7,40.0,14.1,14.1
115216503,"CUMBERLAND",15,"MECHANICSBURG AREA SD",3,92.0,80.0,243,64.0,28.0,5.0,2.0,243,41.0,39.0,9.0,11.0
115216503,"CUMBERLAND",15,"MECHANICSBURG AREA SD",5,87.6,67.6,259,55.6,32.0,8.1,4.2,259,23.6,44.0,21.6,10.8
115216503,"CUMBERLAND",15,"MECHANICSBURG AREA SD",8,72.7,76.3,301,47.8,24.9,16.6,10.6,300,43.3,33.0,16.0,7.7
115216503,"CUMBERLAND",15,"MECHANICSBURG AREA SD",11,58.2,66.8,270,31.9,26.3,18.1,23.7,268,32.1,34.7,15.3,17.9
115218003,"CUMBERLAND",15,"SHIPPENSBURG AREA SD",3,88.0,68.0,210,50.0,38.0,9.0,4.0,209,28.0,40.0,18.0,14.0
115218003,"CUMBERLAND",15,"SHIPPENSBURG AREA SD",5,78.4,75.6,282,47.2,31.2,14.2,7.4,282,32.3,43.3,10.3,14.2
115218003,"CUMBERLAND",15,"SHIPPENSBURG AREA SD",8,70.3,61.7,249,38.6,31.7,14.5,15.3,248,32.7,29.0,19.8,18.5
115218003,"CUMBERLAND",15,"SHIPPENSBURG AREA SD",11,55.3,63.5,233,28.3,27.0,20.2,24.5,233,33.9,29.6,15.9,20.6
115218303,"CUMBERLAND",15,"SOUTH MIDDLETON SD",3,96.0,86.0,143,74.0,22.0,3.0,0.0,143,41.0,45.0,10.0,3.0
115218303,"CUMBERLAND",15,"SOUTH MIDDLETON SD",5,76.4,70.9,144,42.4,34.0,20.1,3.5,144,16.7,54.2,19.4,9.7
115218303,"CUMBERLAND",15,"SOUTH MIDDLETON SD",8,61.9,79.3,168,33.3,28.6,26.8,11.3,169,50.9,28.4,14.2,6.5
115218303,"CUMBERLAND",15,"SOUTH MIDDLETON SD",11,60.5,76.3,185,23.2,37.3,17.8,21.6,185,36.8,39.5,8.6,15.1
115221402,"DAUPHIN",15,"CENTRAL DAUPHIN SD",3,85.0,73.0,697,57.0,28.0,10.0,5.0,697,34.0,39.0,14.0,14.0
115221402,"DAUPHIN",15,"CENTRAL DAUPHIN SD",5,79.4,67.9,826,51.2,28.2,13.4,7.1,827,27.8,40.1,16.7,15.4
115221402,"DAUPHIN",15,"CENTRAL DAUPHIN SD",8,66.2,66.7,1040,38.8,27.4,15.9,18.0,1038,34.1,32.6,17.1,16.3
115221402,"DAUPHIN",15,"CENTRAL DAUPHIN SD",11,48.7,64.3,764,25.0,23.7,19.9,31.4,764,32.9,31.4,14.1,21.6
115221753,"DAUPHIN",15,"DERRY TOWNSHIP SD",3,85.0,79.0,241,49.0,36.0,12.0,3.0,241,37.0,42.0,12.0,9.0
115221753,"DAUPHIN",15,"DERRY TOWNSHIP SD",5,82.9,87.5,233,54.1,28.8,12.4,4.7,233,39.9,47.6,6.9,5.6
115221753,"DAUPHIN",15,"DERRY TOWNSHIP SD",8,84.8,81.2,303,57.1,27.7,9.6,5.6,303,57.8,23.4,10.6,8.3
115221753,"DAUPHIN",15,"DERRY TOWNSHIP SD",11,82.2,87.4,286,51.4,30.8,10.1,7.7,286,57.0,30.4,7.0,5.6
115222504,"DAUPHIN",15,"HALIFAX AREA SD",3,83.0,70.0,83,47.0,36.0,12.0,5.0,83,31.0,39.0,8.0,22.0
115222504,"DAUPHIN",15,"HALIFAX AREA SD",5,63.8,71.5,91,33.0,30.8,19.8,16.5,91,23.1,48.4,8.8,19.8
115222504,"DAUPHIN",15,"HALIFAX AREA SD",8,51.1,66.7,90,16.7,34.4,26.7,22.2,90,31.1,35.6,15.6,17.8
115222504,"DAUPHIN",15,"HALIFAX AREA SD",11,59.8,80.5,82,30.5,29.3,18.3,22.0,82,48.8,31.7,13.4,6.1
115222752,"DAUPHIN",15,"HARRISBURG CITY SD",3,44.0,30.0,442,12.0,32.0,25.0,31.0,426,6.0,24.0,20.0,50.0
115222752,"DAUPHIN",15,"HARRISBURG CITY SD",5,18.3,20.6,627,5.1,13.2,29.7,52.0,621,1.9,18.7,19.3,60.1
115222752,"DAUPHIN",15,"HARRISBURG CITY SD",8,21.1,26.8,568,4.2,16.9,24.6,54.2,563,6.0,20.8,23.6,49.6
115222752,"DAUPHIN",15,"HARRISBURG CITY SD",11,8.2,18.3,388,2.3,5.9,16.0,75.8,388,4.1,14.2,15.5,66.2
115224003,"DAUPHIN",15,"LOWER DAUPHIN SD",3,89.0,78.0,266,62.0,27.0,8.0,3.0,266,37.0,41.0,12.0,10.0
115224003,"DAUPHIN",15,"LOWER DAUPHIN SD",5,78.8,75.2,302,44.0,34.8,14.6,6.6,302,29.5,45.7,12.9,11.9
115224003,"DAUPHIN",15,"LOWER DAUPHIN SD",8,72.8,70.5,353,40.8,32.0,15.9,11.3,355,37.5,33.0,15.5,14.1
115224003,"DAUPHIN",15,"LOWER DAUPHIN SD",11,66.3,73.7,285,40.7,25.6,15.1,18.6,285,37.9,35.8,12.6,13.7
115226003,"DAUPHIN",15,"MIDDLETOWN AREA SD",3,85.0,72.0,187,55.0,30.0,13.0,2.0,187,31.0,41.0,16.0,12.0
115226003,"DAUPHIN",15,"MIDDLETOWN AREA SD",5,73.2,63.7,179,35.2,38.0,18.4,8.4,179,17.9,45.8,20.1,16.2
115226003,"DAUPHIN",15,"MIDDLETOWN AREA SD",8,69.6,69.6,211,39.3,30.3,12.8,17.5,211,37.4,32.2,11.8,18.5
115226003,"DAUPHIN",15,"MIDDLETOWN AREA SD",11,47.0,65.1,153,22.2,24.8,19.6,33.3,152,29.6,35.5,15.8,19.1
115226103,"DAUPHIN",15,"MILLERSBURG AREA SD",3,79.0,68.0,60,42.0,37.0,12.0,10.0,60,25.0,43.0,13.0,18.0
115226103,"DAUPHIN",15,"MILLERSBURG AREA SD",5,48.8,69.7,80,21.3,27.5,40.0,11.3,79,20.3,49.4,19.0,11.4
115226103,"DAUPHIN",15,"MILLERSBURG AREA SD",8,64.1,79.7,78,33.3,30.8,19.2,16.7,79,36.7,43.0,11.4,8.9
115226103,"DAUPHIN",15,"MILLERSBURG AREA SD",11,45.5,70.9,55,9.1,36.4,25.5,29.1,55,30.9,40.0,10.9,18.2
115228003,"DAUPHIN",15,"STEELTON-HIGHSPIRE SD",3,69.0,43.0,99,23.0,46.0,16.0,14.0,99,9.0,34.0,30.0,26.0
115228003,"DAUPHIN",15,"STEELTON-HIGHSPIRE SD",5,52.6,42.5,95,12.6,40.0,23.2,24.2,94,8.5,34.0,17.0,40.4
115228003,"DAUPHIN",15,"STEELTON-HIGHSPIRE SD",8,25.7,27.2,109,10.1,15.6,20.2,54.1,110,14.5,12.7,19.1,53.6
115228003,"DAUPHIN",15,"STEELTON-HIGHSPIRE SD",11,24.8,45.7,93,5.4,19.4,12.9,62.4,92,17.4,28.3,17.4,37.0
115228303,"DAUPHIN",15,"SUSQUEHANNA TOWNSHIP SD",3,84.0,69.0,241,49.0,35.0,12.0,5.0,240,26.0,43.0,15.0,17.0
115228303,"DAUPHIN",15,"SUSQUEHANNA TOWNSHIP SD",5,64.8,61.2,250,38.8,26.0,19.6,15.6,250,24.8,36.4,14.0,24.8
115228303,"DAUPHIN",15,"SUSQUEHANNA TOWNSHIP SD",8,64.6,69.0,249,34.5,30.1,16.1,19.3,249,35.3,33.7,16.5,14.5
115228303,"DAUPHIN",15,"SUSQUEHANNA TOWNSHIP SD",11,60.2,68.7,231,36.8,23.4,16.9,22.9,230,36.5,32.2,14.8,16.5
115229003,"DAUPHIN",15,"UPPER DAUPHIN AREA SD",3,78.0,65.0,102,47.0,31.0,13.0,9.0,102,27.0,38.0,17.0,18.0
115229003,"DAUPHIN",15,"UPPER DAUPHIN AREA SD",5,58.9,56.8,95,18.9,40.0,29.5,11.6,95,16.8,40.0,22.1,21.1
115229003,"DAUPHIN",15,"UPPER DAUPHIN AREA SD",8,64.6,58.4,96,41.7,22.9,18.8,16.7,96,27.1,31.3,16.7,25.0
115229003,"DAUPHIN",15,"UPPER DAUPHIN AREA SD",11,59.1,73.1,88,36.4,22.7,13.6,27.3,89,31.5,41.6,10.1,16.9
125231232,"DELAWARE",25,"CHESTER-UPLAND SD",3,49.0,36.0,272,22.0,27.0,23.0,28.0,267,9.0,27.0,21.0,43.0
125231232,"DELAWARE",25,"CHESTER-UPLAND SD",5,27.6,19.7,438,7.3,20.3,27.9,44.5,435,3.4,16.3,20.0,60.2
125231232,"DELAWARE",25,"CHESTER-UPLAND SD",8,21.5,23.7,484,6.6,14.9,20.2,58.3,477,5.5,18.2,22.4,53.9
125231232,"DELAWARE",25,"CHESTER-UPLAND SD",11,4.9,18.0,242,0.8,4.1,10.7,84.3,233,3.0,15.0,18.0,63.9
125231303,"DELAWARE",25,"CHICHESTER SD",3,84.0,63.0,221,56.0,28.0,10.0,6.0,220,27.0,36.0,20.0,17.0
125231303,"DELAWARE",25,"CHICHESTER SD",5,59.8,62.4,266,29.3,30.5,27.4,12.8,266,18.8,43.6,19.9,17.7
125231303,"DELAWARE",25,"CHICHESTER SD",8,61.5,66.8,307,29.3,32.2,21.2,17.3,307,37.5,29.3,21.8,11.4
125231303,"DELAWARE",25,"CHICHESTER SD",11,46.1,56.7,241,24.5,21.6,17.4,36.5,240,27.5,29.2,16.7,26.7
125234103,"DELAWARE",25,"GARNET VALLEY SD",3,96.0,90.0,315,77.0,19.0,4.0,0.0,315,47.0,43.0,6.0,4.0
125234103,"DELAWARE",25,"GARNET VALLEY SD",5,91.1,92.0,337,64.7,26.4,8.0,0.9,337,49.0,43.0,6.2,1.8
125234103,"DELAWARE",25,"GARNET VALLEY SD",8,85.9,81.1,311,65.0,20.9,9.3,4.8,312,48.1,33.0,11.9,7.1
125234103,"DELAWARE",25,"GARNET VALLEY SD",11,71.0,78.9,266,42.1,28.9,16.2,12.8,266,48.1,30.8,10.2,10.9
125234502,"DELAWARE",25,"HAVERFORD TOWNSHIP SD",3,94.0,89.0,370,64.0,30.0,5.0,2.0,371,53.0,36.0,6.0,5.0
125234502,"DELAWARE",25,"HAVERFORD TOWNSHIP SD",5,91.5,88.8,427,64.6,26.9,6.8,1.6,428,47.4,41.4,7.7,3.5
125234502,"DELAWARE",25,"HAVERFORD TOWNSHIP SD",8,80.8,80.3,400,52.8,28.0,11.0,8.3,400,47.3,33.0,11.0,8.8
125234502,"DELAWARE",25,"HAVERFORD TOWNSHIP SD",11,63.0,77.9,457,36.3,26.7,20.4,16.6,457,43.1,34.8,10.1,12.0
125235103,"DELAWARE",25,"INTERBORO SD",3,82.0,69.0,237,48.0,34.0,11.0,7.0,237,31.0,38.0,19.0,12.0
125235103,"DELAWARE",25,"INTERBORO SD",5,75.4,72.6,289,44.3,31.1,19.4,5.2,288,24.3,48.3,17.7,9.7
125235103,"DELAWARE",25,"INTERBORO SD",8,67.6,70.9,343,38.2,29.4,21.0,11.4,343,42.0,28.9,16.0,13.1
125235103,"DELAWARE",25,"INTERBORO SD",11,35.4,56.5,308,14.3,21.1,21.8,42.9,308,26.3,30.2,20.5,23.1
125235502,"DELAWARE",25,"MARPLE NEWTOWN SD",3,89.0,81.0,239,59.0,30.0,9.0,1.0,238,41.0,40.0,11.0,8.0
125235502,"DELAWARE",25,"MARPLE NEWTOWN SD",5,86.0,85.7,258,61.6,24.4,10.5,3.5,258,41.5,44.2,10.1,4.3
125235502,"DELAWARE",25,"MARPLE NEWTOWN SD",8,80.7,78.9,275,56.7,24.0,10.9,8.4,275,43.6,35.3,10.5,10.5
125235502,"DELAWARE",25,"MARPLE NEWTOWN SD",11,59.4,75.9,278,33.5,25.9,19.1,21.6,278,32.4,43.5,12.6,11.5
125236903,"DELAWARE",25,"PENN-DELCO SD",3,94.0,77.0,253,70.0,24.0,4.0,2.0,252,31.0,46.0,14.0,9.0
125236903,"DELAWARE",25,"PENN-DELCO SD",5,77.6,67.0,236,42.4,35.2,18.6,3.8,236,20.8,46.2,22.0,11.0
125236903,"DELAWARE",25,"PENN-DELCO SD",8,75.2,83.5,290,52.8,22.4,16.2,8.6,290,49.0,34.5,11.0,5.5
125236903,"DELAWARE",25,"PENN-DELCO SD",11,56.5,68.2,276,21.7,34.8,21.0,22.5,276,34.1,34.1,16.7,15.2
125237603,"DELAWARE",25,"RADNOR TOWNSHIP SD",3,90.0,87.0,246,48.0,42.0,6.0,3.0,246,46.0,41.0,7.0,6.0
125237603,"DELAWARE",25,"RADNOR TOWNSHIP SD",5,85.1,90.5,242,57.0,28.1,10.7,4.1,242,38.4,52.1,4.1,5.4
125237603,"DELAWARE",25,"RADNOR TOWNSHIP SD",8,86.6,85.7,260,63.1,23.5,11.9,1.5,260,54.2,31.5,7.3,6.9
125237603,"DELAWARE",25,"RADNOR TOWNSHIP SD",11,83.8,82.2,252,65.1,18.7,9.5,6.7,252,54.0,28.2,11.9,6.0
125237702,"DELAWARE",25,"RIDLEY SD",3,85.0,70.0,397,50.0,35.0,9.0,6.0,397,32.0,38.0,17.0,13.0
125237702,"DELAWARE",25,"RIDLEY SD",5,72.8,59.5,419,38.7,34.1,17.2,10.0,419,15.8,43.7,21.2,19.3
125237702,"DELAWARE",25,"RIDLEY SD",8,66.2,64.3,465,35.9,30.3,17.8,15.9,465,33.3,31.0,17.6,18.1
125237702,"DELAWARE",25,"RIDLEY SD",11,57.4,64.7,446,24.0,33.4,22.6,20.0,445,31.9,32.8,14.8,20.4
125237903,"DELAWARE",25,"ROSE TREE MEDIA SD",3,87.0,80.0,284,57.0,30.0,10.0,3.0,284,43.0,37.0,12.0,7.0
125237903,"DELAWARE",25,"ROSE TREE MEDIA SD",5,82.9,86.5,310,55.5,27.4,12.9,4.2,310,39.7,46.8,9.0,4.5
125237903,"DELAWARE",25,"ROSE TREE MEDIA SD",8,85.7,87.9,322,62.7,23.0,8.7,5.6,320,56.3,31.6,7.2,5.0
125237903,"DELAWARE",25,"ROSE TREE MEDIA SD",11,66.3,86.7,345,47.2,19.1,12.8,20.9,344,60.2,26.5,5.5,7.8
125238402,"DELAWARE",25,"SOUTHEAST DELCO SD",3,68.0,63.0,293,29.0,39.0,20.0,11.0,292,23.0,40.0,20.0,17.0
125238402,"DELAWARE",25,"SOUTHEAST DELCO SD",5,40.9,43.1,283,15.5,25.4,28.6,30.4,283,10.6,32.5,22.6,34.3
125238402,"DELAWARE",25,"SOUTHEAST DELCO SD",8,34.2,34.1,327,15.9,18.3,24.5,41.3,328,13.1,21.0,22.6,43.3
125238402,"DELAWARE",25,"SOUTHEAST DELCO SD",11,35.8,44.1,204,10.3,25.5,20.6,43.6,204,19.6,24.5,17.6,38.2
125238502,"DELAWARE",25,"SPRINGFIELD SD",3,88.0,77.0,239,65.0,23.0,8.0,4.0,239,46.0,31.0,12.0,10.0
125238502,"DELAWARE",25,"SPRINGFIELD SD",5,75.4,74.5,256,41.4,34.0,17.6,7.0,255,22.7,51.8,13.3,12.2
125238502,"DELAWARE",25,"SPRINGFIELD SD",8,85.3,79.6,266,65.8,19.5,10.5,4.1,265,51.3,28.3,11.3,9.1
125238502,"DELAWARE",25,"SPRINGFIELD SD",11,57.7,66.7,288,29.2,28.5,25.3,17.0,288,32.3,34.4,17.0,16.3
125239452,"DELAWARE",25,"UPPER DARBY SD",3,66.0,60.0,815,31.0,35.0,20.0,14.0,815,19.0,41.0,19.0,22.0
125239452,"DELAWARE",25,"UPPER DARBY SD",5,58.1,57.9,886,26.7,31.4,24.9,16.9,887,15.8,42.1,18.4,23.8
125239452,"DELAWARE",25,"UPPER DARBY SD",8,49.0,46.8,896,23.9,25.1,20.0,31.0,891,20.8,26.0,20.4,32.8
125239452,"DELAWARE",25,"UPPER DARBY SD",11,39.8,47.5,780,19.5,20.3,18.6,41.7,779,18.4,29.1,17.5,35.0
125239603,"DELAWARE",25,"WALLINGFORD-SWARTHMORE",3,94.0,85.0,234,73.0,21.0,6.0,1.0,234,56.0,29.0,9.0,5.0
125239603,"DELAWARE",25,"WALLINGFORD-SWARTHMORE",5,90.8,86.9,260,65.0,25.8,4.6,4.6,259,53.7,33.2,6.9,6.2
125239603,"DELAWARE",25,"WALLINGFORD-SWARTHMORE",8,79.4,82.4,267,57.3,22.1,13.1,7.5,266,52.3,30.1,10.2,7.5
125239603,"DELAWARE",25,"WALLINGFORD-SWARTHMORE",11,66.8,78.4,295,39.7,27.1,15.6,17.6,296,51.4,27.0,7.1,14.5
125239652,"DELAWARE",25,"WILLIAM PENN SD",3,63.0,51.0,371,28.0,35.0,19.0,17.0,370,15.0,36.0,21.0,29.0
125239652,"DELAWARE",25,"WILLIAM PENN SD",5,45.3,43.6,471,13.0,32.3,27.6,27.2,472,7.6,36.0,25.0,31.4
125239652,"DELAWARE",25,"WILLIAM PENN SD",8,28.6,34.3,384,11.7,16.9,24.7,46.6,385,11.7,22.6,25.5,40.3
125239652,"DELAWARE",25,"WILLIAM PENN SD",11,16.9,21.4,296,5.1,11.8,17.2,65.9,276,5.1,16.3,18.1,60.5
109243503,"ELK",9,"JOHNSONBURG AREA SD",3,80.0,76.0,49,53.0,27.0,18.0,2.0,49,31.0,45.0,16.0,8.0
109243503,"ELK",9,"JOHNSONBURG AREA SD",5,76.4,69.1,55,38.2,38.2,14.5,9.1,55,20.0,49.1,14.5,16.4
109243503,"ELK",9,"JOHNSONBURG AREA SD",8,56.5,64.6,62,21.0,35.5,24.2,19.4,62,19.4,45.2,11.3,24.2
109243503,"ELK",9,"JOHNSONBURG AREA SD",11,36.9,53.2,65,12.3,24.6,13.8,49.2,64,21.9,31.3,14.1,32.8
109246003,"ELK",9,"RIDGWAY AREA SD",3,87.0,75.0,74,51.0,36.0,7.0,5.0,74,47.0,28.0,9.0,15.0
109246003,"ELK",9,"RIDGWAY AREA SD",5,53.2,63.1,92,21.7,31.5,30.4,16.3,92,18.5,44.6,19.6,17.4
109246003,"ELK",9,"RIDGWAY AREA SD",8,75.0,79.4,68,38.2,36.8,17.6,7.4,68,54.4,25.0,11.8,8.8
109246003,"ELK",9,"RIDGWAY AREA SD",11,52.7,68.9,74,20.3,32.4,24.3,23.0,74,33.8,35.1,12.2,18.9
109248003,"ELK",9,"SAINT MARYS AREA SD",3,95.0,75.0,132,67.0,28.0,4.0,1.0,132,36.0,39.0,14.0,11.0
109248003,"ELK",9,"SAINT MARYS AREA SD",5,80.9,65.1,189,49.2,31.7,16.4,2.6,189,22.2,42.9,20.6,14.3
109248003,"ELK",9,"SAINT MARYS AREA SD",8,73.1,73.6,231,42.4,30.7,16.9,10.0,231,29.0,44.6,17.3,9.1
109248003,"ELK",9,"SAINT MARYS AREA SD",11,47.8,64.9,228,25.9,21.9,25.4,26.8,228,30.7,34.2,16.7,18.4
105251453,"ERIE",5,"CORRY AREA SD",3,78.0,67.0,152,39.0,39.0,11.0,10.0,152,22.0,45.0,13.0,20.0
105251453,"ERIE",5,"CORRY AREA SD",5,62.2,58.2,196,25.0,37.2,26.5,11.2,196,14.3,43.9,18.9,23.0
105251453,"ERIE",5,"CORRY AREA SD",8,61.4,60.3,184,31.5,29.9,16.8,21.7,184,29.3,31.0,16.3,23.4
105251453,"ERIE",5,"CORRY AREA SD",11,57.3,68.2,199,21.6,35.7,25.1,17.6,198,28.8,39.4,15.7,16.2
105252602,"ERIE",5,"ERIE CITY SD",3,74.0,58.0,872,37.0,37.0,15.0,11.0,869,18.0,40.0,19.0,22.0
105252602,"ERIE",5,"ERIE CITY SD",5,66.1,54.6,953,39.0,27.1,19.7,14.2,954,15.5,39.1,19.0,26.4
105252602,"ERIE",5,"ERIE CITY SD",8,49.4,55.7,854,22.8,26.6,23.5,27.0,852,24.2,31.5,20.1,24.3
