"AUN","County","IU","District Name","Grade","% Advanced/Proficient Math","% Advanced/Proficient Reading","Number Scored Math","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","Number Scored Reading","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
101303503,"GREENE",1,"JEFFERSON-MORGAN SD",5,52.5,57.4,61,24.6,27.9,29.5,18.0,61,23.0,34.4,13.1,29.5
101303503,"GREENE",1,"JEFFERSON-MORGAN SD",8,41.3,49.2,63,12.7,28.6,20.6,38.1,63,15.9,33.3,14.3,36.5
101303503,"GREENE",1,"JEFFERSON-MORGAN SD",11,31.2,46.0,61,11.5,19.7,14.8,54.1,61,23.0,23.0,27.9,26.2
101306503,"GREENE",1,"SOUTHEASTERN GREENE SD",3,87.0,71.0,46,61.0,26.0,7.0,7.0,46,28.0,43.0,13.0,15.0
101306503,"GREENE",1,"SOUTHEASTERN GREENE SD",5,62.0,60.3,58,31.0,31.0,25.9,12.1,58,17.2,43.1,19.0,20.7
101306503,"GREENE",1,"SOUTHEASTERN GREENE SD",8,23.1,34.6,52,9.6,13.5,23.1,53.8,52,15.4,19.2,19.2,46.2
101306503,"GREENE",1,"SOUTHEASTERN GREENE SD",11,13.0,43.4,46,4.3,8.7,10.9,76.1,46,13.0,30.4,15.2,41.3
101308503,"GREENE",1,"WEST GREENE SD",3,86.0,74.0,61,48.0,38.0,3.0,11.0,61,23.0,51.0,11.0,15.0
101308503,"GREENE",1,"WEST GREENE SD",5,77.1,65.1,83,41.0,36.1,13.3,9.6,83,22.9,42.2,18.1,16.9
101308503,"GREENE",1,"WEST GREENE SD",8,59.8,50.7,77,31.2,28.6,13.0,27.3,77,29.9,20.8,14.3,35.1
101308503,"GREENE",1,"WEST GREENE SD",11,42.3,48.7,78,23.1,19.2,15.4,42.3,78,26.9,21.8,15.4,35.9
111312503,"HUNTINGDON",11,"HUNTINGDON AREA SD",3,88.0,63.0,157,59.0,29.0,8.0,4.0,157,23.0,40.0,17.0,20.0
111312503,"HUNTINGDON",11,"HUNTINGDON AREA SD",5,75.7,61.6,177,44.6,31.1,16.4,7.9,177,24.3,37.3,23.7,14.7
111312503,"HUNTINGDON",11,"HUNTINGDON AREA SD",8,72.4,65.4,188,43.1,29.3,16.0,11.7,188,32.4,33.0,20.2,14.4
111312503,"HUNTINGDON",11,"HUNTINGDON AREA SD",11,39.2,54.8,168,19.6,19.6,17.3,43.5,168,24.4,30.4,13.1,32.1
111312804,"HUNTINGDON",11,"JUNIATA VALLEY SD",3,82.0,59.0,56,39.0,43.0,16.0,2.0,56,23.0,36.0,20.0,21.0
111312804,"HUNTINGDON",11,"JUNIATA VALLEY SD",5,71.0,50.7,69,40.6,30.4,21.7,7.2,69,13.0,37.7,17.4,31.9
111312804,"HUNTINGDON",11,"JUNIATA VALLEY SD",8,57.3,54.4,68,27.9,29.4,19.1,23.5,68,20.6,33.8,20.6,25.0
111312804,"HUNTINGDON",11,"JUNIATA VALLEY SD",11,40.2,58.5,82,20.7,19.5,23.2,36.6,82,28.0,30.5,17.1,24.4
111316003,"HUNTINGDON",11,"MOUNT UNION AREA SD",3,79.0,67.0,104,51.0,28.0,11.0,11.0,104,32.0,35.0,13.0,20.0
111316003,"HUNTINGDON",11,"MOUNT UNION AREA SD",5,63.8,52.1,94,37.2,26.6,20.2,16.0,94,17.0,35.1,25.5,22.3
111316003,"HUNTINGDON",11,"MOUNT UNION AREA SD",8,52.5,47.5,120,24.2,28.3,24.2,23.3,120,18.3,29.2,20.0,32.5
111316003,"HUNTINGDON",11,"MOUNT UNION AREA SD",11,25.0,48.4,92,8.7,16.3,23.9,51.1,93,19.4,29.0,20.4,31.2
111317503,"HUNTINGDON",11,"SOUTHERN HUNTINGDON COU",3,73.0,63.0,91,32.0,41.0,20.0,8.0,91,19.0,44.0,18.0,20.0
111317503,"HUNTINGDON",11,"SOUTHERN HUNTINGDON COU",5,61.9,61.9,97,28.9,33.0,23.7,14.4,97,18.6,43.3,24.7,13.4
111317503,"HUNTINGDON",11,"SOUTHERN HUNTINGDON COU",8,51.3,54.9,111,27.0,24.3,21.6,27.0,111,24.3,30.6,19.8,25.2
111317503,"HUNTINGDON",11,"SOUTHERN HUNTINGDON COU",11,23.6,48.4,89,3.4,20.2,16.9,59.6,89,16.9,31.5,18.0,33.7
128321103,"INDIANA",28,"BLAIRSVILLE-SALTSBURG S",3,78.0,67.0,146,42.0,36.0,14.0,8.0,146,35.0,32.0,15.0,18.0
128321103,"INDIANA",28,"BLAIRSVILLE-SALTSBURG S",5,85.6,69.0,145,55.9,29.7,11.0,3.4,145,22.1,46.9,17.9,13.1
128321103,"INDIANA",28,"BLAIRSVILLE-SALTSBURG S",8,77.5,71.0,169,52.1,25.4,14.2,8.3,169,31.4,39.6,13.6,15.4
128321103,"INDIANA",28,"BLAIRSVILLE-SALTSBURG S",11,60.6,74.7,142,32.4,28.2,16.9,22.5,142,43.0,31.7,9.9,15.5
128323303,"INDIANA",28,"HOMER-CENTER SD",3,92.0,69.0,63,70.0,22.0,8.0,0.0,63,32.0,37.0,11.0,21.0
128323303,"INDIANA",28,"HOMER-CENTER SD",5,64.8,59.2,71,29.6,35.2,26.8,8.5,71,14.1,45.1,18.3,22.5
128323303,"INDIANA",28,"HOMER-CENTER SD",8,83.8,70.3,74,56.8,27.0,8.1,8.1,74,44.6,25.7,14.9,14.9
128323303,"INDIANA",28,"HOMER-CENTER SD",11,65.8,75.3,73,32.9,32.9,17.8,16.4,73,35.6,39.7,16.4,8.2
128323703,"INDIANA",28,"INDIANA AREA SD",3,83.0,78.0,201,55.0,28.0,12.0,5.0,200,45.0,33.0,10.0,13.0
128323703,"INDIANA",28,"INDIANA AREA SD",5,79.4,73.2,194,36.6,42.8,13.9,6.7,194,32.0,41.2,12.9,13.9
128323703,"INDIANA",28,"INDIANA AREA SD",8,73.2,71.9,253,53.0,20.2,14.2,12.6,253,37.9,34.0,14.6,13.4
128323703,"INDIANA",28,"INDIANA AREA SD",11,64.3,77.9,244,34.8,29.5,13.5,22.1,244,50.0,27.9,11.5,10.7
128325203,"INDIANA",28,"MARION CENTER AREA SD",3,87.0,69.0,119,58.0,29.0,9.0,3.0,119,29.0,40.0,13.0,18.0
128325203,"INDIANA",28,"MARION CENTER AREA SD",5,72.7,59.8,117,47.9,24.8,12.0,15.4,117,18.8,41.0,16.2,23.9
128325203,"INDIANA",28,"MARION CENTER AREA SD",8,67.3,66.3,119,37.0,30.3,16.8,16.0,119,44.5,21.8,10.1,23.5
128325203,"INDIANA",28,"MARION CENTER AREA SD",11,46.2,79.7,108,23.1,23.1,25.9,27.8,108,38.0,41.7,10.2,10.2
128326303,"INDIANA",28,"PENNS MANOR AREA SD",3,83.0,68.0,62,39.0,44.0,13.0,5.0,62,21.0,47.0,19.0,13.0
128326303,"INDIANA",28,"PENNS MANOR AREA SD",5,63.0,72.3,65,9.2,53.8,27.7,9.2,65,33.8,38.5,9.2,18.5
128326303,"INDIANA",28,"PENNS MANOR AREA SD",8,61.3,60.0,75,28.0,33.3,24.0,14.7,75,22.7,37.3,18.7,21.3
128326303,"INDIANA",28,"PENNS MANOR AREA SD",11,55.4,79.8,74,31.1,24.3,31.1,13.5,74,51.4,28.4,8.1,12.2
128327303,"INDIANA",28,"PURCHASE LINE SD",3,79.0,68.0,93,51.0,28.0,14.0,8.0,93,29.0,39.0,12.0,20.0
128327303,"INDIANA",28,"PURCHASE LINE SD",5,80.0,74.6,75,45.3,34.7,9.3,10.7,75,37.3,37.3,12.0,13.3
128327303,"INDIANA",28,"PURCHASE LINE SD",8,54.2,66.7,96,21.9,32.3,27.1,18.8,96,25.0,41.7,15.6,17.7
128327303,"INDIANA",28,"PURCHASE LINE SD",11,47.9,63.9,94,18.1,29.8,21.3,30.9,94,36.2,27.7,13.8,22.3
128328003,"INDIANA",28,"UNITED SD",3,82.0,76.0,72,58.0,24.0,10.0,8.0,71,35.0,41.0,10.0,14.0
128328003,"INDIANA",28,"UNITED SD",5,55.5,51.1,90,21.1,34.4,26.7,17.8,90,14.4,36.7,18.9,30.0
128328003,"INDIANA",28,"UNITED SD",8,79.5,73.8,88,42.0,37.5,11.4,9.1,88,35.2,38.6,17.0,9.1
128328003,"INDIANA",28,"UNITED SD",11,54.8,78.6,84,16.7,38.1,21.4,23.8,84,41.7,36.9,11.9,9.5
106330703,"JEFFERSON",6,"BROCKWAY AREA SD",3,76.0,62.0,83,53.0,23.0,13.0,11.0,84,24.0,38.0,12.0,26.0
106330703,"JEFFERSON",6,"BROCKWAY AREA SD",5,76.9,69.5,108,49.1,27.8,13.9,9.3,108,13.0,56.5,16.7,13.9
106330703,"JEFFERSON",6,"BROCKWAY AREA SD",8,67.2,66.0,113,38.9,28.3,17.7,15.0,112,32.1,33.9,19.6,14.3
106330703,"JEFFERSON",6,"BROCKWAY AREA SD",11,41.5,67.1,82,17.1,24.4,30.5,28.0,82,19.5,47.6,15.9,17.1
106330803,"JEFFERSON",6,"BROOKVILLE AREA SD",3,88.0,61.0,105,50.0,38.0,9.0,4.0,105,32.0,29.0,20.0,19.0
106330803,"JEFFERSON",6,"BROOKVILLE AREA SD",5,58.0,67.4,138,34.8,23.2,27.5,14.5,138,29.7,37.7,18.8,13.8
106330803,"JEFFERSON",6,"BROOKVILLE AREA SD",8,73.5,79.6,143,46.9,26.6,16.1,10.5,142,43.0,36.6,9.9,10.6
106330803,"JEFFERSON",6,"BROOKVILLE AREA SD",11,46.2,71.5,145,18.6,27.6,18.6,35.2,144,37.5,34.0,16.7,11.8
106338003,"JEFFERSON",6,"PUNXSUTAWNEY AREA SD",3,81.0,63.0,180,53.0,28.0,16.0,3.0,180,24.0,39.0,15.0,21.0
106338003,"JEFFERSON",6,"PUNXSUTAWNEY AREA SD",5,73.6,65.3,190,38.9,34.7,15.8,10.5,190,17.9,47.4,16.3,18.4
106338003,"JEFFERSON",6,"PUNXSUTAWNEY AREA SD",8,59.9,63.3,237,23.6,36.3,20.3,19.8,237,30.4,32.9,20.3,16.5
106338003,"JEFFERSON",6,"PUNXSUTAWNEY AREA SD",11,71.8,66.5,191,39.3,32.5,16.8,11.5,191,31.4,35.1,15.7,17.8
111343603,"JUNIATA",11,"JUNIATA COUNTY SD",3,77.0,73.0,205,49.0,28.0,15.0,7.0,205,33.0,40.0,13.0,14.0
111343603,"JUNIATA",11,"JUNIATA COUNTY SD",5,69.3,68.9,241,32.0,37.3,24.5,6.2,241,21.6,47.3,17.4,13.7
111343603,"JUNIATA",11,"JUNIATA COUNTY SD",8,59.8,54.8,269,32.7,27.1,14.9,25.3,268,26.1,28.7,21.3,23.9
111343603,"JUNIATA",11,"JUNIATA COUNTY SD",11,44.8,64.3,239,19.7,25.1,21.3,33.9,238,27.7,36.6,15.5,20.2
119350303,"LACKAWANNA",19,"ABINGTON HEIGHTS SD",3,91.0,89.0,252,71.0,20.0,4.0,6.0,251,54.0,35.0,4.0,6.0
119350303,"LACKAWANNA",19,"ABINGTON HEIGHTS SD",5,86.2,83.7,282,55.3,30.9,11.3,2.5,282,39.7,44.0,10.3,6.0
119350303,"LACKAWANNA",19,"ABINGTON HEIGHTS SD",8,86.3,81.0,312,57.1,29.2,9.9,3.8,311,50.5,30.5,12.5,6.4
119350303,"LACKAWANNA",19,"ABINGTON HEIGHTS SD",11,72.8,77.4,258,39.1,33.7,17.1,10.1,257,45.1,32.3,11.7,10.9
119351303,"LACKAWANNA",19,"CARBONDALE AREA SD",3,80.0,62.0,102,52.0,28.0,11.0,9.0,102,26.0,36.0,17.0,21.0
119351303,"LACKAWANNA",19,"CARBONDALE AREA SD",5,70.2,63.5,104,37.5,32.7,18.3,11.5,104,23.1,40.4,14.4,22.1
119351303,"LACKAWANNA",19,"CARBONDALE AREA SD",8,62.3,62.3,114,34.2,28.1,23.7,14.0,114,37.7,24.6,21.9,15.8
119351303,"LACKAWANNA",19,"CARBONDALE AREA SD",11,30.0,60.9,110,13.6,16.4,19.1,50.9,110,27.3,33.6,15.5,23.6
119352203,"LACKAWANNA",19,"DUNMORE SD",3,96.0,79.0,117,74.0,22.0,3.0,0.0,116,37.0,42.0,14.0,7.0
119352203,"LACKAWANNA",19,"DUNMORE SD",5,67.0,67.9,112,25.9,41.1,25.0,8.0,112,15.2,52.7,21.4,10.7
119352203,"LACKAWANNA",19,"DUNMORE SD",8,72.1,77.7,154,40.3,31.8,22.1,5.8,153,35.9,41.8,13.1,9.2
119352203,"LACKAWANNA",19,"DUNMORE SD",11,71.6,75.0,113,38.9,32.7,18.6,9.7,112,42.0,33.0,14.3,10.7
119354603,"LACKAWANNA",19,"LAKELAND SD",3,91.0,83.0,107,67.0,24.0,7.0,2.0,107,47.0,36.0,7.0,11.0
119354603,"LACKAWANNA",19,"LAKELAND SD",5,67.2,76.5,137,33.6,33.6,27.0,5.8,136,27.2,49.3,15.4,8.1
119354603,"LACKAWANNA",19,"LAKELAND SD",8,56.4,73.2,149,33.6,22.8,22.8,20.8,149,35.6,37.6,8.1,18.8
119354603,"LACKAWANNA",19,"LAKELAND SD",11,38.1,63.8,139,12.9,25.2,19.4,42.4,138,31.9,31.9,13.0,23.2
119355503,"LACKAWANNA",19,"MID VALLEY SD",3,92.0,81.0,111,57.0,35.0,5.0,3.0,111,35.0,46.0,14.0,5.0
119355503,"LACKAWANNA",19,"MID VALLEY SD",5,86.0,63.2,122,54.9,31.1,9.0,4.9,122,14.8,48.4,21.3,15.6
119355503,"LACKAWANNA",19,"MID VALLEY SD",8,59.8,56.0,127,29.1,30.7,19.7,20.5,125,24.8,31.2,22.4,21.6
119355503,"LACKAWANNA",19,"MID VALLEY SD",11,36.2,55.9,127,16.5,19.7,26.8,37.0,127,18.1,37.8,11.0,33.1
119356503,"LACKAWANNA",19,"NORTH POCONO SD",3,93.0,84.0,205,60.0,33.0,7.0,0.0,205,44.0,40.0,8.0,7.0
119356503,"LACKAWANNA",19,"NORTH POCONO SD",5,61.4,75.6,241,26.1,35.3,27.0,11.6,241,24.1,51.5,14.1,10.4
119356503,"LACKAWANNA",19,"NORTH POCONO SD",8,64.3,72.5,252,26.2,38.1,23.4,12.3,251,39.8,32.7,14.7,12.7
119356503,"LACKAWANNA",19,"NORTH POCONO SD",11,57.6,77.2,285,31.6,26.0,18.6,23.9,285,43.2,34.0,13.0,9.8
119356603,"LACKAWANNA",19,"OLD FORGE SD",3,94.0,72.0,69,58.0,36.0,4.0,1.0,68,26.0,46.0,19.0,9.0
119356603,"LACKAWANNA",19,"OLD FORGE SD",5,76.4,72.2,72,33.3,43.1,20.8,2.8,72,27.8,44.4,16.7,11.1
119356603,"LACKAWANNA",19,"OLD FORGE SD",8,81.4,75.7,70,60.0,21.4,5.7,12.9,70,44.3,31.4,7.1,17.1
119356603,"LACKAWANNA",19,"OLD FORGE SD",11,80.0,89.9,70,40.0,40.0,8.6,11.4,69,37.7,52.2,7.2,2.9
119357003,"LACKAWANNA",19,"RIVERSIDE  SD",3,87.0,73.0,92,59.0,28.0,8.0,5.0,89,31.0,42.0,9.0,18.0
119357003,"LACKAWANNA",19,"RIVERSIDE  SD",5,88.3,76.5,102,51.0,37.3,5.9,5.9,102,30.4,46.1,12.7,10.8
119357003,"LACKAWANNA",19,"RIVERSIDE  SD",8,61.1,54.8,126,37.3,23.8,17.5,21.4,126,27.0,27.8,23.0,22.2
119357003,"LACKAWANNA",19,"RIVERSIDE  SD",11,38.9,60.6,126,13.5,25.4,20.6,40.5,127,29.1,31.5,16.5,22.8
119357402,"LACKAWANNA",19,"SCRANTON SD",3,87.0,72.0,634,55.0,32.0,10.0,3.0,634,35.0,37.0,18.0,10.0
119357402,"LACKAWANNA",19,"SCRANTON SD",5,83.2,75.6,674,50.4,32.8,12.5,4.3,676,26.3,49.3,13.9,10.5
119357402,"LACKAWANNA",19,"SCRANTON SD",8,72.9,73.8,661,39.8,33.1,16.6,10.4,661,40.8,33.0,12.7,13.5
119357402,"LACKAWANNA",19,"SCRANTON SD",11,55.8,69.7,612,28.3,27.5,21.7,22.5,611,35.7,34.0,12.1,18.2
119358403,"LACKAWANNA",19,"VALLEY VIEW SD",3,86.0,80.0,204,59.0,27.0,10.0,4.0,204,40.0,40.0,10.0,10.0
119358403,"LACKAWANNA",19,"VALLEY VIEW SD",5,68.0,67.3,197,38.6,29.4,21.3,10.7,196,30.6,36.7,16.3,16.3
119358403,"LACKAWANNA",19,"VALLEY VIEW SD",8,69.0,74.0,219,37.0,32.0,16.4,14.6,219,42.0,32.0,15.1,11.0
119358403,"LACKAWANNA",19,"VALLEY VIEW SD",11,61.0,72.7,187,28.9,32.1,17.1,21.9,187,33.7,39.0,12.3,15.0
113361303,"LANCASTER",13,"COCALICO SD",3,82.0,75.0,218,49.0,33.0,12.0,5.0,218,34.0,41.0,12.0,13.0
113361303,"LANCASTER",13,"COCALICO SD",5,85.0,65.8,274,55.1,29.9,9.5,5.5,275,22.2,43.6,20.0,14.2
113361303,"LANCASTER",13,"COCALICO SD",8,73.8,72.3,290,41.4,32.4,15.2,11.0,289,40.5,31.8,15.2,12.5
113361303,"LANCASTER",13,"COCALICO SD",11,51.3,64.2,285,26.0,25.3,20.0,28.8,285,27.7,36.5,17.9,17.9
113361503,"LANCASTER",13,"COLUMBIA BOROUGH SD",3,89.0,71.0,87,67.0,22.0,10.0,1.0,87,28.0,43.0,20.0,10.0
113361503,"LANCASTER",13,"COLUMBIA BOROUGH SD",5,72.1,65.4,104,39.4,32.7,20.2,7.7,104,20.2,45.2,20.2,14.4
113361503,"LANCASTER",13,"COLUMBIA BOROUGH SD",8,49.2,57.5,128,24.2,25.0,27.3,23.4,127,18.9,38.6,23.6,18.9
113361503,"LANCASTER",13,"COLUMBIA BOROUGH SD",11,19.3,37.2,114,6.1,13.2,27.2,53.5,113,11.5,25.7,22.1,40.7
113361703,"LANCASTER",13,"CONESTOGA VALLEY SD",3,86.0,75.0,290,61.0,25.0,10.0,4.0,290,39.0,36.0,14.0,11.0
113361703,"LANCASTER",13,"CONESTOGA VALLEY SD",5,81.2,75.2,310,53.5,27.7,11.6,7.1,311,30.2,45.0,11.3,13.5
113361703,"LANCASTER",13,"CONESTOGA VALLEY SD",8,73.7,69.7,350,44.3,29.4,14.9,11.4,350,32.0,37.7,14.9,15.4
113361703,"LANCASTER",13,"CONESTOGA VALLEY SD",11,60.8,75.3,273,27.1,33.7,22.7,16.5,275,41.1,34.2,8.7,16.0
113362203,"LANCASTER",13,"DONEGAL SD",3,77.0,70.0,172,44.0,33.0,18.0,5.0,172,26.0,44.0,15.0,16.0
113362203,"LANCASTER",13,"DONEGAL SD",5,55.4,64.6,213,22.5,32.9,26.3,18.3,212,15.1,49.5,15.6,19.8
113362203,"LANCASTER",13,"DONEGAL SD",8,56.3,58.5,222,27.9,28.4,20.7,23.0,222,32.4,26.1,16.2,25.2
113362203,"LANCASTER",13,"DONEGAL SD",11,57.4,69.9,197,30.5,26.9,18.8,23.9,196,38.3,31.6,13.3,16.8
113362303,"LANCASTER",13,"EASTERN LANCASTER CO SD",3,89.0,71.0,228,52.0,37.0,7.0,4.0,228,32.0,39.0,17.0,11.0
113362303,"LANCASTER",13,"EASTERN LANCASTER CO SD",5,86.3,72.3,270,56.3,30.0,10.7,3.0,270,25.6,46.7,15.6,12.2
113362303,"LANCASTER",13,"EASTERN LANCASTER CO SD",8,82.1,82.7,284,56.7,25.4,11.6,6.3,282,51.1,31.6,9.9,7.4
113362303,"LANCASTER",13,"EASTERN LANCASTER CO SD",11,59.9,77.0,317,33.1,26.8,18.3,21.8,317,42.6,34.4,9.8,13.2
113362403,"LANCASTER",13,"ELIZABETHTOWN AREA SD",3,80.0,74.0,266,52.0,28.0,15.0,5.0,266,39.0,35.0,11.0,14.0
113362403,"LANCASTER",13,"ELIZABETHTOWN AREA SD",5,69.8,65.6,305,37.0,32.8,18.7,11.5,305,22.0,43.6,13.1,21.3
113362403,"LANCASTER",13,"ELIZABETHTOWN AREA SD",8,79.3,74.1,329,53.2,26.1,10.9,9.7,328,45.7,28.4,14.0,11.9
113362403,"LANCASTER",13,"ELIZABETHTOWN AREA SD",11,61.9,72.0,331,31.1,30.8,19.9,18.1,331,36.0,36.0,13.6,14.5
113362603,"LANCASTER",13,"EPHRATA AREA SD",3,84.0,74.0,294,49.0,35.0,13.0,4.0,294,37.0,37.0,13.0,13.0
113362603,"LANCASTER",13,"EPHRATA AREA SD",5,68.4,68.1,310,32.9,35.5,19.7,11.9,310,20.0,48.1,18.4,13.5
113362603,"LANCASTER",13,"EPHRATA AREA SD",8,67.1,63.8,286,39.5,27.6,17.5,15.4,284,34.2,29.6,18.3,18.0
113362603,"LANCASTER",13,"EPHRATA AREA SD",11,54.4,60.8,327,27.2,27.2,18.7,26.9,327,28.4,32.4,12.8,26.3
113363103,"LANCASTER",13,"HEMPFIELD  SD",3,90.0,78.0,491,66.0,24.0,6.0,3.0,490,48.0,30.0,11.0,10.0
113363103,"LANCASTER",13,"HEMPFIELD  SD",5,78.4,79.1,538,48.7,29.7,14.9,6.7,536,31.3,47.8,11.9,9.0
113363103,"LANCASTER",13,"HEMPFIELD  SD",8,80.9,79.4,613,59.7,21.2,10.0,9.1,613,48.9,30.5,11.3,9.3
113363103,"LANCASTER",13,"HEMPFIELD  SD",11,73.4,76.0,605,52.1,21.3,13.2,13.4,605,45.6,30.4,12.1,11.9
113363603,"LANCASTER",13,"LAMPETER-STRASBURG SD",3,91.0,85.0,255,65.0,26.0,7.0,2.0,255,52.0,33.0,7.0,7.0
113363603,"LANCASTER",13,"LAMPETER-STRASBURG SD",5,69.7,84.6,254,37.8,31.9,23.2,7.1,254,43.3,41.3,8.3,7.1
113363603,"LANCASTER",13,"LAMPETER-STRASBURG SD",8,84.4,78.3,282,55.0,29.4,8.2,7.4,282,45.7,32.6,12.4,9.2
113363603,"LANCASTER",13,"LAMPETER-STRASBURG SD",11,72.0,81.2,229,43.2,28.8,12.7,15.3,229,48.0,33.2,7.9,10.9
113364002,"LANCASTER",13,"LANCASTER SD",3,63.0,46.0,781,30.0,33.0,20.0,18.0,770,17.0,29.0,25.0,29.0
113364002,"LANCASTER",13,"LANCASTER SD",5,54.9,40.5,829,25.8,29.1,25.0,20.1,826,9.3,31.2,23.1,36.3
113364002,"LANCASTER",13,"LANCASTER SD",8,39.6,37.0,772,15.4,24.2,24.2,36.1,771,11.7,25.3,23.6,39.4
113364002,"LANCASTER",13,"LANCASTER SD",11,21.8,42.2,513,7.2,14.6,23.8,54.4,507,14.6,27.6,14.8,43.0
113364403,"LANCASTER",13,"MANHEIM CENTRAL SD",3,86.0,81.0,211,62.0,24.0,10.0,4.0,211,43.0,38.0,7.0,12.0
113364403,"LANCASTER",13,"MANHEIM CENTRAL SD",5,75.9,73.4,229,49.3,26.6,14.8,9.2,229,27.1,46.3,16.2,10.5
113364403,"LANCASTER",13,"MANHEIM CENTRAL SD",8,66.2,67.9,278,41.0,25.2,20.9,12.9,278,38.8,29.1,17.3,14.7
113364403,"LANCASTER",13,"MANHEIM CENTRAL SD",11,64.9,77.9,245,35.9,29.0,19.2,15.9,245,36.7,41.2,9.4,12.7
113364503,"LANCASTER",13,"MANHEIM TOWNSHIP SD",3,89.0,83.0,426,65.0,24.0,7.0,4.0,426,44.0,39.0,10.0,7.0
113364503,"LANCASTER",13,"MANHEIM TOWNSHIP SD",5,78.7,79.8,450,50.9,27.8,13.8,7.6,450,37.1,42.7,10.0,10.2
113364503,"LANCASTER",13,"MANHEIM TOWNSHIP SD",8,80.6,77.5,458,48.9,31.7,11.6,7.9,458,43.9,33.6,12.4,10.0
113364503,"LANCASTER",13,"MANHEIM TOWNSHIP SD",11,75.6,81.3,369,46.3,29.3,12.7,11.7,369,52.6,28.7,8.7,10.0
113365203,"LANCASTER",13,"PENN MANOR SD",3,82.0,73.0,363,52.0,30.0,14.0,3.0,362,38.0,35.0,15.0,12.0
113365203,"LANCASTER",13,"PENN MANOR SD",5,80.9,66.9,405,44.9,36.0,12.3,6.7,405,20.5,46.4,18.5,14.6
113365203,"LANCASTER",13,"PENN MANOR SD",8,73.7,73.7,468,45.1,28.6,13.9,12.4,467,40.5,33.2,12.6,13.7
113365203,"LANCASTER",13,"PENN MANOR SD",11,62.8,70.1,442,31.4,31.4,19.2,17.9,441,28.6,41.5,14.3,15.6
113365303,"LANCASTER",13,"PEQUEA VALLEY SD",3,92.0,69.0,127,68.0,24.0,6.0,2.0,127,36.0,33.0,21.0,9.0
113365303,"LANCASTER",13,"PEQUEA VALLEY SD",5,82.2,74.4,129,45.0,37.2,13.2,4.7,129,30.2,44.2,15.5,10.1
113365303,"LANCASTER",13,"PEQUEA VALLEY SD",8,71.2,69.4,170,38.8,32.4,14.1,14.7,170,30.0,39.4,16.5,14.1
113365303,"LANCASTER",13,"PEQUEA VALLEY SD",11,57.2,76.3,173,28.9,28.3,22.5,20.2,173,43.4,32.9,8.7,15.0
113367003,"LANCASTER",13,"SOLANCO SD",3,86.0,81.0,266,53.0,33.0,9.0,5.0,265,39.0,42.0,11.0,8.0
113367003,"LANCASTER",13,"SOLANCO SD",5,81.7,78.5,269,54.6,27.1,12.6,5.6,269,33.5,45.0,12.3,9.3
113367003,"LANCASTER",13,"SOLANCO SD",8,74.3,69.2,318,49.1,25.2,16.7,9.1,318,36.5,32.7,18.6,12.3
113367003,"LANCASTER",13,"SOLANCO SD",11,54.0,74.9,302,27.8,26.2,21.2,24.8,299,37.1,37.8,9.4,15.7
113369003,"LANCASTER",13,"WARWICK SD",3,90.0,79.0,334,62.0,28.0,7.0,3.0,334,38.0,41.0,13.0,8.0
113369003,"LANCASTER",13,"WARWICK SD",5,77.9,72.4,338,45.9,32.0,14.8,7.4,338,26.0,46.4,13.9,13.6
113369003,"LANCASTER",13,"WARWICK SD",8,77.9,74.1,394,48.0,29.9,13.2,8.9,394,41.4,32.7,15.0,10.9
113369003,"LANCASTER",13,"WARWICK SD",11,64.4,77.6,388,34.0,30.4,15.5,20.1,387,40.1,37.5,8.3,14.2
104372003,"LAWRENCE",4,"ELLWOOD CITY AREA SD",3,88.0,69.0,146,49.0,39.0,8.0,4.0,146,33.0,36.0,20.0,11.0
104372003,"LAWRENCE",4,"ELLWOOD CITY AREA SD",5,79.8,63.7,158,41.8,38.0,15.2,5.1,157,17.2,46.5,22.3,14.0
104372003,"LAWRENCE",4,"ELLWOOD CITY AREA SD",8,65.8,71.9,178,41.6,24.2,12.4,21.9,178,42.7,29.2,12.9,15.2
104372003,"LAWRENCE",4,"ELLWOOD CITY AREA SD",11,69.6,84.8,158,31.0,38.6,17.7,12.7,158,48.1,36.7,8.9,6.3
104374003,"LAWRENCE",4,"LAUREL  SD",5,71.1,77.7,121,30.6,40.5,19.0,9.9,121,25.6,52.1,12.4,9.9
104374003,"LAWRENCE",4,"LAUREL  SD",8,69.3,59.0,117,32.5,36.8,21.4,9.4,117,27.4,31.6,27.4,13.7
104374003,"LAWRENCE",4,"LAUREL  SD",11,46.6,81.5,103,19.4,27.2,31.1,22.3,103,38.8,42.7,8.7,9.7
104374003,"LAWRENCE",4,"LAUREL SD",3,84.0,76.0,109,46.0,38.0,12.0,5.0,109,27.0,49.0,14.0,11.0
104375003,"LAWRENCE",4,"MOHAWK AREA SD",3,84.0,69.0,119,53.0,31.0,14.0,2.0,119,30.0,39.0,19.0,11.0
104375003,"LAWRENCE",4,"MOHAWK AREA SD",5,66.9,71.5,133,33.1,33.8,26.3,6.8,133,27.1,44.4,18.0,10.5
104375003,"LAWRENCE",4,"MOHAWK AREA SD",8,60.6,70.0,150,25.3,35.3,26.0,13.3,150,32.0,38.0,15.3,14.7
