"2006 PSSA District Level Results: % of Students at Each Performance Level (Full Academic Year)",,,,,,,,,,,,,,,,
"* Groups that have less than 10 students assessed are noted by an asterisk (*). Performance level totals may not add up to 100 due to rounding.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"AUN","County","IU","District Name","Grade","Number scored in Math","Math Advanced & Proficient","Math Advanced","Math Proficient","Math Basic","Math Below Basic","Number scored in Reading","Reading Advanced & Proficient","Reading Advanced","Reading Proficient","Reading Basic","Reading Below Basic"
119356603,"LACKAWANNA",19,"OLD FORGE SD",4,65,76.9,36.9,40.0,9.2,13.8,65,69.3,23.1,46.2,18.5,12.3
119356603,"LACKAWANNA",19,"OLD FORGE SD",5,59,59.3,28.8,30.5,25.4,15.3,59,61.1,11.9,49.2,22.0,16.9
119356603,"LACKAWANNA",19,"OLD FORGE SD",6,78,84.6,48.7,35.9,9.0,6.4,78,82.1,29.5,52.6,12.8,5.1
119356603,"LACKAWANNA",19,"OLD FORGE SD",7,89,77.6,46.1,31.5,14.6,7.9,88,79.6,43.2,36.4,10.2,10.2
119356603,"LACKAWANNA",19,"OLD FORGE SD",8,55,74.5,54.5,20.0,14.5,10.9,54,77.7,48.1,29.6,7.4,14.8
119356603,"LACKAWANNA",19,"OLD FORGE SD",11,79,54.5,12.7,41.8,26.6,19.0,79,79.8,38.0,41.8,11.4,8.9
119357003,"LACKAWANNA",19,"RIVERSIDE  SD",3,107,88.0,59.0,29.0,8.0,4.0,107,76.0,40.0,36.0,13.0,11.0
119357003,"LACKAWANNA",19,"RIVERSIDE  SD",4,99,75.8,48.5,27.3,11.1,13.1,99,72.7,24.2,48.5,10.1,17.2
119357003,"LACKAWANNA",19,"RIVERSIDE  SD",5,93,85.0,66.7,18.3,4.3,10.8,93,79.6,43.0,36.6,5.4,15.1
119357003,"LACKAWANNA",19,"RIVERSIDE  SD",6,101,83.2,54.5,28.7,10.9,5.9,101,76.3,41.6,34.7,15.8,7.9
119357003,"LACKAWANNA",19,"RIVERSIDE  SD",7,124,67.0,33.9,33.1,16.9,16.1,123,69.1,36.6,32.5,19.5,11.4
119357003,"LACKAWANNA",19,"RIVERSIDE  SD",8,113,51.3,26.5,24.8,23.9,24.8,111,58.5,25.2,33.3,20.7,20.7
119357003,"LACKAWANNA",19,"RIVERSIDE  SD",11,119,27.7,6.7,21.0,26.1,46.2,117,69.3,23.1,46.2,16.2,14.5
119357402,"LACKAWANNA",19,"SCRANTON SD",3,631,90.0,63.0,27.0,6.0,4.0,630,76.0,32.0,44.0,14.0,10.0
119357402,"LACKAWANNA",19,"SCRANTON SD",4,607,77.9,38.9,39.0,11.9,10.2,606,71.1,31.0,40.1,19.5,9.4
119357402,"LACKAWANNA",19,"SCRANTON SD",5,649,79.5,49.6,29.9,15.7,4.8,649,69.5,22.8,46.7,18.6,11.9
119357402,"LACKAWANNA",19,"SCRANTON SD",6,669,69.3,32.1,37.2,18.5,12.1,670,66.7,33.1,33.6,20.0,13.3
119357402,"LACKAWANNA",19,"SCRANTON SD",7,687,63.6,28.5,35.1,22.4,14.0,684,67.9,30.3,37.6,18.1,14.0
119357402,"LACKAWANNA",19,"SCRANTON SD",8,660,69.4,37.9,31.5,20.3,10.3,658,78.7,47.7,31.0,12.6,8.7
119357402,"LACKAWANNA",19,"SCRANTON SD",11,623,50.5,29.5,21.0,19.4,30.0,622,67.3,31.8,35.5,18.5,14.1
119358403,"LACKAWANNA",19,"VALLEY VIEW SD",3,190,86.0,52.0,34.0,8.0,6.0,189,73.0,35.0,38.0,14.0,13.0
119358403,"LACKAWANNA",19,"VALLEY VIEW SD",4,203,75.8,43.8,32.0,12.3,11.8,203,70.4,37.9,32.5,20.2,9.4
119358403,"LACKAWANNA",19,"VALLEY VIEW SD",5,203,64.5,33.0,31.5,20.7,14.8,202,62.4,19.8,42.6,18.8,18.8
119358403,"LACKAWANNA",19,"VALLEY VIEW SD",6,200,67.5,36.5,31.0,18.0,14.5,200,66.5,31.0,35.5,18.5,15.0
119358403,"LACKAWANNA",19,"VALLEY VIEW SD",7,215,60.9,33.0,27.9,17.7,21.4,215,65.1,31.6,33.5,22.3,12.6
119358403,"LACKAWANNA",19,"VALLEY VIEW SD",8,203,74.3,36.9,37.4,11.8,13.8,203,75.4,46.8,28.6,12.8,11.8
119358403,"LACKAWANNA",19,"VALLEY VIEW SD",11,201,55.2,31.8,23.4,16.9,27.9,199,72.4,36.2,36.2,16.1,11.6
113361303,"LANCASTER",13,"COCALICO SD",3,262,87.0,56.0,31.0,8.0,5.0,262,71.0,32.0,39.0,13.0,15.0
113361303,"LANCASTER",13,"COCALICO SD",4,220,80.5,55.0,25.5,10.9,8.6,220,70.4,38.6,31.8,18.2,11.4
113361303,"LANCASTER",13,"COCALICO SD",5,251,80.5,52.6,27.9,10.4,9.2,251,63.7,23.1,40.6,19.5,16.7
113361303,"LANCASTER",13,"COCALICO SD",6,277,82.3,49.8,32.5,12.3,5.4,276,69.2,35.9,33.3,18.1,12.7
113361303,"LANCASTER",13,"COCALICO SD",7,285,79.3,47.7,31.6,13.7,7.0,285,72.6,38.9,33.7,18.2,9.1
113361303,"LANCASTER",13,"COCALICO SD",8,262,79.7,51.5,28.2,11.8,8.4,262,82.8,54.2,28.6,9.9,7.3
113361303,"LANCASTER",13,"COCALICO SD",11,290,52.1,25.5,26.6,22.4,25.5,290,63.1,23.4,39.7,20.7,16.2
113361503,"LANCASTER",13,"COLUMBIA BOROUGH SD",3,104,81.0,63.0,18.0,11.0,8.0,104,74.0,30.0,44.0,13.0,13.0
113361503,"LANCASTER",13,"COLUMBIA BOROUGH SD",4,88,78.4,36.4,42.0,10.2,11.4,88,60.2,18.2,42.0,19.3,20.5
113361503,"LANCASTER",13,"COLUMBIA BOROUGH SD",5,94,58.5,28.7,29.8,25.5,16.0,94,50.0,19.1,30.9,25.5,24.5
113361503,"LANCASTER",13,"COLUMBIA BOROUGH SD",6,106,69.8,45.3,24.5,17.0,13.2,106,57.5,26.4,31.1,24.5,17.9
113361503,"LANCASTER",13,"COLUMBIA BOROUGH SD",7,106,51.0,23.6,27.4,19.8,29.2,106,44.4,14.2,30.2,23.6,32.1
113361503,"LANCASTER",13,"COLUMBIA BOROUGH SD",8,109,56.9,34.9,22.0,24.8,18.3,109,66.1,35.8,30.3,17.4,16.5
113361503,"LANCASTER",13,"COLUMBIA BOROUGH SD",11,107,25.2,11.2,14.0,15.9,58.9,107,47.7,13.1,34.6,18.7,33.6
113361703,"LANCASTER",13,"CONESTOGA VALLEY SD",3,270,86.0,56.0,30.0,9.0,5.0,267,70.0,30.0,40.0,13.0,16.0
113361703,"LANCASTER",13,"CONESTOGA VALLEY SD",4,295,84.7,57.6,27.1,7.1,8.1,295,77.9,46.4,31.5,12.2,9.8
113361703,"LANCASTER",13,"CONESTOGA VALLEY SD",5,291,79.8,54.0,25.8,11.7,8.6,292,68.5,24.3,44.2,16.8,14.7
113361703,"LANCASTER",13,"CONESTOGA VALLEY SD",6,312,82.1,59.3,22.8,12.2,5.8,312,80.5,49.7,30.8,12.8,6.7
113361703,"LANCASTER",13,"CONESTOGA VALLEY SD",7,304,73.4,39.5,33.9,15.1,11.5,305,74.7,33.1,41.6,16.7,8.5
113361703,"LANCASTER",13,"CONESTOGA VALLEY SD",8,289,76.5,48.8,27.7,11.1,12.5,289,80.3,47.1,33.2,9.7,10.0
113361703,"LANCASTER",13,"CONESTOGA VALLEY SD",11,327,67.9,37.3,30.6,16.5,15.6,328,75.6,38.4,37.2,15.5,8.8
113362203,"LANCASTER",13,"DONEGAL SD",3,172,85.0,48.0,37.0,9.0,6.0,171,72.0,32.0,40.0,16.0,12.0
113362203,"LANCASTER",13,"DONEGAL SD",4,170,70.6,27.1,43.5,14.7,14.7,170,63.5,19.4,44.1,23.5,12.9
113362203,"LANCASTER",13,"DONEGAL SD",5,207,56.5,24.6,31.9,30.9,12.6,207,54.6,10.6,44.0,27.5,17.9
113362203,"LANCASTER",13,"DONEGAL SD",6,210,64.2,25.2,39.0,19.5,16.2,210,66.1,27.1,39.0,22.9,11.0
113362203,"LANCASTER",13,"DONEGAL SD",7,213,62.0,29.6,32.4,22.1,16.0,213,64.3,27.7,36.6,21.6,14.1
113362203,"LANCASTER",13,"DONEGAL SD",8,190,62.1,31.6,30.5,20.0,17.9,190,70.0,44.2,25.8,14.7,15.3
113362203,"LANCASTER",13,"DONEGAL SD",11,204,57.4,30.9,26.5,16.7,26.0,204,71.1,36.8,34.3,10.8,18.1
113362303,"LANCASTER",13,"EASTERN LANCASTER CO SD",3,194,88.0,59.0,29.0,8.0,4.0,194,72.0,34.0,38.0,17.0,11.0
113362303,"LANCASTER",13,"EASTERN LANCASTER CO SD",4,233,87.1,60.1,27.0,5.6,7.3,231,76.7,35.1,41.6,17.7,5.6
113362303,"LANCASTER",13,"EASTERN LANCASTER CO SD",5,242,79.7,54.1,25.6,13.2,7.0,242,65.7,24.8,40.9,19.8,14.5
113362303,"LANCASTER",13,"EASTERN LANCASTER CO SD",6,281,86.8,57.3,29.5,6.8,6.4,280,79.6,45.0,34.6,12.9,7.5
113362303,"LANCASTER",13,"EASTERN LANCASTER CO SD",7,248,79.5,46.0,33.5,11.7,8.9,248,83.9,48.4,35.5,8.9,7.3
113362303,"LANCASTER",13,"EASTERN LANCASTER CO SD",8,272,77.6,51.5,26.1,15.4,7.0,271,86.0,58.7,27.3,6.6,7.4
113362303,"LANCASTER",13,"EASTERN LANCASTER CO SD",11,278,58.0,33.5,24.5,18.3,23.7,277,70.4,33.6,36.8,15.9,13.7
113362403,"LANCASTER",13,"ELIZABETHTOWN AREA SD",3,270,85.0,50.0,35.0,12.0,3.0,269,72.0,34.0,38.0,17.0,11.0
113362403,"LANCASTER",13,"ELIZABETHTOWN AREA SD",4,284,76.7,39.4,37.3,12.7,10.6,284,75.7,32.0,43.7,12.7,11.6
113362403,"LANCASTER",13,"ELIZABETHTOWN AREA SD",5,286,78.7,51.4,27.3,13.6,7.7,286,69.6,22.4,47.2,18.5,11.9
113362403,"LANCASTER",13,"ELIZABETHTOWN AREA SD",6,311,63.6,25.7,37.9,19.9,16.4,312,65.7,34.3,31.4,17.3,17.0
113362403,"LANCASTER",13,"ELIZABETHTOWN AREA SD",7,335,78.5,51.3,27.2,11.6,9.9,335,77.6,45.1,32.5,14.0,8.4
113362403,"LANCASTER",13,"ELIZABETHTOWN AREA SD",8,301,74.8,50.2,24.6,15.0,10.3,301,81.1,52.5,28.6,8.6,10.3
113362403,"LANCASTER",13,"ELIZABETHTOWN AREA SD",11,324,64.5,34.6,29.9,17.0,18.5,324,72.6,31.2,41.4,18.5,9.0
113362603,"LANCASTER",13,"EPHRATA AREA SD",3,245,88.0,57.0,31.0,9.0,3.0,245,69.0,35.0,34.0,15.0,16.0
113362603,"LANCASTER",13,"EPHRATA AREA SD",4,295,84.4,52.9,31.5,8.8,6.8,295,74.9,42.4,32.5,16.3,8.8
113362603,"LANCASTER",13,"EPHRATA AREA SD",5,305,79.0,53.1,25.9,16.7,4.3,305,66.2,24.6,41.6,15.4,18.4
113362603,"LANCASTER",13,"EPHRATA AREA SD",6,304,72.1,33.6,38.5,14.1,13.8,302,67.6,31.5,36.1,18.5,13.9
113362603,"LANCASTER",13,"EPHRATA AREA SD",7,318,70.1,40.9,29.2,16.4,13.5,317,74.5,40.1,34.4,14.8,10.7
113362603,"LANCASTER",13,"EPHRATA AREA SD",8,283,71.0,43.1,27.9,14.8,14.1,281,81.2,48.8,32.4,7.5,11.4
113362603,"LANCASTER",13,"EPHRATA AREA SD",11,294,61.3,32.7,28.6,16.0,22.8,293,64.8,30.7,34.1,16.4,18.8
113363103,"LANCASTER",13,"HEMPFIELD  SD",3,469,91.0,68.0,23.0,7.0,2.0,470,85.0,47.0,38.0,7.0,8.0
113363103,"LANCASTER",13,"HEMPFIELD  SD",4,504,85.3,48.2,37.1,7.9,6.7,504,80.0,42.3,37.7,12.1,7.9
113363103,"LANCASTER",13,"HEMPFIELD  SD",5,508,70.9,40.4,30.5,20.1,9.1,507,77.0,32.0,45.0,12.0,11.0
113363103,"LANCASTER",13,"HEMPFIELD  SD",6,560,79.6,51.6,28.0,13.6,6.8,558,81.7,48.4,33.3,12.5,5.7
113363103,"LANCASTER",13,"HEMPFIELD  SD",7,566,76.0,54.6,21.4,11.3,12.7,565,78.2,46.7,31.5,13.8,8.0
113363103,"LANCASTER",13,"HEMPFIELD  SD",8,606,79.1,55.8,23.3,11.6,9.4,600,81.5,56.8,24.7,9.8,8.7
113363103,"LANCASTER",13,"HEMPFIELD  SD",11,570,74.1,49.5,24.6,10.4,15.6,569,75.6,38.5,37.1,14.8,9.7
113363603,"LANCASTER",13,"LAMPETER-STRASBURG SD",3,215,96.0,73.0,23.0,4.0,1.0,215,86.0,47.0,39.0,10.0,4.0
113363603,"LANCASTER",13,"LAMPETER-STRASBURG SD",4,266,90.3,56.8,33.5,5.3,4.5,267,83.2,45.7,37.5,11.2,5.6
113363603,"LANCASTER",13,"LAMPETER-STRASBURG SD",5,233,72.9,43.3,29.6,20.2,6.9,233,80.7,34.8,45.9,9.9,9.4
113363603,"LANCASTER",13,"LAMPETER-STRASBURG SD",6,261,77.8,46.4,31.4,13.4,8.8,261,81.6,47.1,34.5,11.9,6.5
113363603,"LANCASTER",13,"LAMPETER-STRASBURG SD",7,259,78.0,46.3,31.7,15.1,6.9,259,88.1,56.4,31.7,7.3,4.6
113363603,"LANCASTER",13,"LAMPETER-STRASBURG SD",8,286,84.6,62.2,22.4,9.1,6.3,285,90.2,64.2,26.0,4.6,5.3
113363603,"LANCASTER",13,"LAMPETER-STRASBURG SD",11,237,68.8,38.8,30.0,15.6,15.6,235,77.0,38.3,38.7,13.6,9.4
113364002,"LANCASTER",13,"LANCASTER SD",3,813,66.0,35.0,31.0,20.0,15.0,808,48.0,15.0,33.0,22.0,29.0
113364002,"LANCASTER",13,"LANCASTER SD",4,786,60.8,22.8,38.0,14.8,24.4,785,41.8,13.4,28.4,26.8,31.5
113364002,"LANCASTER",13,"LANCASTER SD",5,809,53.9,27.7,26.2,25.0,21.1,809,42.6,12.6,30.0,20.6,36.7
113364002,"LANCASTER",13,"LANCASTER SD",6,765,51.0,23.7,27.3,22.5,26.5,764,43.6,15.2,28.4,24.0,32.5
113364002,"LANCASTER",13,"LANCASTER SD",7,797,49.7,22.3,27.4,20.1,30.2,795,43.6,15.3,28.3,23.9,32.5
113364002,"LANCASTER",13,"LANCASTER SD",8,761,42.4,17.6,24.8,26.0,31.5,758,46.6,17.8,28.8,21.1,32.3
113364002,"LANCASTER",13,"LANCASTER SD",11,496,31.0,12.5,18.5,22.8,46.2,494,42.2,12.8,29.4,24.5,33.4
113364403,"LANCASTER",13,"MANHEIM CENTRAL SD",3,194,85.0,60.0,25.0,10.0,5.0,194,77.0,38.0,39.0,11.0,11.0
113364403,"LANCASTER",13,"MANHEIM CENTRAL SD",4,221,87.8,54.3,33.5,4.1,8.1,221,79.1,44.3,34.8,11.8,9.0
113364403,"LANCASTER",13,"MANHEIM CENTRAL SD",5,201,71.7,41.8,29.9,17.4,10.9,200,64.0,19.0,45.0,16.0,20.0
113364403,"LANCASTER",13,"MANHEIM CENTRAL SD",6,236,73.3,47.5,25.8,15.7,11.0,236,73.3,37.7,35.6,16.5,10.2
113364403,"LANCASTER",13,"MANHEIM CENTRAL SD",7,246,75.2,48.4,26.8,13.0,11.8,246,74.8,41.1,33.7,10.6,14.6
113364403,"LANCASTER",13,"MANHEIM CENTRAL SD",8,239,66.9,38.9,28.0,19.2,13.8,239,78.3,44.4,33.9,11.3,10.5
113364403,"LANCASTER",13,"MANHEIM CENTRAL SD",11,247,59.9,31.6,28.3,20.2,19.8,247,70.8,34.4,36.4,15.0,14.2
113364503,"LANCASTER",13,"MANHEIM TOWNSHIP SD",3,403,92.0,68.0,24.0,5.0,3.0,403,84.0,46.0,38.0,8.0,7.0
113364503,"LANCASTER",13,"MANHEIM TOWNSHIP SD",4,436,90.6,63.8,26.8,3.2,6.2,436,85.1,53.4,31.7,10.1,4.8
113364503,"LANCASTER",13,"MANHEIM TOWNSHIP SD",5,402,82.6,52.5,30.1,11.9,5.5,402,75.3,31.8,43.5,14.4,10.2
113364503,"LANCASTER",13,"MANHEIM TOWNSHIP SD",6,471,78.7,50.7,28.0,11.5,9.8,468,79.5,50.0,29.5,12.0,8.5
113364503,"LANCASTER",13,"MANHEIM TOWNSHIP SD",7,421,85.8,50.4,35.4,8.3,5.9,421,85.3,50.4,34.9,10.0,4.8
113364503,"LANCASTER",13,"MANHEIM TOWNSHIP SD",8,397,82.7,46.9,35.8,11.6,5.8,396,90.4,65.7,24.7,6.1,3.5
113364503,"LANCASTER",13,"MANHEIM TOWNSHIP SD",11,415,75.9,58.3,17.6,11.6,12.5,414,83.0,54.3,28.7,9.9,7.0
113365203,"LANCASTER",13,"PENN MANOR SD",3,362,88.0,60.0,28.0,9.0,3.0,360,77.0,34.0,43.0,14.0,10.0
113365203,"LANCASTER",13,"PENN MANOR SD",4,366,84.2,49.2,35.0,8.5,7.4,366,75.4,35.0,40.4,14.8,9.8
113365203,"LANCASTER",13,"PENN MANOR SD",5,349,75.9,44.1,31.8,16.3,7.7,349,65.3,22.3,43.0,18.9,15.8
113365203,"LANCASTER",13,"PENN MANOR SD",6,415,78.5,43.1,35.4,12.3,9.2,415,73.0,38.1,34.9,18.3,8.7
113365203,"LANCASTER",13,"PENN MANOR SD",7,424,84.2,56.4,27.8,9.9,5.9,423,78.5,42.3,36.2,14.9,6.6
113365203,"LANCASTER",13,"PENN MANOR SD",8,453,73.3,46.6,26.7,17.2,9.5,453,78.6,51.2,27.4,12.8,8.6
113365203,"LANCASTER",13,"PENN MANOR SD",11,447,70.7,41.4,29.3,17.2,12.1,447,78.1,38.7,39.4,12.8,9.2
113365303,"LANCASTER",13,"PEQUEA VALLEY SD",3,146,89.0,66.0,23.0,8.0,2.0,146,76.0,34.0,42.0,10.0,14.0
113365303,"LANCASTER",13,"PEQUEA VALLEY SD",4,129,87.6,50.4,37.2,9.3,3.1,129,70.6,32.6,38.0,20.9,8.5
113365303,"LANCASTER",13,"PEQUEA VALLEY SD",5,137,78.1,51.8,26.3,18.2,3.6,137,71.5,22.6,48.9,14.6,13.9
113365303,"LANCASTER",13,"PEQUEA VALLEY SD",6,130,69.3,30.8,38.5,13.1,17.7,130,63.8,26.9,36.9,20.8,15.4
113365303,"LANCASTER",13,"PEQUEA VALLEY SD",7,161,56.5,18.6,37.9,20.5,23.0,161,67.1,29.2,37.9,19.9,13.0
113365303,"LANCASTER",13,"PEQUEA VALLEY SD",8,156,69.3,41.7,27.6,16.0,14.7,156,67.3,37.2,30.1,16.7,16.0
113365303,"LANCASTER",13,"PEQUEA VALLEY SD",11,148,56.1,33.8,22.3,18.2,25.7,149,68.5,35.6,32.9,16.1,15.4
113367003,"LANCASTER",13,"SOLANCO SD",3,286,87.0,57.0,30.0,8.0,5.0,286,79.0,39.0,40.0,13.0,9.0
113367003,"LANCASTER",13,"SOLANCO SD",4,272,84.6,52.6,32.0,8.1,7.4,272,81.2,46.3,34.9,11.0,7.7
113367003,"LANCASTER",13,"SOLANCO SD",5,272,82.0,54.8,27.2,9.6,8.5,272,76.8,34.2,42.6,12.5,10.7
113367003,"LANCASTER",13,"SOLANCO SD",6,286,77.3,45.5,31.8,11.9,10.8,285,74.4,46.7,27.7,15.8,9.8
113367003,"LANCASTER",13,"SOLANCO SD",7,279,82.4,52.3,30.1,10.4,7.2,279,79.2,35.5,43.7,12.2,8.6
113367003,"LANCASTER",13,"SOLANCO SD",8,329,75.4,47.7,27.7,16.7,7.9,329,80.9,53.5,27.4,10.9,8.2
113367003,"LANCASTER",13,"SOLANCO SD",11,320,54.4,28.1,26.3,19.1,26.6,319,72.1,33.9,38.2,13.8,14.1
113369003,"LANCASTER",13,"WARWICK SD",3,351,88.0,56.0,32.0,8.0,4.0,351,77.0,33.0,44.0,13.0,10.0
113369003,"LANCASTER",13,"WARWICK SD",4,339,90.5,56.0,34.5,4.1,5.3,338,81.3,41.1,40.2,9.8,8.9
113369003,"LANCASTER",13,"WARWICK SD",5,368,79.0,53.5,25.5,12.5,8.4,368,66.3,19.3,47.0,19.0,14.7
113369003,"LANCASTER",13,"WARWICK SD",6,355,79.1,48.7,30.4,10.7,10.1,352,73.9,37.8,36.1,15.6,10.5
113369003,"LANCASTER",13,"WARWICK SD",7,350,81.7,56.0,25.7,11.1,7.1,350,83.5,44.9,38.6,10.0,6.6
113369003,"LANCASTER",13,"WARWICK SD",8,369,72.6,47.7,24.9,15.4,11.9,369,77.5,49.3,28.2,12.2,10.3
113369003,"LANCASTER",13,"WARWICK SD",11,353,61.2,34.6,26.6,16.1,22.7,351,74.6,41.0,33.6,10.8,14.5
104372003,"LAWRENCE",4,"ELLWOOD CITY AREA SD",3,157,82.0,46.0,36.0,12.0,5.0,157,72.0,27.0,45.0,15.0,13.0
104372003,"LAWRENCE",4,"ELLWOOD CITY AREA SD",4,143,77.7,36.4,41.3,10.5,11.9,143,72.1,23.1,49.0,18.2,9.8
104372003,"LAWRENCE",4,"ELLWOOD CITY AREA SD",5,172,69.8,34.3,35.5,18.0,12.2,172,64.5,18.0,46.5,18.6,16.9
104372003,"LAWRENCE",4,"ELLWOOD CITY AREA SD",6,160,79.4,42.5,36.9,12.5,8.1,160,70.0,32.5,37.5,20.6,9.4
104372003,"LAWRENCE",4,"ELLWOOD CITY AREA SD",7,175,73.8,38.9,34.9,13.7,12.6,175,73.1,33.7,39.4,15.4,11.4
104372003,"LAWRENCE",4,"ELLWOOD CITY AREA SD",8,164,67.7,31.7,36.0,22.0,10.4,164,79.8,52.4,27.4,11.6,8.5
104372003,"LAWRENCE",4,"ELLWOOD CITY AREA SD",11,159,52.8,28.3,24.5,21.4,25.8,159,71.7,28.9,42.8,17.6,10.7
104374003,"LAWRENCE",4,"LAUREL  SD",3,90,88.0,61.0,27.0,7.0,6.0,90,62.0,22.0,40.0,21.0,17.0
104374003,"LAWRENCE",4,"LAUREL  SD",4,111,69.3,39.6,29.7,14.4,16.2,111,67.5,28.8,38.7,24.3,8.1
104374003,"LAWRENCE",4,"LAUREL  SD",5,104,60.6,26.9,33.7,25.0,14.4,104,66.4,21.2,45.2,15.4,18.3
104374003,"LAWRENCE",4,"LAUREL  SD",6,126,83.3,47.6,35.7,7.9,8.7,126,80.9,35.7,45.2,10.3,8.7
104374003,"LAWRENCE",4,"LAUREL  SD",7,116,83.6,34.5,49.1,10.3,6.0,116,75.8,40.5,35.3,15.5,8.6
104374003,"LAWRENCE",4,"LAUREL  SD",8,122,52.4,21.3,31.1,23.0,24.6,122,71.3,36.9,34.4,15.6,13.1
104374003,"LAWRENCE",4,"LAUREL  SD",11,97,47.4,19.6,27.8,20.6,32.0,97,73.2,28.9,44.3,11.3,15.5
104375003,"LAWRENCE",4,"MOHAWK AREA SD",3,138,85.0,55.0,30.0,11.0,4.0,138,67.0,28.0,39.0,18.0,14.0
104375003,"LAWRENCE",4,"MOHAWK AREA SD",4,113,72.6,41.6,31.0,12.4,15.0,113,65.5,22.1,43.4,21.2,13.3
104375003,"LAWRENCE",4,"MOHAWK AREA SD",5,140,64.3,30.7,33.6,25.7,10.0,139,59.0,13.7,45.3,20.9,20.1
104375003,"LAWRENCE",4,"MOHAWK AREA SD",6,133,81.2,54.9,26.3,12.0,6.8,133,72.2,37.6,34.6,24.1,3.8
104375003,"LAWRENCE",4,"MOHAWK AREA SD",7,162,50.6,22.8,27.8,27.2,22.2,161,67.7,32.9,34.8,23.0,9.3
104375003,"LAWRENCE",4,"MOHAWK AREA SD",8,167,58.0,30.5,27.5,18.6,23.4,167,70.0,44.9,25.1,12.0,18.0
104375003,"LAWRENCE",4,"MOHAWK AREA SD",11,150,55.4,20.7,34.7,25.3,19.3,150,72.6,35.3,37.3,18.0,9.3
104375203,"LAWRENCE",4,"NESHANNOCK TOWNSHIP SD",3,108,93.0,63.0,30.0,5.0,3.0,107,72.0,25.0,47.0,16.0,12.0
104375203,"LAWRENCE",4,"NESHANNOCK TOWNSHIP SD",4,102,75.5,30.4,45.1,9.8,14.7,103,74.7,33.0,41.7,16.5,8.7
104375203,"LAWRENCE",4,"NESHANNOCK TOWNSHIP SD",5,86,76.7,43.0,33.7,17.4,5.8,86,73.2,24.4,48.8,17.4,9.3
104375203,"LAWRENCE",4,"NESHANNOCK TOWNSHIP SD",6,113,79.6,50.4,29.2,11.5,8.8,113,71.7,35.4,36.3,16.8,11.5
104375203,"LAWRENCE",4,"NESHANNOCK TOWNSHIP SD",7,111,78.3,45.9,32.4,17.1,4.5,111,81.9,36.9,45.0,14.4,3.6
104375203,"LAWRENCE",4,"NESHANNOCK TOWNSHIP SD",8,108,77.8,38.9,38.9,13.9,8.3,108,81.5,50.0,31.5,10.2,8.3
104375203,"LAWRENCE",4,"NESHANNOCK TOWNSHIP SD",11,117,71.8,39.3,32.5,17.1,11.1,117,86.3,43.6,42.7,10.3,3.4
104375302,"LAWRENCE",4,"NEW CASTLE AREA SD",3,238,84.0,60.0,24.0,11.0,6.0,234,69.0,27.0,42.0,15.0,16.0
104375302,"LAWRENCE",4,"NEW CASTLE AREA SD",4,268,73.9,29.9,44.0,16.8,9.3,267,59.2,21.7,37.5,24.0,16.9
104375302,"LAWRENCE",4,"NEW CASTLE AREA SD",5,284,66.2,35.2,31.0,21.1,12.7,281,62.3,15.3,47.0,18.5,19.2
104375302,"LAWRENCE",4,"NEW CASTLE AREA SD",6,277,63.9,29.2,34.7,18.8,17.3,278,53.2,20.5,32.7,24.1,22.7
104375302,"LAWRENCE",4,"NEW CASTLE AREA SD",7,289,48.8,15.9,32.9,23.2,28.0,288,54.5,18.4,36.1,16.7,28.8
104375302,"LAWRENCE",4,"NEW CASTLE AREA SD",8,306,45.1,20.6,24.5,26.5,28.4,305,53.1,26.2,26.9,19.7,27.2
104375302,"LAWRENCE",4,"NEW CASTLE AREA SD",11,189,41.3,23.8,17.5,18.0,40.7,189,54.0,16.4,37.6,23.3,22.8
104376203,"LAWRENCE",4,"SHENANGO AREA SD",3,78,95.0,73.0,22.0,4.0,1.0,78,80.0,35.0,45.0,12.0,9.0
104376203,"LAWRENCE",4,"SHENANGO AREA SD",4,122,74.6,36.9,37.7,10.7,14.8,121,61.2,24.0,37.2,28.9,9.9
104376203,"LAWRENCE",4,"SHENANGO AREA SD",5,91,71.5,42.9,28.6,17.6,11.0,91,60.5,22.0,38.5,14.3,25.3
104376203,"LAWRENCE",4,"SHENANGO AREA SD",6,106,78.3,50.0,28.3,17.0,4.7,106,77.4,34.9,42.5,17.0,5.7
104376203,"LAWRENCE",4,"SHENANGO AREA SD",7,112,83.0,48.2,34.8,7.1,9.8,111,77.4,36.0,41.4,11.7,10.8
104376203,"LAWRENCE",4,"SHENANGO AREA SD",8,106,67.0,36.8,30.2,16.0,17.0,106,65.1,38.7,26.4,16.0,18.9
104376203,"LAWRENCE",4,"SHENANGO AREA SD",11,95,41.0,18.9,22.1,25.3,33.7,95,66.4,23.2,43.2,24.2,9.5
104377003,"LAWRENCE",4,"UNION AREA SD",3,49,92.0,78.0,14.0,4.0,4.0,49,86.0,45.0,41.0,6.0,8.0
104377003,"LAWRENCE",4,"UNION AREA SD",4,65,83.1,50.8,32.3,9.2,7.7,64,71.9,32.8,39.1,14.1,14.1
104377003,"LAWRENCE",4,"UNION AREA SD",5,65,67.7,36.9,30.8,16.9,15.4,66,59.1,19.7,39.4,18.2,22.7
104377003,"LAWRENCE",4,"UNION AREA SD",6,58,81.0,53.4,27.6,10.3,8.6,58,70.7,29.3,41.4,15.5,13.8
