"2006 PSSA District Level Results: % of Students at Each Performance Level (Full Academic Year)",,,,,,,,,,,,,,,,
"* Groups that have less than 10 students assessed are noted by an asterisk (*). Performance level totals may not add up to 100 due to rounding.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"AUN","County","IU","District Name","Grade","Number scored in Math","Math Advanced & Proficient","Math Advanced","Math Proficient","Math Basic","Math Below Basic","Number scored in Reading","Reading Advanced & Proficient","Reading Advanced","Reading Proficient","Reading Basic","Reading Below Basic"
101301303,"GREENE",1,"CARMICHAELS AREA SD",3,66,91.0,56.0,35.0,6.0,3.0,66,78.0,30.0,48.0,8.0,14.0
101301303,"GREENE",1,"CARMICHAELS AREA SD",4,62,72.5,43.5,29.0,11.3,16.1,62,62.9,30.6,32.3,8.1,29.0
101301303,"GREENE",1,"CARMICHAELS AREA SD",5,95,53.7,29.5,24.2,26.3,20.0,95,46.3,14.7,31.6,15.8,37.9
101301303,"GREENE",1,"CARMICHAELS AREA SD",6,74,86.5,54.1,32.4,8.1,5.4,74,64.8,27.0,37.8,23.0,12.2
101301303,"GREENE",1,"CARMICHAELS AREA SD",7,96,62.5,28.1,34.4,17.7,19.8,96,54.1,15.6,38.5,21.9,24.0
101301303,"GREENE",1,"CARMICHAELS AREA SD",8,86,41.8,11.6,30.2,29.1,29.1,86,53.5,23.3,30.2,15.1,31.4
101301303,"GREENE",1,"CARMICHAELS AREA SD",11,86,30.2,9.3,20.9,22.1,47.7,85,50.6,20.0,30.6,18.8,30.6
101301403,"GREENE",1,"CENTRAL GREENE SD",3,140,73.0,39.0,34.0,19.0,9.0,140,53.0,16.0,37.0,17.0,29.0
101301403,"GREENE",1,"CENTRAL GREENE SD",4,158,81.0,56.3,24.7,8.9,10.1,158,58.2,25.9,32.3,22.2,19.6
101301403,"GREENE",1,"CENTRAL GREENE SD",5,164,57.9,36.6,21.3,24.4,17.7,164,43.9,10.4,33.5,24.4,31.7
101301403,"GREENE",1,"CENTRAL GREENE SD",6,165,72.8,37.6,35.2,17.0,10.3,165,58.2,22.4,35.8,25.5,16.4
101301403,"GREENE",1,"CENTRAL GREENE SD",7,177,66.1,34.5,31.6,15.3,18.6,177,57.0,25.4,31.6,20.3,22.6
101301403,"GREENE",1,"CENTRAL GREENE SD",8,199,59.8,34.2,25.6,20.6,19.6,198,63.1,29.3,33.8,10.6,26.3
101301403,"GREENE",1,"CENTRAL GREENE SD",11,173,56.1,29.5,26.6,17.9,26.0,173,60.1,23.7,36.4,17.9,22.0
101303503,"GREENE",1,"JEFFERSON-MORGAN SD",3,57,85.0,60.0,25.0,7.0,9.0,57,76.0,23.0,53.0,12.0,12.0
101303503,"GREENE",1,"JEFFERSON-MORGAN SD",4,62,71.0,24.2,46.8,12.9,16.1,62,59.7,19.4,40.3,22.6,17.7
101303503,"GREENE",1,"JEFFERSON-MORGAN SD",5,72,61.1,23.6,37.5,23.6,15.3,72,56.9,8.3,48.6,13.9,29.2
101303503,"GREENE",1,"JEFFERSON-MORGAN SD",6,58,62.1,25.9,36.2,20.7,17.2,56,55.4,26.8,28.6,28.6,16.1
101303503,"GREENE",1,"JEFFERSON-MORGAN SD",7,68,61.7,23.5,38.2,19.1,19.1,68,61.7,27.9,33.8,20.6,17.6
101303503,"GREENE",1,"JEFFERSON-MORGAN SD",8,76,43.4,11.8,31.6,27.6,28.9,76,69.7,36.8,32.9,11.8,18.4
101303503,"GREENE",1,"JEFFERSON-MORGAN SD",11,92,32.6,10.9,21.7,18.5,48.9,92,54.3,15.2,39.1,26.1,19.6
101306503,"GREENE",1,"SOUTHEASTERN GREENE SD",3,35,77.0,40.0,37.0,20.0,3.0,35,52.0,23.0,29.0,20.0,29.0
101306503,"GREENE",1,"SOUTHEASTERN GREENE SD",4,45,71.1,33.3,37.8,17.8,11.1,45,57.8,17.8,40.0,26.7,15.6
101306503,"GREENE",1,"SOUTHEASTERN GREENE SD",5,43,39.6,16.3,23.3,27.9,32.6,43,37.2,9.3,27.9,25.6,37.2
101306503,"GREENE",1,"SOUTHEASTERN GREENE SD",6,60,45.0,18.3,26.7,26.7,28.3,60,50.0,20.0,30.0,28.3,21.7
101306503,"GREENE",1,"SOUTHEASTERN GREENE SD",7,66,24.3,7.6,16.7,34.8,40.9,66,45.5,7.6,37.9,25.8,28.8
101306503,"GREENE",1,"SOUTHEASTERN GREENE SD",8,62,22.6,8.1,14.5,22.6,54.8,61,36.1,11.5,24.6,24.6,39.3
101306503,"GREENE",1,"SOUTHEASTERN GREENE SD",11,45,13.3,2.2,11.1,13.3,73.3,45,53.3,22.2,31.1,20.0,26.7
101308503,"GREENE",1,"WEST GREENE SD",3,56,89.0,59.0,30.0,5.0,5.0,56,64.0,16.0,48.0,18.0,18.0
101308503,"GREENE",1,"WEST GREENE SD",4,59,74.6,25.4,49.2,15.3,10.2,59,62.7,22.0,40.7,20.3,16.9
101308503,"GREENE",1,"WEST GREENE SD",5,66,71.2,33.3,37.9,19.7,9.1,66,50.0,15.2,34.8,22.7,27.3
101308503,"GREENE",1,"WEST GREENE SD",6,77,66.3,45.5,20.8,19.5,14.3,77,71.5,29.9,41.6,16.9,11.7
101308503,"GREENE",1,"WEST GREENE SD",7,82,61.0,36.6,24.4,22.0,17.1,82,61.0,30.5,30.5,26.8,12.2
101308503,"GREENE",1,"WEST GREENE SD",8,64,46.9,26.6,20.3,25.0,28.1,64,54.7,34.4,20.3,17.2,28.1
101308503,"GREENE",1,"WEST GREENE SD",11,52,44.2,11.5,32.7,17.3,38.5,52,50.0,9.6,40.4,15.4,34.6
111312503,"HUNTINGDON",11,"HUNTINGDON AREA SD",3,153,88.0,59.0,29.0,7.0,5.0,153,66.0,22.0,44.0,20.0,14.0
111312503,"HUNTINGDON",11,"HUNTINGDON AREA SD",4,157,79.6,47.8,31.8,7.0,13.4,157,66.9,26.1,40.8,19.1,14.0
111312503,"HUNTINGDON",11,"HUNTINGDON AREA SD",5,166,78.3,52.4,25.9,15.1,6.6,166,65.6,28.9,36.7,16.3,18.1
111312503,"HUNTINGDON",11,"HUNTINGDON AREA SD",6,172,73.2,46.5,26.7,16.3,10.5,172,66.8,33.7,33.1,19.2,14.0
111312503,"HUNTINGDON",11,"HUNTINGDON AREA SD",7,171,76.0,52.0,24.0,12.3,11.7,172,66.8,30.8,36.0,12.8,20.3
111312503,"HUNTINGDON",11,"HUNTINGDON AREA SD",8,180,65.6,45.0,20.6,22.8,11.7,180,69.4,38.3,31.1,11.7,18.9
111312503,"HUNTINGDON",11,"HUNTINGDON AREA SD",11,188,49.5,21.3,28.2,17.6,33.0,188,58.0,26.6,31.4,20.7,21.3
111312804,"HUNTINGDON",11,"JUNIATA VALLEY SD",3,72,71.0,33.0,38.0,25.0,4.0,72,47.0,11.0,36.0,29.0,24.0
111312804,"HUNTINGDON",11,"JUNIATA VALLEY SD",4,50,82.0,48.0,34.0,14.0,4.0,50,68.0,26.0,42.0,24.0,8.0
111312804,"HUNTINGDON",11,"JUNIATA VALLEY SD",5,65,73.9,26.2,47.7,16.9,9.2,65,63.1,26.2,36.9,18.5,18.5
111312804,"HUNTINGDON",11,"JUNIATA VALLEY SD",6,67,79.1,43.3,35.8,6.0,14.9,67,67.2,40.3,26.9,16.4,16.4
111312804,"HUNTINGDON",11,"JUNIATA VALLEY SD",7,62,79.0,43.5,35.5,8.1,12.9,62,74.2,27.4,46.8,14.5,11.3
111312804,"HUNTINGDON",11,"JUNIATA VALLEY SD",8,62,64.5,33.9,30.6,12.9,22.6,62,70.9,41.9,29.0,14.5,14.5
111312804,"HUNTINGDON",11,"JUNIATA VALLEY SD",11,53,37.7,26.4,11.3,22.6,39.6,53,62.2,24.5,37.7,15.1,22.6
111316003,"HUNTINGDON",11,"MOUNT UNION AREA SD",3,121,85.0,62.0,23.0,6.0,9.0,121,65.0,18.0,47.0,20.0,15.0
111316003,"HUNTINGDON",11,"MOUNT UNION AREA SD",4,97,78.3,37.1,41.2,8.2,13.4,97,61.9,19.6,42.3,19.6,18.6
111316003,"HUNTINGDON",11,"MOUNT UNION AREA SD",5,113,73.5,43.4,30.1,16.8,9.7,113,62.8,17.7,45.1,20.4,16.8
111316003,"HUNTINGDON",11,"MOUNT UNION AREA SD",6,97,62.9,30.9,32.0,18.6,18.6,97,57.7,17.5,40.2,28.9,13.4
111316003,"HUNTINGDON",11,"MOUNT UNION AREA SD",7,118,61.0,30.5,30.5,19.5,19.5,117,47.0,12.8,34.2,27.4,25.6
111316003,"HUNTINGDON",11,"MOUNT UNION AREA SD",8,126,58.7,22.2,36.5,20.6,20.6,126,53.2,23.0,30.2,17.5,29.4
111316003,"HUNTINGDON",11,"MOUNT UNION AREA SD",11,108,25.0,13.9,11.1,22.2,52.8,108,45.4,21.3,24.1,17.6,37.0
111317503,"HUNTINGDON",11,"SOUTHERN HUNTINGDON COUNTY SD",3,93,88.0,48.0,40.0,10.0,2.0,91,57.0,25.0,32.0,20.0,23.0
111317503,"HUNTINGDON",11,"SOUTHERN HUNTINGDON COUNTY SD",4,92,67.4,18.5,48.9,18.5,14.1,92,60.9,26.1,34.8,26.1,13.0
111317503,"HUNTINGDON",11,"SOUTHERN HUNTINGDON COUNTY SD",5,112,68.8,26.8,42.0,17.9,13.4,113,62.8,18.6,44.2,21.2,15.9
111317503,"HUNTINGDON",11,"SOUTHERN HUNTINGDON COUNTY SD",6,92,82.7,45.7,37.0,6.5,10.9,91,67.1,29.7,37.4,20.9,12.1
111317503,"HUNTINGDON",11,"SOUTHERN HUNTINGDON COUNTY SD",7,104,59.6,27.9,31.7,23.1,17.3,104,61.5,28.8,32.7,22.1,16.3
111317503,"HUNTINGDON",11,"SOUTHERN HUNTINGDON COUNTY SD",8,112,74.1,39.3,34.8,17.0,8.9,112,72.3,47.3,25.0,11.6,16.1
111317503,"HUNTINGDON",11,"SOUTHERN HUNTINGDON COUNTY SD",11,92,33.7,9.8,23.9,18.5,47.8,92,56.5,18.5,38.0,20.7,22.8
128321103,"INDIANA",28,"BLAIRSVILLE-SALTSBURG SD",3,141,85.0,49.0,36.0,12.0,3.0,141,62.0,22.0,40.0,20.0,18.0
128321103,"INDIANA",28,"BLAIRSVILLE-SALTSBURG SD",4,141,90.0,63.8,26.2,2.8,7.1,141,68.1,36.2,31.9,17.7,14.2
128321103,"INDIANA",28,"BLAIRSVILLE-SALTSBURG SD",5,164,78.0,50.0,28.0,17.7,4.3,164,56.1,15.9,40.2,17.7,26.2
128321103,"INDIANA",28,"BLAIRSVILLE-SALTSBURG SD",6,141,81.6,53.2,28.4,10.6,7.8,141,74.5,46.8,27.7,12.1,13.5
128321103,"INDIANA",28,"BLAIRSVILLE-SALTSBURG SD",7,154,80.6,45.5,35.1,10.4,9.1,154,76.7,35.1,41.6,11.7,11.7
128321103,"INDIANA",28,"BLAIRSVILLE-SALTSBURG SD",8,190,68.4,42.1,26.3,16.3,15.3,190,72.6,46.8,25.8,11.1,16.3
128321103,"INDIANA",28,"BLAIRSVILLE-SALTSBURG SD",11,168,61.3,38.1,23.2,17.9,20.8,168,65.4,33.9,31.5,16.7,17.9
128323303,"INDIANA",28,"HOMER-CENTER SD",3,73,98.0,75.0,23.0,0.0,1.0,73,67.0,41.0,26.0,15.0,18.0
128323303,"INDIANA",28,"HOMER-CENTER SD",4,62,75.8,40.3,35.5,9.7,14.5,62,62.9,17.7,45.2,14.5,22.6
128323303,"INDIANA",28,"HOMER-CENTER SD",5,56,67.9,39.3,28.6,30.4,1.8,56,59.0,17.9,41.1,21.4,19.6
128323303,"INDIANA",28,"HOMER-CENTER SD",6,69,69.6,31.9,37.7,21.7,8.7,69,62.3,29.0,33.3,27.5,10.1
128323303,"INDIANA",28,"HOMER-CENTER SD",7,71,90.2,63.4,26.8,7.0,2.8,71,74.6,33.8,40.8,18.3,7.0
128323303,"INDIANA",28,"HOMER-CENTER SD",8,76,72.4,42.1,30.3,21.1,6.6,76,68.4,35.5,32.9,22.4,9.2
128323303,"INDIANA",28,"HOMER-CENTER SD",11,76,53.9,28.9,25.0,18.4,27.6,76,63.1,27.6,35.5,15.8,21.1
128323703,"INDIANA",28,"INDIANA AREA SD",3,190,80.0,55.0,25.0,12.0,8.0,190,73.0,34.0,39.0,13.0,13.0
128323703,"INDIANA",28,"INDIANA AREA SD",4,210,75.3,40.5,34.8,14.8,10.0,211,73.0,37.0,36.0,16.6,10.4
128323703,"INDIANA",28,"INDIANA AREA SD",5,210,70.4,37.1,33.3,16.2,13.3,210,68.6,25.7,42.9,14.3,17.1
128323703,"INDIANA",28,"INDIANA AREA SD",6,205,72.6,38.0,34.6,13.2,14.1,203,74.4,38.4,36.0,14.8,10.8
128323703,"INDIANA",28,"INDIANA AREA SD",7,225,69.3,44.4,24.9,16.9,13.8,225,76.0,44.0,32.0,17.3,6.7
128323703,"INDIANA",28,"INDIANA AREA SD",8,291,73.6,47.8,25.8,12.0,14.4,291,82.8,50.2,32.6,6.9,10.3
128323703,"INDIANA",28,"INDIANA AREA SD",11,264,64.8,40.9,23.9,14.0,21.2,263,75.6,47.5,28.1,10.6,13.7
128325203,"INDIANA",28,"MARION CENTER AREA SD",3,107,92.0,64.0,28.0,7.0,2.0,107,64.0,28.0,36.0,21.0,16.0
128325203,"INDIANA",28,"MARION CENTER AREA SD",4,113,84.9,52.2,32.7,9.7,5.3,113,71.7,34.5,37.2,18.6,9.7
128325203,"INDIANA",28,"MARION CENTER AREA SD",5,98,67.4,34.7,32.7,17.3,15.3,98,51.0,11.2,39.8,21.4,27.6
128325203,"INDIANA",28,"MARION CENTER AREA SD",6,118,68.7,45.8,22.9,16.1,15.3,118,64.4,38.1,26.3,17.8,17.8
128325203,"INDIANA",28,"MARION CENTER AREA SD",7,134,76.2,38.1,38.1,11.2,12.7,133,73.7,40.6,33.1,15.8,10.5
128325203,"INDIANA",28,"MARION CENTER AREA SD",8,133,72.2,50.4,21.8,20.3,7.5,133,81.2,56.4,24.8,10.5,8.3
128325203,"INDIANA",28,"MARION CENTER AREA SD",11,131,54.2,26.0,28.2,18.3,27.5,130,68.5,30.8,37.7,20.8,10.8
128326303,"INDIANA",28,"PENNS MANOR AREA SD",3,61,76.0,38.0,38.0,8.0,16.0,61,54.0,20.0,34.0,21.0,25.0
128326303,"INDIANA",28,"PENNS MANOR AREA SD",4,63,55.6,17.5,38.1,20.6,23.8,63,69.9,27.0,42.9,15.9,14.3
128326303,"INDIANA",28,"PENNS MANOR AREA SD",5,62,51.6,24.2,27.4,22.6,25.8,62,62.9,16.1,46.8,16.1,21.0
128326303,"INDIANA",28,"PENNS MANOR AREA SD",6,63,55.5,19.0,36.5,22.2,22.2,63,66.6,33.3,33.3,22.2,11.1
128326303,"INDIANA",28,"PENNS MANOR AREA SD",7,100,59.0,25.0,34.0,19.0,22.0,100,66.0,35.0,31.0,22.0,12.0
128326303,"INDIANA",28,"PENNS MANOR AREA SD",8,78,46.1,20.5,25.6,33.3,20.5,78,74.4,35.9,38.5,12.8,12.8
128326303,"INDIANA",28,"PENNS MANOR AREA SD",11,74,36.5,14.9,21.6,28.4,35.1,74,52.7,17.6,35.1,29.7,17.6
128327303,"INDIANA",28,"PURCHASE LINE SD",3,73,79.0,56.0,23.0,8.0,12.0,73,74.0,38.0,36.0,11.0,15.0
128327303,"INDIANA",28,"PURCHASE LINE SD",4,104,64.5,30.8,33.7,18.3,17.3,104,65.4,17.3,48.1,19.2,15.4
128327303,"INDIANA",28,"PURCHASE LINE SD",5,97,67.0,45.4,21.6,18.6,14.4,97,64.9,21.6,43.3,11.3,23.7
128327303,"INDIANA",28,"PURCHASE LINE SD",6,77,71.5,27.3,44.2,13.0,15.6,77,70.2,29.9,40.3,13.0,16.9
128327303,"INDIANA",28,"PURCHASE LINE SD",7,93,61.3,28.0,33.3,25.8,12.9,93,62.4,30.1,32.3,23.7,14.0
128327303,"INDIANA",28,"PURCHASE LINE SD",8,93,62.4,22.6,39.8,25.8,11.8,93,72.0,38.7,33.3,15.1,12.9
128327303,"INDIANA",28,"PURCHASE LINE SD",11,97,49.5,30.9,18.6,26.8,23.7,97,70.1,32.0,38.1,18.6,11.3
128328003,"INDIANA",28,"UNITED SD",3,76,86.0,64.0,22.0,8.0,5.0,75,81.0,36.0,45.0,7.0,12.0
128328003,"INDIANA",28,"UNITED SD",4,71,87.3,56.3,31.0,4.2,8.5,71,70.4,29.6,40.8,15.5,14.1
128328003,"INDIANA",28,"UNITED SD",5,79,79.7,44.3,35.4,13.9,6.3,79,64.6,22.8,41.8,15.2,20.3
128328003,"INDIANA",28,"UNITED SD",6,89,69.6,43.8,25.8,22.5,7.9,89,62.9,22.5,40.4,15.7,21.3
128328003,"INDIANA",28,"UNITED SD",7,98,77.6,44.9,32.7,16.3,6.1,98,79.6,48.0,31.6,14.3,6.1
128328003,"INDIANA",28,"UNITED SD",8,100,71.0,40.0,31.0,12.0,17.0,100,79.0,47.0,32.0,8.0,13.0
128328003,"INDIANA",28,"UNITED SD",11,101,57.4,21.8,35.6,22.8,19.8,101,80.2,44.6,35.6,6.9,12.9
106330703,"JEFFERSON",6,"BROCKWAY AREA SD",3,78,95.0,63.0,32.0,4.0,1.0,78,67.0,29.0,38.0,19.0,13.0
106330703,"JEFFERSON",6,"BROCKWAY AREA SD",4,82,74.4,41.5,32.9,12.2,13.4,82,57.4,22.0,35.4,18.3,24.4
106330703,"JEFFERSON",6,"BROCKWAY AREA SD",5,82,67.1,36.6,30.5,22.0,11.0,82,63.5,22.0,41.5,22.0,14.6
106330703,"JEFFERSON",6,"BROCKWAY AREA SD",6,110,68.2,38.2,30.0,19.1,12.7,110,70.9,23.6,47.3,16.4,12.7
106330703,"JEFFERSON",6,"BROCKWAY AREA SD",7,88,62.5,33.0,29.5,18.2,19.3,88,72.7,28.4,44.3,20.5,6.8
106330703,"JEFFERSON",6,"BROCKWAY AREA SD",8,87,63.2,34.5,28.7,23.0,13.8,87,72.4,48.3,24.1,17.2,10.3
106330703,"JEFFERSON",6,"BROCKWAY AREA SD",11,86,51.2,25.6,25.6,24.4,24.4,86,80.2,40.7,39.5,11.6,8.1
106330803,"JEFFERSON",6,"BROOKVILLE AREA SD",3,154,85.0,47.0,38.0,11.0,4.0,154,67.0,25.0,42.0,17.0,17.0
106330803,"JEFFERSON",6,"BROOKVILLE AREA SD",4,114,70.2,37.7,32.5,14.0,15.8,114,60.6,20.2,40.4,19.3,20.2
106330803,"JEFFERSON",6,"BROOKVILLE AREA SD",5,128,54.7,23.4,31.3,26.6,18.8,128,57.0,15.6,41.4,18.0,25.0
106330803,"JEFFERSON",6,"BROOKVILLE AREA SD",6,146,61.0,27.4,33.6,19.9,19.2,146,74.7,38.4,36.3,13.7,11.6
106330803,"JEFFERSON",6,"BROOKVILLE AREA SD",7,136,63.3,28.7,34.6,19.1,17.6,136,80.9,44.1,36.8,8.8,10.3
106330803,"JEFFERSON",6,"BROOKVILLE AREA SD",8,146,63.0,36.3,26.7,19.2,17.8,146,72.0,43.2,28.8,11.0,17.1
106330803,"JEFFERSON",6,"BROOKVILLE AREA SD",11,141,60.3,25.5,34.8,20.6,19.1,141,70.2,24.1,46.1,14.9,14.9
106338003,"JEFFERSON",6,"PUNXSUTAWNEY AREA SD",3,164,84.0,49.0,35.0,12.0,5.0,164,67.0,29.0,38.0,13.0,21.0
106338003,"JEFFERSON",6,"PUNXSUTAWNEY AREA SD",4,179,71.5,38.0,33.5,15.6,12.8,179,54.2,19.6,34.6,26.3,19.6
106338003,"JEFFERSON",6,"PUNXSUTAWNEY AREA SD",5,195,64.6,37.9,26.7,24.6,10.8,195,55.4,15.9,39.5,21.5,23.1
106338003,"JEFFERSON",6,"PUNXSUTAWNEY AREA SD",6,211,75.3,36.0,39.3,10.9,13.7,211,70.6,30.3,40.3,15.6,13.7
106338003,"JEFFERSON",6,"PUNXSUTAWNEY AREA SD",7,246,61.0,24.8,36.2,19.9,19.1,246,60.1,26.4,33.7,23.2,16.7
106338003,"JEFFERSON",6,"PUNXSUTAWNEY AREA SD",8,222,49.6,20.3,29.3,25.7,24.8,222,59.9,30.2,29.7,17.6,22.5
106338003,"JEFFERSON",6,"PUNXSUTAWNEY AREA SD",11,220,70.9,38.6,32.3,11.8,17.3,220,72.3,38.2,34.1,15.0,12.7
111343603,"JUNIATA",11,"JUNIATA COUNTY SD",3,201,82.0,48.0,34.0,15.0,3.0,201,71.0,26.0,45.0,12.0,17.0
111343603,"JUNIATA",11,"JUNIATA COUNTY SD",4,203,69.5,33.5,36.0,12.3,18.2,203,69.5,33.5,36.0,14.8,15.8
111343603,"JUNIATA",11,"JUNIATA COUNTY SD",5,230,61.8,36.1,25.7,27.0,11.3,230,57.4,20.0,37.4,21.7,20.9
111343603,"JUNIATA",11,"JUNIATA COUNTY SD",6,245,62.5,23.3,39.2,22.0,15.5,245,64.1,26.1,38.0,23.3,12.7
111343603,"JUNIATA",11,"JUNIATA COUNTY SD",7,244,63.1,30.3,32.8,17.2,19.7,244,66.4,32.4,34.0,18.9,14.8
111343603,"JUNIATA",11,"JUNIATA COUNTY SD",8,251,63.0,29.5,33.5,17.9,19.1,252,61.9,34.1,27.8,18.3,19.8
111343603,"JUNIATA",11,"JUNIATA COUNTY SD",11,211,42.7,19.0,23.7,25.6,31.8,211,61.1,25.1,36.0,22.7,16.1
119350303,"LACKAWANNA",19,"ABINGTON HEIGHTS SD",3,240,96.0,75.0,21.0,3.0,1.0,240,81.0,51.0,30.0,11.0,8.0
119350303,"LACKAWANNA",19,"ABINGTON HEIGHTS SD",4,252,86.5,64.7,21.8,4.8,8.7,252,88.1,54.4,33.7,6.3,5.6
119350303,"LACKAWANNA",19,"ABINGTON HEIGHTS SD",5,271,77.5,48.7,28.8,15.9,6.6,271,78.6,38.0,40.6,11.1,10.3
119350303,"LACKAWANNA",19,"ABINGTON HEIGHTS SD",6,285,90.6,63.2,27.4,7.4,2.1,285,91.9,62.8,29.1,5.6,2.5
119350303,"LACKAWANNA",19,"ABINGTON HEIGHTS SD",7,290,92.4,63.8,28.6,5.2,2.4,288,91.6,59.0,32.6,6.6,1.7
119350303,"LACKAWANNA",19,"ABINGTON HEIGHTS SD",8,270,89.6,68.5,21.1,6.7,3.7,270,93.0,73.0,20.0,5.2,1.9
119350303,"LACKAWANNA",19,"ABINGTON HEIGHTS SD",11,332,59.6,33.1,26.5,20.5,19.9,332,83.7,51.8,31.9,8.7,7.5
119351303,"LACKAWANNA",19,"CARBONDALE AREA SD",3,98,61.0,27.0,34.0,23.0,16.0,98,50.0,17.0,33.0,22.0,28.0
119351303,"LACKAWANNA",19,"CARBONDALE AREA SD",4,102,75.5,35.3,40.2,12.7,11.8,101,62.4,18.8,43.6,27.7,9.9
119351303,"LACKAWANNA",19,"CARBONDALE AREA SD",5,93,61.3,35.5,25.8,22.6,16.1,93,54.9,19.4,35.5,23.7,21.5
119351303,"LACKAWANNA",19,"CARBONDALE AREA SD",6,105,75.2,40.0,35.2,13.3,11.4,105,67.6,27.6,40.0,20.0,12.4
119351303,"LACKAWANNA",19,"CARBONDALE AREA SD",7,106,53.8,32.1,21.7,20.8,25.5,105,69.5,38.1,31.4,14.3,16.2
119351303,"LACKAWANNA",19,"CARBONDALE AREA SD",8,117,59.0,34.2,24.8,24.8,16.2,117,76.9,41.0,35.9,13.7,9.4
119351303,"LACKAWANNA",19,"CARBONDALE AREA SD",11,139,34.5,15.8,18.7,20.9,44.6,139,53.3,21.6,31.7,20.1,26.6
119352203,"LACKAWANNA",19,"DUNMORE SD",3,114,98.0,76.0,22.0,2.0,0.0,114,87.0,45.0,42.0,11.0,2.0
119352203,"LACKAWANNA",19,"DUNMORE SD",4,117,90.6,52.1,38.5,6.8,2.6,115,81.8,46.1,35.7,12.2,6.1
119352203,"LACKAWANNA",19,"DUNMORE SD",5,101,62.4,27.7,34.7,27.7,9.9,101,69.3,18.8,50.5,15.8,14.9
119352203,"LACKAWANNA",19,"DUNMORE SD",6,115,78.3,40.0,38.3,18.3,3.5,115,71.3,33.0,38.3,25.2,3.5
119352203,"LACKAWANNA",19,"DUNMORE SD",7,145,70.4,28.3,42.1,20.0,9.7,145,76.6,34.5,42.1,17.2,6.2
119352203,"LACKAWANNA",19,"DUNMORE SD",8,128,68.7,32.0,36.7,23.4,7.8,128,83.6,54.7,28.9,11.7,4.7
119352203,"LACKAWANNA",19,"DUNMORE SD",11,147,68.7,26.5,42.2,21.1,10.2,146,68.5,19.9,48.6,17.8,13.7
119354603,"LACKAWANNA",19,"LAKELAND SD",3,100,90.0,63.0,27.0,8.0,2.0,100,77.0,37.0,40.0,15.0,8.0
119354603,"LACKAWANNA",19,"LAKELAND SD",4,115,84.4,52.2,32.2,8.7,7.0,114,78.0,29.8,48.2,14.9,7.0
119354603,"LACKAWANNA",19,"LAKELAND SD",5,104,70.2,36.5,33.7,19.2,10.6,105,79.1,26.7,52.4,15.2,5.7
119354603,"LACKAWANNA",19,"LAKELAND SD",6,140,74.3,41.4,32.9,15.7,10.0,140,73.5,22.1,51.4,19.3,7.1
119354603,"LACKAWANNA",19,"LAKELAND SD",7,120,73.3,43.3,30.0,14.2,12.5,120,80.0,52.5,27.5,15.8,4.2
119354603,"LACKAWANNA",19,"LAKELAND SD",8,122,79.5,41.0,38.5,9.8,10.7,122,87.7,63.9,23.8,8.2,4.1
119354603,"LACKAWANNA",19,"LAKELAND SD",11,127,54.4,21.3,33.1,19.7,26.0,127,78.7,42.5,36.2,15.0,6.3
119355503,"LACKAWANNA",19,"MID VALLEY SD",3,115,89.0,63.0,26.0,7.0,3.0,115,74.0,37.0,37.0,12.0,14.0
119355503,"LACKAWANNA",19,"MID VALLEY SD",4,125,83.2,37.6,45.6,8.8,8.0,125,73.6,25.6,48.0,15.2,11.2
119355503,"LACKAWANNA",19,"MID VALLEY SD",5,119,75.7,34.5,41.2,16.0,8.4,119,67.2,23.5,43.7,17.6,15.1
119355503,"LACKAWANNA",19,"MID VALLEY SD",6,133,80.5,48.9,31.6,10.5,9.0,133,64.7,22.6,42.1,24.8,10.5
119355503,"LACKAWANNA",19,"MID VALLEY SD",7,105,70.5,41.0,29.5,16.2,13.3,105,62.8,23.8,39.0,24.8,12.4
119355503,"LACKAWANNA",19,"MID VALLEY SD",8,136,54.4,25.7,28.7,22.1,23.5,136,72.8,37.5,35.3,11.8,15.4
119355503,"LACKAWANNA",19,"MID VALLEY SD",11,122,43.5,20.5,23.0,18.9,37.7,122,54.1,20.5,33.6,26.2,19.7
119356503,"LACKAWANNA",19,"NORTH POCONO SD",3,216,90.0,66.0,24.0,7.0,3.0,215,82.0,39.0,43.0,12.0,7.0
119356503,"LACKAWANNA",19,"NORTH POCONO SD",4,204,92.2,61.8,30.4,7.4,0.5,204,83.3,45.6,37.7,13.2,3.4
119356503,"LACKAWANNA",19,"NORTH POCONO SD",5,246,65.5,30.9,34.6,25.6,8.9,246,70.8,23.6,47.2,18.7,10.6
119356503,"LACKAWANNA",19,"NORTH POCONO SD",6,258,63.2,34.9,28.3,19.0,17.8,256,78.1,41.4,36.7,12.5,9.4
119356503,"LACKAWANNA",19,"NORTH POCONO SD",7,258,64.0,25.6,38.4,18.2,17.8,259,78.8,47.1,31.7,11.2,10.0
119356503,"LACKAWANNA",19,"NORTH POCONO SD",8,244,61.1,27.9,33.2,22.1,16.8,242,76.0,45.0,31.0,12.4,11.6
119356503,"LACKAWANNA",19,"NORTH POCONO SD",11,257,61.9,32.7,29.2,18.7,19.5,257,80.5,45.9,34.6,11.3,8.2
119356603,"LACKAWANNA",19,"OLD FORGE SD",3,50,86.0,56.0,30.0,12.0,2.0,50,80.0,28.0,52.0,12.0,8.0
